Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  1000
Partition function (log Z): -7.126506137872559

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9791680346668982
Position 1835: 0.974524028060383
Position 2057: 0.2006570377838715
Position 1191: 0.03478194162098909
Position 2054: 0.023475866669172434
Position 2306: 0.022414461812347332
Position 2179: 0.01464357526278224
Position 1480: 0.013606366359725465
Position 1211: 0.00877773379966014
Position 1577: 0.007833220190294773
Position 1363: 0.0057492536464309575
Position 445: 0.00543097628150019
Position 1550: 0.004363408734566921
Position 2310: 0.0035600590124167724
Position 3073: 0.0030038943894146243
Position 2402: 0.002691863429803747
Position 2021: 0.0022719918179680827
Position 1280: 0.0021182009371634395
Position 2094: 0.0020745792570547954
Position 2857: 0.0019731788215421814
Position 1413: 0.0019617976039047664
Position 1980: 0.001829575259531465
Position 4302: 0.0016543090948814914
Position 2322: 0.001571106092490344
Position 1136: 0.0010617694569664557
Position 951: 0.0010562617220189845
Position 2240: 0.0009204185316337971
Position 4397: 0.0008683239976718321
Position 4748: 0.0008443770779511247
Position 700: 0.0006695941593993283
Position 2247: 0.0006689851699765724
Position 3545: 0.0006068658585187647
Position 1368: 0.00039402672621684633
Position 710: 0.00035901762725937605
Position 985: 0.000321809916622479
Position 1461: 0.0003175378999432287
Position 3884: 0.0002483962171561206
Position 944: 0.0002115292122443616
Position 2949: 0.00018113717600566902
Position 1077: 0.00017451178031422965
Position 1334: 0.0001735929619137043
Position 440: 0.00014844955908912795
Position 3502: 0.00013280328624761203
Position 400: 0.000126677358406451
Position 1764: 0.00011809437411110341
Position 2623: 0.00010748341024997741
Position 4147: 9.822425602216689e-05
Position 698: 9.523066335253792e-05
Position 652: 9.203359544911253e-05
Position 3983: 8.70017882071793e-05
Position 3512: 8.657391028723293e-05
Position 1616: 8.481708556847181e-05
Position 1843: 7.872672500792958e-05
Position 1273: 7.019865248647777e-05
Position 2205: 5.504420709939418e-05
Position 1209: 4.821190718719588e-05
Position 97: 4.056892252248414e-05
Position 1307: 4.048165127746237e-05
Position 1446: 3.917543186924746e-05
Position 3106: 3.887938064065251e-05
Position 2644: 3.5698497615209614e-05
Position 907: 3.273467866304938e-05
Position 1224: 2.8464370656193903e-05
Position 4854: 2.4518380848796332e-05
Position 2909: 2.295718159262921e-05
Position 2773: 2.2013969252612802e-05
Position 2760: 2.0055206608246205e-05
Position 2980: 1.9323245779090024e-05
Position 1019: 1.929738491709717e-05
Position 1935: 1.9258676981393708e-05
Position 237: 1.88434451433003e-05
Position 2632: 1.792062394818306e-05
Position 104: 1.6619328940898498e-05
Position 2353: 1.3772300554176717e-05
Position 1963: 1.2253051244904656e-05
Position 274: 1.1945196680584476e-05
Position 1346: 9.327314789838194e-06
Position 1953: 7.72752557725116e-06
Position 600: 7.152749884214044e-06
Position 1265: 7.050933161257716e-06
Position 1357: 6.694680402149686e-06
Position 171: 5.904961208729005e-06
Position 769: 5.707931180157894e-06
Position 921: 5.640613372828887e-06
Position 1097: 5.129438848074054e-06
Position 627: 3.882368548623236e-06
Position 779: 3.4386009455049696e-06
Position 1250: 3.2722466341400854e-06
Position 234: 3.0791569198193267e-06
Position 1069: 2.933248310844095e-06
Position 364: 2.405341120361387e-06
Position 616: 2.3656843237950476e-06
Position 340: 2.1888281538257284e-06
Position 878: 1.7273065538576223e-06
Position 771: 4.546286555189441e-07
Position 1867: 2.4958983190188746e-07
Position 598: 1.1501008146688792e-07
Position 2274: 1.0574074540014588e-07
Position 277: 5.59462066787991e-08
Position 1054: 5.5594699445494e-08
Position 463: 4.990442793039442e-08
Position 2555: 3.953270528569025e-08
Position 481: 3.7953799258827006e-08
Position 784: 3.6260216190322326e-08
Position 1756: 3.411355416504285e-08
Position 1792: 1.8914041614204815e-08
Position 1044: 1.7135413370706924e-08
Position 613: 1.6979523487952537e-08
Position 1056: 1.3588034952390785e-08
Position 2135: 6.946983866099772e-09
Position 861: 2.6425561646401283e-09
Position 827: 2.384359190393783e-09
Position 1092: 5.160244758578588e-10
Position 79: 6.489283300970921e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.9273830093504342
Position 2135: 0.717695031597775
Position 1889: 0.261116020705642
Position 4646: 0.06833277850429637
Position 4366: 0.03594652350098337
Position 1015: 0.028295274440940644
Position 1001: 0.026995509716997327
Position 1681: 0.02276951594481375
Position 843: 0.02195157087126965
Position 2295: 0.020298855138706183
Position 3012: 0.019479755754957157
Position 4686: 0.01938089886259405
Position 4610: 0.017787636262207487
