Gene = OS9
index = 1341
Annotated 5SS: [91]
Annotated 3SS: [149]
SMsplice 5SS: [91]
SMsplice 3SS: [149]
top_k =  1000
Partition function (log Z): -4.948221058066306

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9911145771380521
Position 713: 0.25780940653666906
Position 668: 0.036995164192957744
Position 216: 0.008696866337345292
Position 459: 0.004597628966328377
Position 489: 0.004317875021853057
Position 612: 0.0024649913767850738
Position 555: 0.0022164536384421383
Position 590: 0.0018606493295202627
Position 723: 0.0010797625869127516
Position 648: 0.000569567391539957
Position 586: 0.0005016213628478866
Position 620: 0.0004666016683927315
Position 543: 0.00039715323557444317
Position 258: 0.0003780301055860837
Position 706: 0.00031098169016175354
Position 578: 0.0002595230698259254
Position 330: 2.033996777472803e-05
Position 179: 1.7226023562201958e-05
Position 246: 1.419495837088853e-05
Position 759: 1.3083491341458388e-05
Position 70: 1.0433534197600216e-05
Position 192: 9.03197878607548e-06
Position 3: 8.553326068113888e-06
Position 194: 7.823345687296963e-06
Position 462: 3.830389210730416e-06
Position 465: 1.2937513209456678e-06
Position 24: 1.0613650314764723e-06
Position 751: 9.024934036040954e-07
Position 64: 2.2732817864351138e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 149: 0.883178256697523
Position 775: 0.3178842566004453
Position 426: 0.03386074884205006
Position 156: 0.024934212563109598
Position 222: 0.01887108280612692
Position 179: 0.012467298673403964
Position 546: 0.010445784772419343
Position 743: 0.006340618139549745
Position 313: 0.0032638389362775943
Position 236: 0.0005798393613099466
Position 299: 0.0004042888307781025
Position 192: 0.00030241552163911146
Position 829: 0.0002739060911407958
Position 805: 0.000211251309047861
Position 482: 0.00019039448096581617
Position 713: 0.0001800813943357844
Position 430: 0.00015026981566237648
Position 379: 0.00014831748987002123
Position 723: 0.00013589816632387724
Position 802: 9.151424335886751e-05
Position 470: 5.6785511035679715e-05
Position 323: 3.602970862695885e-05
Position 586: 3.250173467861758e-05
Position 450: 2.8179175630118727e-05
Position 551: 2.7248956349597964e-05
Position 635: 1.1176505766916826e-05
Position 64: 7.961576024159007e-06
Position 751: 5.740152953998386e-06
Position 506: 4.861149452324272e-06
Position 132: 4.284476974950406e-06
Position 598: 4.2429047330550976e-06
Position 435: 2.881646636693315e-06
Position 371: 2.0946604177395825e-06
Position 659: 1.6717001446416147e-06
Position 554: 1.6573465029891953e-06
Position 620: 1.4867912012391918e-06
Position 644: 4.7527749782484484e-07
Position 517: 3.8347779142434807e-07
Position 812: 3.7566587736218155e-07
Position 810: 2.4938495164485136e-07
Position 494: 1.110265902923036e-07
Position 73: 5.332141598960932e-08
Position 409: 4.980629649933618e-08
Position 103: 3.121179696987063e-08
Position 398: 2.7963170090256226e-08
Position 84: 1.6700223912673027e-08
Position 548: 9.725822696825715e-10
Position 503: 9.089353882639947e-10
Position 269: 5.228529969291205e-10
Position 317: 4.529576016198118e-10
Position 386: 1.323889246297119e-10
Position 458: 3.4148418804655474e-11
Position 617: 5.329604945552564e-12
Position 95: 4.4522059569863426e-12
