Gene = slow
index = 1878
Annotated 5SS: [  186  6780 17715 18202]
Annotated 3SS: [ 6007 17457 17782 18269]
SMsplice 5SS: [  446  6780 17715 18202]
SMsplice 3SS: [ 6007 17457 17782 18269]
top_k =  1000
Partition function (log Z): 3.1156597659556096

Sorted 5' Splice Sites (High to Low Probability):
Position 18202: 0.9984777816855483
Position 17715: 0.9932241711621693
Position 6780: 0.9642824995772711
Position 446: 0.6610062034436719
Position 186: 0.2695881074098373
Position 18346: 0.2162680388589969
Position 421: 0.047711368892789006
Position 7574: 0.04001606796772298
Position 11967: 0.03773739666373164
Position 158: 0.03011108746565976
Position 16366: 0.02897813693515506
Position 1324: 0.026024969295887924
Position 794: 0.025697116822115028
Position 12313: 0.024407291254093747
Position 984: 0.01976135324792368
Position 781: 0.014334942649945857
Position 1812: 0.013145051779426589
Position 695: 0.012637866542942498
Position 593: 0.012097659822440614
Position 13745: 0.008476823602894885
Position 8406: 0.0074260143905767965
Position 18435: 0.007127240942824182
Position 17695: 0.0064052433012481355
Position 1520: 0.005987915514458499
Position 5905: 0.00564427893146453
Position 1150: 0.005559558367946285
Position 7023: 0.0050325476018168456
Position 677: 0.0048106692899511395
Position 5533: 0.004241298746073131
Position 15660: 0.004094212443044831
Position 4843: 0.0038666283905555545
Position 6556: 0.003668353385075033
Position 5188: 0.0036358411661067506
Position 498: 0.003557014132821594
Position 296: 0.0026627816326497073
Position 830: 0.0026412731207647393
Position 1433: 0.0023885299863448174
Position 513: 0.002337159652332423
Position 442: 0.0022832285844046306
Position 3447: 0.0022039405606461317
Position 5120: 0.0018424002014420329
Position 3133: 0.0018020363563989918
Position 6536: 0.001688321652554062
Position 6517: 0.0016424773861781553
Position 4554: 0.0014147069152578736
Position 1114: 0.001413951705743918
Position 955: 0.0013826468208213997
Position 3387: 0.001363517688342789
Position 100: 0.0013532631466445487
Position 1416: 0.00130731992407366
Position 5092: 0.0011700888770719766
Position 2144: 0.001167521854949943
Position 18368: 0.0010075336756892
Position 10795: 0.0010039222861341155
Position 5813: 0.0009484677684243644
Position 2129: 0.0009210706856395307
Position 4503: 0.0008413263349912666
Position 2137: 0.0008004081868757578
Position 254: 0.0007850581564396258
Position 30: 0.000718112463417389
Position 267: 0.0006524005000802772
Position 3379: 0.0004915523291908583
Position 7307: 0.00047923964825961207
Position 300: 0.0004635570765227383
Position 1443: 0.00045386135208186405
Position 4799: 0.00043164019091464657
Position 1930: 0.00042054142105652626
Position 2600: 0.0004149149228956982
Position 757: 0.0003881294034276885
Position 3465: 0.00037675171458309987
Position 17919: 0.0003699791434589807
Position 323: 0.00030837355405677737
Position 70: 0.0003060557070992517
Position 4921: 0.000295626773048482
Position 6115: 0.0002723404311576585
Position 11833: 0.00025831349429476607
Position 5299: 0.00024258129209055307
Position 7330: 0.00024082631004669914
Position 731: 0.0002217209470428105
Position 41: 0.00021554711434329163
Position 5116: 0.00021434106289647557
Position 1438: 0.00020811853260633447
Position 1450: 0.00020064277111227457
Position 10141: 0.00019843681221877465
Position 231: 0.00019005983725005872
Position 745: 0.00018658938897595005
Position 1407: 0.0001864510885097128
Position 3: 0.00018455620893662416
Position 7710: 0.00018131332408838423
Position 573: 0.00017724825303363007
Position 18214: 0.00017502688384139469
Position 3532: 0.0001447094336467759
Position 17719: 0.00014201161879415493
Position 7371: 0.0001309886446107918
Position 7456: 0.00010297908407121488
Position 8469: 8.478859908510096e-05
Position 6815: 8.4285396374267e-05
Position 9342: 8.326528177100159e-05
Position 7973: 8.090654242748382e-05
Position 6974: 7.138930801325935e-05
Position 9352: 6.803720495440593e-05
Position 8398: 6.585759122697176e-05
Position 9361: 5.3694792624841844e-05
Position 18166: 4.224973700076153e-05
Position 1011: 3.243521821722471e-05
Position 190: 3.2102108746439715e-05
Position 7177: 3.181449406525936e-05
Position 17810: 3.120012765646416e-05
Position 13340: 2.9816181263011332e-05
Position 18185: 2.7785647341110904e-05
Position 18488: 2.7164792052300547e-05
Position 18611: 2.6628988906731154e-05
Position 18169: 2.2724381460595937e-05
Position 1159: 2.1312333994838234e-05
Position 17704: 2.0623186375985827e-05
Position 1261: 1.573867089921716e-05
Position 7324: 1.3768203220553555e-05
Position 18164: 1.2920009849456945e-05
Position 968: 1.2493584809202202e-05
Position 18288: 9.895057408878847e-06
Position 947: 8.552533408281153e-06
Position 1196: 7.992350337300346e-06
Position 816: 7.801597436980818e-06
Position 18073: 7.6045830728177176e-06
Position 106: 6.640791151191887e-06
Position 18439: 4.975508924893213e-06
Position 625: 4.515728679695973e-06
Position 1846: 4.320653913544438e-06
Position 91: 4.1978087039003975e-06
Position 18144: 3.6555616471167064e-06
Position 450: 3.6269158456256047e-06
Position 1214: 3.323067867047297e-06
Position 7087: 3.101817642591161e-06
Position 6355: 2.9198165098537186e-06
Position 502: 2.708483342830206e-06
Position 714: 2.6639595698971807e-06
Position 1454: 2.312589864171543e-06
Position 1447: 2.1756971807519316e-06
Position 435: 2.1598863013590196e-06
Position 18102: 1.9855933094356666e-06
Position 766: 1.5846246495287883e-06
Position 18646: 1.4214362286988936e-06
Position 18574: 1.3652214857387813e-06
Position 1224: 1.2609721295902963e-06
Position 843: 1.0514778259756292e-06
Position 425: 8.758642636926156e-07
Position 828: 8.607172264707755e-07
Position 18525: 7.168955497422521e-07
Position 1148: 6.799923357771384e-07
Position 1266: 6.500420441755291e-07
Position 18001: 5.973122508721102e-07
Position 1395: 4.878768782424191e-07
Position 18024: 4.846586270980318e-07
Position 818: 4.2463825567341665e-07
Position 528: 3.927283745524789e-07
Position 1123: 3.8437228943667543e-07
Position 352: 3.767650134868173e-07
Position 18323: 3.6017773534938063e-07
Position 18597: 3.4227856816285417e-07
Position 345: 2.8430625486526856e-07
Position 608: 2.820268648578068e-07
Position 580: 2.8158153899279083e-07
Position 6328: 2.1207743519740875e-07
Position 18529: 1.5766031503026375e-07
Position 18602: 1.2112839230272432e-07
Position 247: 1.0974737052826004e-07
Position 18587: 1.0609909180573569e-07
Position 444: 1.0000030229411489e-07
Position 17819: 6.71371013100271e-08
Position 500: 6.505881712923575e-08
Position 17976: 5.979654291334698e-08
Position 17957: 5.697616769099593e-08
Position 398: 3.882820576845136e-08
Position 343: 3.727984817172196e-08
Position 17864: 3.555637257743655e-08
Position 13555: 3.42064549628953e-08
Position 18121: 2.1525358877902478e-08
Position 565: 1.9327660679570428e-08
Position 748: 1.8559950661114982e-08
Position 17889: 1.7518560461408057e-08
Position 17852: 1.4794812785719371e-08
Position 1761: 1.2453172465916368e-08
Position 17881: 1.1841390966102068e-08
Position 7: 7.3575042061624265e-09
Position 17968: 4.2531889180250215e-09
Position 1990: 3.09172790222979e-09
Position 18258: 1.5754322526881605e-09
Position 1994: 1.4913343246037604e-09
Position 18003: 1.181232258751913e-09
Position 837: 3.660623606180212e-10
Position 18468: 2.259093345286415e-11
Position 18466: 1.7552445655928295e-11
Position 8171: 2.17894704953742e-12
Position 18522: 1.9383051706816047e-12
Position 18460: 1.7927274892324603e-12
Position 18558: 1.4258172187903417e-12
Position 8187: 1.2280497059515417e-12
Position 7438: 3.1951399386114053e-13
Position 8001: 1.299340304267173e-13
Position 7881: 1.2451200190367246e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18269: 0.9961337385195141
Position 17782: 0.9957893154821006
Position 17457: 0.9446866683134507
Position 6007: 0.9443747947064893
Position 18471: 0.18580203667053516
Position 241: 0.11722800059291438
Position 11413: 0.04925229188685406
Position 6918: 0.03410202022100612
Position 17479: 0.030070758582693986
Position 18405: 0.025292091861885916
Position 4472: 0.02248671072577069
Position 570: 0.015426621865427237
Position 1072: 0.014584945360633629
Position 15718: 0.01277451057944612
Position 14653: 0.011883312092181946
Position 247: 0.011661233778212403
Position 6697: 0.010517699177094041
Position 16959: 0.00966714014573038
Position 15795: 0.00886051737972253
Position 1323: 0.007971916970995353
Position 11230: 0.007414427439571567
Position 16989: 0.00721026657036528
Position 6596: 0.006869796729583787
Position 18492: 0.006602860484651622
Position 1006: 0.005567002065159374
Position 17355: 0.004753686351890357
Position 8125: 0.004289538631352727
Position 7227: 0.004250069473373946
Position 17860: 0.003410145444538431
Position 13661: 0.00337809002153858
Position 3280: 0.003132759815501977
Position 5723: 0.0030129527049130417
Position 6623: 0.0025881567606633837
Position 11249: 0.0024591380314240973
Position 7427: 0.0023882324814560383
Position 7385: 0.002343134395763104
Position 17169: 0.002293168279058575
Position 18475: 0.002216373315454897
Position 13487: 0.0019314550437183936
Position 1219: 0.0018888903389108235
Position 508: 0.0018677240770954044
Position 1668: 0.0018591463576417635
Position 8233: 0.0018531648190235055
Position 6159: 0.0017304268696957384
Position 11013: 0.0016845988579190746
Position 18439: 0.0015855016470869947
Position 18525: 0.001584838560938883
Position 4388: 0.0015517039080070454
Position 4945: 0.0014270075443306358
Position 12817: 0.001387177957895292
Position 1976: 0.0013739096664984805
Position 3284: 0.0013216104789121061
Position 12832: 0.0011996660120643157
Position 18275: 0.001081215750093589
Position 18278: 0.001002760919951151
Position 7448: 0.000911878367082445
Position 18532: 0.0007913859829471249
Position 16902: 0.0007121500059813178
Position 11466: 0.0006924310927218327
Position 6868: 0.0006871226022541831
Position 7069: 0.0006726872523993189
Position 13716: 0.0006078378257434303
Position 7224: 0.0005726662141219145
Position 6233: 0.0005687714399290434
Position 1513: 0.0004990996570412273
Position 18608: 0.000436978342378998
Position 6355: 0.00041398731358681455
Position 5772: 0.000402959545977819
Position 17840: 0.00039816490513619777
Position 11801: 0.00037110230511488095
Position 528: 0.00037013001365318886
Position 6026: 0.0003653900456343144
Position 10651: 0.00035603357620455066
Position 17831: 0.00032806079340106606
Position 8342: 0.00031510505554416214
Position 8130: 0.00030619489042983363
Position 9385: 0.0003031647746490477
Position 17976: 0.00029566648848480614
Position 271: 0.00027698123221442497
Position 11469: 0.0002707039346128164
Position 7648: 0.00026138528452175207
Position 11904: 0.0002583074632485636
Position 18538: 0.0002529555664264754
Position 10725: 0.0002446676804304573
Position 6137: 0.0002161478067541296
Position 7487: 0.0001879771260901581
Position 7460: 0.00015855161851273093
Position 7004: 0.00015144925381379011
Position 9141: 0.00014220920181603745
Position 7342: 0.00013520021874009692
Position 3296: 0.00012787869119918277
Position 1486: 0.0001268925075714297
Position 6925: 0.00012446982181111066
Position 2231: 0.00011861423523087398
Position 18558: 0.00011178727585650537
Position 7664: 0.00010962917241921613
Position 816: 0.00010914337569250381
Position 2077: 0.00010630778621247694
Position 18658: 0.00010615796347778867
Position 17988: 9.961057452655478e-05
Position 1574: 9.181907965901351e-05
Position 6972: 8.067308876282438e-05
Position 10674: 7.243044257555384e-05
Position 18317: 6.742693662990948e-05
Position 10308: 6.740923696580178e-05
Position 1148: 6.383622278583395e-05
Position 9098: 6.006408406559473e-05
Position 18602: 5.7116434516349307e-05
Position 366: 5.3529422377108226e-05
Position 18284: 4.936266987924137e-05
Position 18302: 4.7672933588347004e-05
Position 10527: 4.1298776922668184e-05
Position 748: 3.3156962067459964e-05
Position 1193: 3.221847084478694e-05
Position 18321: 3.169161766667862e-05
Position 8666: 2.830292174074586e-05
Position 200: 2.5564263735323244e-05
Position 9901: 1.673560010812443e-05
Position 9408: 1.2169926536593346e-05
Position 9426: 9.47297182651806e-06
Position 17985: 9.263407784902565e-06
Position 18566: 7.1823512887018265e-06
Position 9200: 4.303303391622592e-06
Position 1828: 4.190611116893526e-06
Position 18514: 2.9569710498062294e-06
Position 828: 2.71865559375297e-06
Position 18509: 2.6097130468428205e-06
Position 12811: 2.4471296528518587e-06
Position 929: 2.292297732484132e-06
Position 4631: 2.26503873328085e-06
Position 2340: 2.2567582594447876e-06
Position 4903: 1.925355347316969e-06
Position 5398: 1.7337776925382284e-06
Position 18292: 1.5855664157689657e-06
Position 824: 1.4677636010820793e-06
Position 18704: 1.4214362286988966e-06
Position 17877: 1.39289934494758e-06
Position 3990: 1.3633045124106132e-06
Position 2769: 1.3366821459547999e-06
Position 2600: 1.2099931722539357e-06
Position 3730: 1.196471153134253e-06
Position 2525: 1.1770666272434558e-06
Position 2869: 1.142192170190085e-06
Position 4214: 1.1164017460916346e-06
Position 80: 1.1068417247242764e-06
Position 625: 1.059525892258363e-06
Position 18570: 9.654110479413668e-07
Position 5188: 8.052640313799702e-07
Position 964: 8.016522815125702e-07
Position 3617: 7.929765152979132e-07
Position 2951: 7.143559014142576e-07
Position 5000: 6.465424486916581e-07
Position 683: 6.057901956301816e-07
Position 368: 5.563717682097434e-07
Position 1393: 5.471787596113201e-07
Position 388: 3.543410942494939e-07
Position 464: 2.940729502648711e-07
Position 1726: 2.426550791464662e-07
Position 573: 2.2587066172215473e-07
Position 18594: 1.8670699855990185e-07
Position 186: 1.0033060099458891e-07
Position 1492: 9.627887552667125e-08
Position 18665: 9.159478399317486e-08
Position 45: 6.838355388397365e-08
Position 7250: 5.613235001712048e-08
Position 2048: 5.522058263514201e-08
Position 708: 2.168518801506872e-08
Position 87: 1.8556094932559496e-08
Position 450: 1.0302061200383095e-08
Position 59: 1.0211451744392656e-08
Position 1224: 7.166423112779925e-09
Position 91: 3.738865620998698e-09
Position 18338: 3.2932834433901497e-09
Position 425: 1.7370672382560543e-09
Position 613: 8.523557975562073e-10
Position 1167: 8.186242341179669e-10
Position 11907: 4.959353296339715e-10
Position 135: 1.7920535437041268e-10
Position 153: 6.666871592918593e-11
Position 123: 4.141855353902034e-11
Position 155: 1.4183342056030471e-11
Position 7073: 9.251013928197722e-14
Position 7157: 8.084696577153121e-14
Position 7605: 7.11281995418553e-14
Position 7573: 6.891484244342387e-14
