Gene = SCOT
index = 1462
Annotated 5SS: [1467 2131 3164]
Annotated 3SS: [1931 2186 3221]
SMsplice 5SS: [ 365 2131 3164]
SMsplice 3SS: [1931 2186 3221]
top_k =  1000
Partition function (log Z): 7.650385717936841

Sorted 5' Splice Sites (High to Low Probability):
Position 3164: 0.9994150806455891
Position 2131: 0.9987104561184166
Position 365: 0.7014974577925056
Position 1467: 0.5832810600988377
Position 868: 0.20387881889298662
Position 873: 0.13834648089811766
Position 349: 0.09326330137959626
Position 864: 0.07325514306603646
Position 862: 0.06553421641927157
Position 2240: 0.054735840211555614
Position 900: 0.03861288571714855
Position 2276: 0.036147193783988146
Position 696: 0.030564308581848183
Position 60: 0.020104488234455792
Position 448: 0.01204364053121259
Position 1637: 0.009054752913711987
Position 2866: 0.005294509600071852
Position 700: 0.004601579113179275
Position 1148: 0.0044475995917822525
Position 2820: 0.00438145091011092
Position 218: 0.003919313107267995
Position 1042: 0.0031284961224852083
Position 119: 0.002567018671181819
Position 1123: 0.0024136803274632684
Position 108: 0.0023070730221279975
Position 242: 0.002091715941278137
Position 2813: 0.0019442337304821156
Position 555: 0.001939246691100329
Position 1190: 0.001888241525848741
Position 1530: 0.001532284082012622
Position 1083: 0.0015177660049686683
Position 671: 0.0015164393978433458
Position 1422: 0.001472054946617544
Position 475: 0.001452918423743813
Position 259: 0.0013367319222091854
Position 1294: 0.0011223554488056465
Position 100: 0.0008612248663699127
Position 2990: 0.0007696346523852544
Position 373: 0.000741156450681859
Position 2115: 0.0007281547991609906
Position 1826: 0.0006528723590528921
Position 2742: 0.000650506341693362
Position 2501: 0.0006047570029721888
Position 471: 0.0005779650801784103
Position 1589: 0.0005488330827317257
Position 1884: 0.0005113103805979076
Position 1652: 0.0004871484353400405
Position 903: 0.0004480147645781246
Position 2272: 0.0004247403054596693
Position 210: 0.00042107570918535343
Position 418: 0.0004021585304997659
Position 423: 0.000384138007546881
Position 1322: 0.00037776328438051944
Position 892: 0.0003249027554498552
Position 223: 0.00028520038386495387
Position 2930: 0.0002646607630201787
Position 2642: 0.00024189150379071015
Position 163: 0.00021274122520177041
Position 1639: 0.00020088567745418673
Position 1365: 0.00018329261494992284
Position 1355: 0.00016576456718827654
Position 2428: 0.00015359058356714374
Position 3168: 0.00013697981652583316
Position 1071: 0.0001357502847249321
Position 398: 0.00012658986372142585
Position 933: 0.00012502905815018554
Position 2447: 0.00010157884789595464
Position 1537: 9.201043665155185e-05
Position 1553: 8.698666578726886e-05
Position 247: 7.993568961966193e-05
Position 662: 7.901947690866474e-05
Position 919: 7.867589948636635e-05
Position 379: 7.852927036889274e-05
Position 698: 7.839856975297825e-05
Position 3282: 5.971908177603582e-05
Position 133: 5.605794080311136e-05
Position 1046: 5.560030458637747e-05
Position 887: 5.2639077722073943e-05
Position 85: 4.339131587896414e-05
Position 783: 4.2672069684412396e-05
Position 1337: 4.197548279094103e-05
Position 3024: 4.145805811983528e-05
Position 2744: 3.966156262709416e-05
Position 1375: 3.766907696090237e-05
Position 158: 3.359761217299323e-05
Position 1441: 3.132864956228095e-05
Position 3364: 2.9677025420142435e-05
Position 876: 2.8409451657579672e-05
Position 2654: 2.6237392214136457e-05
Position 1025: 2.5312066775032495e-05
Position 426: 2.371040683058463e-05
Position 2611: 2.2860962617783463e-05
Position 2097: 2.267504706140366e-05
Position 315: 2.2366895477142144e-05
Position 262: 2.1872631305025674e-05
Position 353: 2.1371353004027853e-05
Position 831: 2.0209237431053533e-05
Position 2482: 2.002305822204702e-05
Position 1028: 1.9039791669146212e-05
Position 993: 1.669537523746518e-05
Position 1271: 1.583531040622732e-05
Position 2573: 1.3942634682222705e-05
Position 2690: 1.2566744416984775e-05
Position 3316: 1.1366607123827324e-05
Position 123: 1.0712190329068293e-05
Position 1036: 9.856449599024269e-06
Position 469: 9.550744184520422e-06
Position 1031: 9.169668581193578e-06
Position 432: 8.669326231602041e-06
Position 991: 8.41131617805827e-06
Position 1039: 7.192182648001245e-06
Position 415: 6.410303009488677e-06
Position 2851: 5.042323761448808e-06
Position 2280: 4.894482732446164e-06
Position 1339: 4.384066633023661e-06
Position 3125: 4.115040381321045e-06
Position 966: 2.618560335166958e-06
Position 1009: 2.5682226611737304e-06
Position 720: 2.312518035746932e-06
Position 3448: 2.3061949697921316e-06
Position 1200: 2.304402714319097e-06
Position 3405: 1.8047577723304155e-06
Position 2020: 1.502262511020145e-06
Position 35: 1.4586319223130971e-06
Position 3438: 1.163807920450918e-06
Position 3035: 1.0367022182291253e-06
Position 3032: 9.309241306922066e-07
Position 485: 8.95416461727437e-07
Position 3488: 6.806976939336813e-07
Position 2033: 5.638987015286657e-07
Position 265: 5.20345651412946e-07
Position 3261: 4.336272490126823e-07
Position 3417: 3.4014196570106927e-07
Position 3095: 2.406941200505677e-07
Position 94: 2.2226062456602097e-07
Position 3366: 1.241839435369043e-07
Position 3084: 1.111351001714174e-07
Position 3127: 9.332722591497589e-08
Position 3231: 7.587571028622835e-08
Position 3087: 6.186762005676434e-08
Position 2231: 6.140878835157304e-08
Position 2537: 5.476212647049634e-08
Position 2512: 4.7949812622148475e-08
Position 2474: 3.6856888654800244e-08
Position 3495: 2.760250864270476e-08
Position 2575: 2.6088824951745416e-08
Position 2010: 1.7539713742263285e-08
Position 2202: 1.3689410551129764e-08
Position 3531: 1.2644410556498116e-08
Position 2255: 1.2463384597807125e-08
Position 1300: 7.067038990229852e-09
Position 2633: 4.066206438792767e-09
Position 749: 2.5422724633737462e-09
Position 2306: 2.5322425725935864e-09
Position 972: 1.134943270971041e-09
Position 2840: 1.0468641376865999e-09
Position 937: 1.0423191002480056e-09
Position 2233: 1.5222708523595262e-11
Position 3090: 2.3917469387810855e-12
Position 2941: 1.3187900329992492e-12
Position 2835: 9.090255405131413e-13
Position 3026: 2.8313333314871775e-13
Position 3244: 8.519154958216316e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2186: 0.999579194091206
Position 3221: 0.9991427288102019
Position 1931: 0.8506053472795546
Position 1245: 0.5191891492917493
Position 763: 0.4683164818425829
Position 1916: 0.07889400778971895
Position 2812: 0.045431133976284684
Position 736: 0.01937554931961092
Position 3069: 0.01781942515077999
Position 1693: 0.016163434700265007
Position 2616: 0.012205384658458582
Position 1523: 0.009932679602141135
Position 2920: 0.00913761591396365
Position 740: 0.00793340652340392
Position 778: 0.006753455275301124
Position 2722: 0.005395373454602804
Position 297: 0.00443928967580192
Position 1567: 0.004381568749438299
Position 2941: 0.0037587614385533167
Position 1964: 0.003368232391185654
Position 2324: 0.003362971093004469
Position 689: 0.002846659369348054
Position 1600: 0.0024373727450031735
Position 455: 0.0022410425134667257
Position 925: 0.002211071608020124
Position 1533: 0.0021714025200458777
Position 2407: 0.0019480258710508984
Position 586: 0.0017576408418785918
Position 2983: 0.001711025360214709
Position 2947: 0.0016906638786821236
Position 1401: 0.001560736011288411
Position 1815: 0.0012752113530650195
Position 432: 0.0012744999469629528
Position 201: 0.0012070981568441362
Position 1190: 0.0011587479488328778
Position 2333: 0.0011413774273845902
Position 2015: 0.0010977439990677571
Position 1872: 0.0010069411687364876
Position 1995: 0.0008555188123662948
Position 240: 0.000696727066379982
Position 3236: 0.0005287316166364802
Position 520: 0.0004978972886826803
Position 1046: 0.0004807088679953479
Position 638: 0.000469927328436139
Position 1313: 0.00040590250400422847
Position 2585: 0.0003921762331565903
Position 1285: 0.00036487555793704543
Position 662: 0.00035868637280021825
Position 2683: 0.0003488301485850398
Position 2297: 0.0003021062235782853
Position 2294: 0.0002774599074650646
Position 671: 0.00025515130291872614
Position 3019: 0.00023695777793304113
Position 836: 0.0002199514837313083
Position 2542: 0.0002144225553525194
Position 1573: 0.00018832945184155654
Position 694: 0.00016911467660662817
Position 2460: 0.00016505049019309244
Position 138: 0.00016326032588002759
Position 1259: 0.00015923040976539596
Position 1636: 0.00012669325170709325
Position 415: 0.00011907013350567113
Position 1355: 0.00011697530616646062
Position 2341: 9.99540113388276e-05
Position 2437: 9.945212237536357e-05
Position 3392: 8.031106276558564e-05
Position 1159: 7.844304226068258e-05
Position 595: 7.307281603762473e-05
Position 1537: 6.069396256306111e-05
Position 2470: 5.294249734152005e-05
Position 2773: 5.103222091455902e-05
Position 2525: 4.6334333436546596e-05
Position 145: 3.8360801046100523e-05
Position 1432: 3.466671371775886e-05
Position 1658: 3.257113460523736e-05
Position 3413: 3.1250285550637213e-05
Position 2781: 3.0227823483528177e-05
Position 2467: 2.8881160385229298e-05
Position 1712: 2.814048729490177e-05
Position 2548: 2.723082135306526e-05
Position 2224: 2.35770448966899e-05
Position 2411: 2.2284830174065856e-05
Position 485: 1.697182928700313e-05
Position 3281: 1.6147209693023927e-05
Position 3362: 1.3962428410505121e-05
Position 2479: 1.3494845169616035e-05
Position 203: 1.1207120825822454e-05
Position 1792: 1.1102761493841518e-05
Position 2551: 1.1048049466958876e-05
Position 491: 1.0647817964828116e-05
Position 1717: 1.0542138903593609e-05
Position 2221: 9.376156483733796e-06
