Gene = CkIIalpha
index = 1074
Annotated 5SS: [ 403  686 3286]
Annotated 3SS: [ 487 3172 5049]
SMsplice 5SS: [686]
SMsplice 3SS: [5049]
top_k =  1000
Partition function (log Z): -8.227550273088994

Sorted 5' Splice Sites (High to Low Probability):
Position 686: 0.8947250892123284
Position 1158: 0.7166399778775402
Position 3286: 0.502193173709977
Position 4024: 0.17386858471185548
Position 2652: 0.11067616612974024
Position 3696: 0.10693256654451228
Position 5365: 0.0960870040386607
Position 403: 0.09164873198421494
Position 4859: 0.061389870667755544
Position 2134: 0.05949558582150154
Position 1905: 0.056825973304962994
Position 5642: 0.037522835318860644
Position 4115: 0.034459399415637235
Position 2090: 0.016667962504448318
Position 3500: 0.015139237600041345
Position 2934: 0.014058526063922817
Position 3658: 0.012928783498655227
Position 270: 0.010365127201147902
Position 598: 0.009315119846155514
Position 4322: 0.009226736943425925
Position 2378: 0.00785002721868774
Position 3430: 0.007609633484917478
Position 294: 0.007559266856916841
Position 3067: 0.005272156178818544
Position 1073: 0.00482614864914647
Position 683: 0.0042863475976747355
Position 2913: 0.003931223133643976
Position 5301: 0.0033593215075135422
Position 3369: 0.00319784334189958
Position 4824: 0.003089040355030001
Position 712: 0.002945222911758379
Position 1612: 0.0025557930835500065
Position 612: 0.002542136972395933
Position 3475: 0.0021587593325507696
Position 1652: 0.002135109132827775
Position 4382: 0.002126766191989567
Position 3847: 0.001984390393903788
Position 4833: 0.0019764764032841535
Position 408: 0.0018320576604981514
Position 2138: 0.001801849603768363
Position 3504: 0.001799537002930115
Position 1395: 0.0016373645696477123
Position 4584: 0.0016089917941988665
Position 978: 0.0015374432909800156
Position 1883: 0.001486399249358724
Position 4052: 0.0012989598844175628
Position 2107: 0.0012450029034275208
Position 2404: 0.0011262007846760955
Position 463: 0.001009669125592873
Position 2817: 0.0009471847001472745
Position 3622: 0.0008032148595407042
Position 1647: 0.0007369251567557832
Position 79: 0.0006861712851040463
Position 59: 0.0005335665544045877
Position 1341: 0.0005002126937188518
Position 4014: 0.000497264364995731
Position 503: 0.0004723710447628582
Position 3588: 0.0004354725601279534
Position 4213: 0.0004329808485572438
Position 405: 0.00040430099017721004
Position 274: 0.0003974418135145559
Position 4549: 0.000382214297688405
Position 421: 0.0003412470019137318
Position 2313: 0.0003105495905353729
Position 1703: 0.00029894730757059105
Position 104: 0.0002891009813151551
Position 4039: 0.00028066256421763804
Position 665: 0.0002506360525639361
Position 315: 0.00024821396459057034
Position 1886: 0.0002451094949857667
Position 3898: 0.0002362146083580142
Position 1577: 0.00018966517986523297
Position 903: 0.00015871411892546332
Position 111: 0.00013856525678509658
Position 1162: 0.00012814964535796052
Position 432: 0.0001274409339661394
Position 97: 0.00011026571063394611
Position 1046: 9.910618153701095e-05
Position 85: 9.685370029450319e-05
Position 221: 6.601720083186102e-05
Position 854: 6.190726307060171e-05
Position 1917: 6.0830132355811605e-05
Position 454: 5.734724139685026e-05
Position 780: 5.700846195822553e-05
Position 835: 5.60237163369261e-05
Position 116: 5.2815506755249744e-05
Position 968: 5.0877989372689936e-05
Position 1892: 4.948760413241893e-05
Position 5297: 4.8081243375304335e-05
Position 2061: 4.376672728602344e-05
Position 1423: 3.0518466970429056e-05
Position 840: 2.6374485613300167e-05
Position 561: 2.5978487904187173e-05
Position 1034: 2.380215953682987e-05
Position 910: 1.9797087151184602e-05
Position 1021: 1.677579914366768e-05
Position 1219: 1.609708251502487e-05
Position 88: 1.3380946516258175e-05
Position 57: 1.253371774323852e-05
Position 833: 1.2061491268582682e-05
Position 246: 1.1333736995854273e-05
Position 1780: 1.1070776114085294e-05
Position 1363: 1.08399039531815e-05
Position 346: 8.181471654520656e-06
Position 1037: 6.601287883605075e-06
Position 1827: 6.238518251940764e-06
Position 473: 5.61889432897925e-06
Position 160: 5.15339253899509e-06
Position 1077: 4.957005041271725e-06
Position 1031: 4.920577510207794e-06
Position 806: 4.742695016671545e-06
Position 638: 3.502093460815454e-06
Position 427: 3.473924210609366e-06
Position 476: 2.4860903634501862e-06
Position 1039: 2.2897514214013487e-06
Position 1142: 1.531467905002205e-06
Position 1601: 1.40470346467374e-06
Position 479: 1.3380956635192363e-06
Position 2206: 1.254951551915697e-06
Position 1473: 6.615473562714629e-07
Position 1386: 3.63085794936532e-07
Position 1097: 2.910360872446693e-07
Position 531: 2.7488549005096284e-07
Position 1180: 9.241933339581855e-08
Position 1122: 8.216962370641888e-08
Position 659: 6.353159911929714e-09
Position 795: 2.3974812577357073e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.7093791683644084
Position 3350: 0.44299169918102116
Position 931: 0.2783107577061923
