Gene = Usp32
index = 1588
Annotated 5SS: [ 316 2857 3201 3631 4554 5752 6128 6492 8341 8564 8816 9058 9587]
Annotated 3SS: [2621 2923 3401 3693 4619 5824 6183 7693 8396 8627 8871 9118 9649]
SMsplice 5SS: [ 316 2857 3201 3631 4554 5752 6128 6435 8341 8564 8816 9058 9587]
SMsplice 3SS: [2621 2923 3401 3693 4619 5824 6183 6583 8396 8627 8871 9118 9649]
top_k =  1000
Partition function (log Z): 47.063617384380386

Sorted 5' Splice Sites (High to Low Probability):
Position 9058: 0.9994484415417544
Position 2857: 0.999024728708695
Position 3631: 0.9973364238790289
Position 4554: 0.9964059949439633
Position 3201: 0.9920401571882459
Position 6128: 0.9904600922646686
Position 9587: 0.9867922836126782
Position 5752: 0.9857674574724419
Position 316: 0.9722099019649401
Position 8341: 0.9573234751168721
Position 8816: 0.954193158037447
Position 8564: 0.9154620315027434
Position 6435: 0.5252621557187122
Position 6492: 0.44346168761383625
Position 6312: 0.3442234512462814
Position 9994: 0.33995526434754975
Position 3886: 0.2516053185357512
Position 2495: 0.11598230350863425
Position 4875: 0.10927788602045693
Position 2357: 0.08190571522248569
Position 65: 0.05354108846021893
Position 9342: 0.044800194231055246
Position 6801: 0.039305910905215284
Position 4884: 0.0334502292793913
Position 2321: 0.032121484244501924
Position 8568: 0.030780613626322086
Position 1497: 0.02814162630461792
Position 8279: 0.02071766329946265
Position 5160: 0.014400921056288131
Position 7889: 0.013804217244953006
Position 2281: 0.012560004504966355
Position 7794: 0.011363344914429356
Position 4752: 0.008186092304175368
Position 9350: 0.007788812595015681
Position 2515: 0.006648185368067673
Position 677: 0.006346319920541451
Position 5756: 0.0062496497930263906
Position 6027: 0.006205385122259175
Position 2399: 0.005602072907399108
Position 4806: 0.005419491836994778
Position 6904: 0.005190864687837581
Position 8132: 0.005134838532265951
Position 7479: 0.004159218856612507
Position 9881: 0.003918970451292502
Position 6053: 0.0034311038481156194
Position 6363: 0.0032551102505807986
Position 429: 0.0031752981039906572
Position 10546: 0.003123731252629568
Position 3234: 0.0027305871604524625
Position 67: 0.002606966487028486
Position 4523: 0.002588702239459689
Position 9591: 0.00252116871786915
Position 7336: 0.002465150761052141
Position 6969: 0.0022954182075215174
Position 6832: 0.0022428631374618096
Position 8814: 0.0022275528750549905
Position 1570: 0.0022011174355834506
Position 2345: 0.002141702863897587
Position 6334: 0.002039317878560446
Position 3588: 0.0019826586693893716
Position 750: 0.0018392379412302856
Position 5358: 0.001833541838645426
Position 4106: 0.0017808897277558065
Position 2426: 0.0016090757905095458
Position 801: 0.0014704735216351159
Position 5721: 0.001239073584688145
Position 371: 0.001176681867641475
Position 9715: 0.0011396384083446228
Position 10362: 0.001133310895373005
Position 1135: 0.0011153919307139487
Position 8820: 0.0010284565579996886
Position 6847: 0.0010216941138908133
Position 5649: 0.0010215605223472498
Position 334: 0.0010214547113379302
Position 6651: 0.0009945199399036028
Position 2312: 0.0009704896831618352
Position 6742: 0.0009584447886644899
Position 852: 0.0009216103363797069
Position 7085: 0.0008970394441712043
Position 52: 0.0008628085393911898
Position 2512: 0.0008141145259418118
Position 6522: 0.0008069962107926772
Position 9675: 0.0007897217028539579
Position 7587: 0.0007652573937269342
Position 662: 0.0007233541539089847
Position 7572: 0.0006871775095789057
Position 5763: 0.0006827159433608188
Position 6: 0.0006138048172309511
Position 673: 0.0006084527342280089
Position 306: 0.0005900722472342244
Position 865: 0.0005606697831784242
Position 4735: 0.000533918874331977
Position 1200: 0.0005023925843270258
Position 3831: 0.00044293412620956935
Position 9584: 0.00039746662598365816
Position 1216: 0.0003855982591035788
Position 10203: 0.00038367517930933056
Position 9308: 0.0003817906092023851
