Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  1000
Partition function (log Z): 4.8609003132997834

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9858527153771288
Position 1885: 0.9774280367601075
Position 604: 0.9457176650163575
Position 2230: 0.7941316390584311
Position 226: 0.2923968572540726
Position 2234: 0.04120143948674568
Position 1680: 0.026551900777491314
Position 1425: 0.01794230599929138
Position 812: 0.01736858754532181
Position 2750: 0.013381624852041422
Position 1864: 0.011111595259505893
Position 1500: 0.008248578649684682
Position 84: 0.007363989838808773
Position 132: 0.005828611363395147
Position 2758: 0.004205382154149645
Position 608: 0.003187445868692466
Position 969: 0.003161684592805145
Position 762: 0.0031311610638073348
Position 1601: 0.0018946585560315372
Position 104: 0.0016209663888319336
Position 2502: 0.0016060628544174386
Position 1675: 0.0013755314474079774
Position 1377: 0.0013223492954622747
Position 237: 0.0009912180102947456
Position 826: 0.0008221987345513783
Position 2614: 0.0005455907655172116
Position 928: 0.0005381403660521709
Position 1520: 0.0004930449595389537
Position 448: 0.00044907179582465156
Position 1761: 0.00041915227872250135
Position 869: 0.0003984594251934915
Position 2748: 0.00030492347362771243
Position 1188: 0.00029230352545794294
Position 2170: 0.00028098229689297634
Position 1173: 0.00027693061921788405
Position 1717: 0.0002540860303567264
Position 2623: 0.00021840992265371038
Position 2632: 0.00020029032727016802
Position 2176: 0.00019633921461068243
Position 476: 0.00019278116985796417
Position 243: 0.00018115817687448457
Position 1568: 0.00018107243193012654
Position 791: 0.0001752438162497985
Position 122: 0.00017515745459671677
Position 1506: 0.00015336158427531815
Position 1511: 0.0001344386912038931
Position 156: 0.00010186636004662263
Position 770: 9.10029642875128e-05
Position 750: 7.901649596541318e-05
Position 1909: 7.449937603102762e-05
Position 2076: 6.108273648284939e-05
Position 2293: 5.4192586077326975e-05
Position 1832: 4.9983728675270756e-05
Position 148: 4.446473182847426e-05
Position 1930: 4.1588447027780877e-05
Position 2431: 3.815616229430842e-05
Position 1999: 3.689532111697113e-05
Position 1257: 3.1031821929600364e-05
Position 2479: 2.336101352818362e-05
Position 2380: 2.316476492837026e-05
Position 464: 2.242174158198871e-05
Position 1137: 1.548858944618015e-05
Position 197: 1.4179651681171979e-05
Position 2455: 1.3913547240754636e-05
Position 2210: 1.3765612071587991e-05
Position 1544: 1.3707596077919443e-05
Position 2029: 1.3477167400499263e-05
Position 1468: 1.0574670210925417e-05
Position 1818: 9.83531756625542e-06
Position 2511: 9.780175079225334e-06
Position 1889: 9.711179157284974e-06
Position 688: 9.666713342307294e-06
Position 657: 8.712229433219506e-06
Position 1916: 6.8286559470342565e-06
Position 642: 6.353108224013238e-06
Position 39: 5.813990122854921e-06
Position 651: 5.68452652804654e-06
Position 2485: 5.160573559881523e-06
Position 66: 4.964159567695649e-06
Position 1836: 4.637462295344321e-06
Position 1684: 4.4911211147352104e-06
Position 2548: 4.000876111985789e-06
Position 2413: 3.998045394769874e-06
Position 683: 3.1907675034694006e-06
Position 728: 1.9275092353882036e-06
Position 2284: 1.8253136959164798e-06
Position 1714: 1.670280445681441e-06
Position 2269: 1.6529352883513999e-06
Position 1495: 1.0991524393669022e-06
Position 1659: 1.0899412788225625e-06
Position 2500: 1.0242091026501152e-06
Position 1315: 9.187290845312562e-07
Position 349: 7.371604604155501e-07
