Gene = Max
index = 1270
Annotated 5SS: [ 204  345  768 1101]
Annotated 3SS: [ 278  659  976 1165]
SMsplice 5SS: [ 204  768 1101]
SMsplice 3SS: [ 278  976 1165]
top_k =  1000
Partition function (log Z): 3.023440158525215

Sorted 5' Splice Sites (High to Low Probability):
Position 1101: 0.9779110738207881
Position 204: 0.9315615708206018
Position 768: 0.7395112350581137
Position 345: 0.4055025595895978
Position 788: 0.21312049000303165
Position 25: 0.09738362788139653
Position 487: 0.04750127597772122
Position 215: 0.024959428869106366
Position 449: 0.017636895225852767
Position 840: 0.015314779867908194
Position 371: 0.014048025026569577
Position 1122: 0.00891598128160168
Position 235: 0.006673611424493294
Position 199: 0.005965030179768923
Position 1582: 0.0038413700164702438
Position 1537: 0.0035665300604245842
Position 1471: 0.003412954660386406
Position 468: 0.002493409018928396
Position 1641: 0.0018564398962967537
Position 736: 0.00137792023834287
Position 51: 0.0009750782005703817
Position 611: 0.0009119227932720339
Position 589: 0.0009020238061099893
Position 1271: 0.0006965941895979782
Position 744: 0.0006557983437732992
Position 1576: 0.0005265735516577432
Position 919: 0.0005177734767216141
Position 424: 0.0004392505623144731
Position 426: 0.00041941680686020315
Position 1437: 0.0004009567065557748
Position 844: 0.0003867427980202111
Position 163: 0.00034725477112448227
Position 429: 0.0003316174407809864
Position 1327: 0.00031296696781691697
Position 1404: 0.0002682718432547856
Position 921: 0.0002661733135901955
Position 15: 0.00023564184976699926
Position 403: 0.00018382262180212272
Position 578: 0.00016150856484495142
Position 1550: 0.0001407301858358002
Position 1820: 0.00013638847191212115
Position 1452: 0.00013509803280435255
Position 149: 0.00010677357576859907
Position 1633: 9.69274760605857e-05
Position 830: 9.665204061018443e-05
Position 553: 6.904831833411881e-05
Position 438: 5.68761026863356e-05
Position 1503: 4.79377971742319e-05
Position 1510: 4.543465686010506e-05
Position 871: 4.319109476075805e-05
Position 1356: 3.916843185743593e-05
Position 1726: 3.058953727239744e-05
Position 1383: 2.7895183930890903e-05
Position 432: 2.4296104245863446e-05
Position 1392: 2.1575473249433944e-05
Position 1440: 2.0925845846016784e-05
Position 1344: 1.847759162205407e-05
Position 648: 1.687356205594234e-05
Position 1041: 1.3741167073688325e-05
Position 1617: 5.8041292482273795e-06
Position 1645: 5.348659209889818e-06
Position 1409: 4.917684576498112e-06
Position 3: 4.450467965879966e-06
Position 1586: 2.732134304740023e-06
Position 1225: 2.5529001509300545e-06
Position 239: 2.4749925526192955e-06
Position 237: 2.4577651998452356e-06
Position 1342: 2.119780727360153e-06
Position 1488: 2.0287291569610517e-06
Position 95: 1.9426314597218594e-06
Position 940: 1.3085230827184198e-06
Position 1407: 9.053568671435563e-07
Position 943: 6.746088395612491e-07
Position 950: 5.786755989310229e-08
Position 138: 8.089066186523481e-09
Position 652: 1.5944570279453337e-09
Position 981: 5.1078100685836956e-12
Position 1165: 4.077824636326328e-12
Position 1197: 3.191580147170444e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 976: 0.9974829266937536
Position 1165: 0.9829768513255602
Position 278: 0.8085850283780583
Position 659: 0.49223129121166276
Position 444: 0.06483790080892796
Position 95: 0.06088930999047627
Position 281: 0.04413516713617753
Position 109: 0.0300941423082291
Position 414: 0.02080209163346406
Position 1658: 0.007312302750117507
Position 1534: 0.0042312288667379384
Position 668: 0.0036386691895446224
Position 1171: 0.003602113982585229
Position 1791: 0.0019860472016161364
Position 569: 0.0019455608855191422
Position 149: 0.0018744853412723387
Position 697: 0.0011057048207400615
Position 344: 0.001052671393328463
Position 1339: 0.000637426129202261
Position 1626: 0.0005709681723505658
Position 1668: 0.00034040325138152755
Position 506: 0.0003347868956668956
Position 1890: 0.00029514377012890226
Position 1021: 0.00023255443890991186
Position 1392: 0.00023233675214423882
Position 1214: 0.00017828882850992435
Position 1471: 0.0001471949951331182
Position 1197: 0.00014557819563497
Position 1145: 0.00013064162860522215
Position 154: 0.00012396727810086824
Position 463: 9.383162462373586e-05
Position 1769: 8.802756882706843e-05
Position 1003: 5.300929222661059e-05
Position 1749: 4.016129844485884e-05
Position 1900: 3.860220504973565e-05
Position 1752: 3.489463051572691e-05
Position 1202: 3.484866233265116e-05
Position 466: 2.699264256253351e-05
Position 881: 2.464972311691509e-05
Position 1820: 2.0041395208376075e-05
Position 840: 1.7260341301425616e-05
Position 1807: 1.6487766966126866e-05
Position 1426: 1.3749383138079263e-05
Position 981: 1.2020478706787191e-05
Position 929: 1.1963965296937929e-05
Position 1327: 5.627453667771821e-06
Position 1735: 5.247630143789378e-06
Position 1503: 5.184945893811888e-06
Position 943: 4.728969900469549e-06
Position 1641: 4.58968463409803e-06
Position 830: 3.947022472741674e-06
Position 1420: 2.633881580147623e-06
Position 1906: 2.6298001907624544e-06
Position 381: 2.3782775904005695e-06
Position 716: 1.3963270350271751e-06
Position 1029: 1.197791394607235e-06
Position 817: 6.841318132588374e-07
Position 719: 6.828452770887216e-07
Position 481: 6.017007002426888e-07
Position 950: 3.620409393753635e-07
Position 940: 3.458227155458949e-07
Position 475: 1.4242576686466797e-07
Position 468: 8.156185421065326e-08
Position 692: 6.835540414908376e-08
Position 189: 6.73172854798698e-08
Position 163: 2.1938495398826307e-08
Position 212: 1.812473712120338e-08
Position 1445: 6.9570264020352316e-09
Position 199: 4.581973755798964e-09
Position 218: 3.8019015037456135e-09
Position 169: 3.6762775518174797e-09
Position 1308: 1.15821398746318e-09
Position 208: 6.402533869292832e-10
Position 767: 3.32294252400556e-12
Position 779: 1.63377648299205e-12
Position 220: 2.691473366716586e-13
Position 740: 2.2232030328332578e-13
Position 758: 1.516794401701959e-13
Position 371: 1.4442439338531306e-15
