Gene = Kr-h2
index = 1246
Annotated 5SS: [ 198 1687 1994 2184]
Annotated 3SS: [1423 1743 2049 2246]
SMsplice 5SS: [ 198 1687 1994 2184]
SMsplice 3SS: [1423 1743 2049 2246]
top_k =  1000
Partition function (log Z): 9.458840474870852

Sorted 5' Splice Sites (High to Low Probability):
Position 2184: 0.9992009359769546
Position 1687: 0.9981984416256799
Position 1994: 0.9906951425094884
Position 198: 0.9362614236558375
Position 990: 0.057688192704398775
Position 739: 0.04466890107876826
Position 1136: 0.03150733647727697
Position 2421: 0.029122830103654428
Position 1326: 0.018119496722624195
Position 191: 0.016529131714369354
Position 635: 0.016184083834412954
Position 1280: 0.012994584515937529
Position 2469: 0.010839950008177888
Position 756: 0.01074377862262592
Position 774: 0.008368993117664602
Position 2629: 0.007757643782279281
Position 36: 0.00471658687859424
Position 1069: 0.004471876277476138
Position 750: 0.004330004926265518
Position 494: 0.0033851956990514666
Position 617: 0.003132144975387676
Position 2040: 0.002755617593897341
Position 838: 0.0026054661942188618
Position 215: 0.002078384201216488
Position 40: 0.0011579919498438433
Position 484: 0.0009012693654694033
Position 656: 0.0008274123051499724
Position 1224: 0.0007829543779481992
Position 202: 0.0007545962321417558
Position 541: 0.0007309475917357876
Position 351: 0.0006775659935969485
Position 1200: 0.0005736953935079503
Position 489: 0.0005681951166924817
Position 1063: 0.0004946237439760666
Position 258: 0.0004933677417162373
Position 1691: 0.0004527662427135754
Position 1312: 0.00045036174023387044
Position 996: 0.0004101484289478832
Position 2590: 0.00040246426432846927
Position 326: 0.00038351081662285283
Position 115: 0.0003495226677892917
Position 2573: 0.00029645007552602827
Position 338: 0.00029561201646417004
Position 1948: 0.00028910176185375185
Position 1769: 0.00027180385709586714
Position 2632: 0.000264898028425342
Position 779: 0.000252017132762187
Position 23: 0.00021973800354186136
Position 1888: 0.00021634422110060485
Position 8: 0.00015128156448808672
Position 1059: 0.00015120318412290617
Position 479: 0.0001459774636500866
Position 627: 0.0001413174774500307
Position 310: 0.00014100233017717598
Position 886: 0.00013723516390137504
Position 1167: 0.00012090090099165861
Position 1574: 0.00011779953684164269
Position 1140: 0.00011315034467848665
Position 177: 9.618478132527027e-05
Position 842: 9.460508117923363e-05
Position 2604: 9.186370593953405e-05
Position 381: 8.418766223472188e-05
Position 862: 8.053842190935098e-05
Position 2581: 7.109314458523755e-05
Position 869: 5.8465358971805985e-05
Position 2351: 5.7907490703054524e-05
Position 1661: 5.5398932293691514e-05
Position 539: 5.2380659834554416e-05
Position 1928: 5.172114504506844e-05
Position 568: 4.9572898807348826e-05
Position 2026: 4.8283019365537675e-05
Position 940: 4.536501648568485e-05
Position 1670: 4.4660343547437944e-05
Position 418: 4.39800047199239e-05
Position 919: 4.324262104650859e-05
Position 2293: 4.1882980076307196e-05
Position 844: 3.947007113417725e-05
Position 1858: 3.622602161147622e-05
Position 466: 3.449119864579373e-05
Position 1836: 2.780480210113988e-05
Position 2554: 2.4074426905552684e-05
Position 84: 2.3888730694293604e-05
Position 2425: 2.0689705069852896e-05
Position 2538: 1.824044057494493e-05
Position 1386: 1.7692318444580878e-05
Position 1077: 1.652969934270819e-05
Position 2877: 1.5208327471363139e-05
Position 860: 1.2516411544177856e-05
Position 2188: 1.1876309540073594e-05
Position 140: 1.0166286529246577e-05
Position 2170: 9.248368980272546e-06
Position 1825: 9.070730925986218e-06
Position 472: 8.654498167283496e-06
Position 44: 8.52468034094979e-06
Position 1175: 7.785891890704502e-06
Position 1129: 6.717969374565094e-06
Position 2408: 6.541753414386235e-06
Position 1803: 6.308868374762995e-06
Position 1039: 5.906059588354314e-06
Position 1646: 4.097164598768685e-06
Position 1843: 3.9105354688269045e-06
Position 1940: 3.6368597191496533e-06
Position 1955: 3.4304960781283945e-06
Position 1875: 3.1698261330209085e-06
Position 2881: 2.9662500318040244e-06
Position 2773: 2.118810094398645e-06
Position 819: 2.0544766650820618e-06
Position 1699: 1.4438997772855115e-06
Position 2272: 1.4041824892692292e-06
Position 34: 1.3651047419891628e-06
Position 288: 1.1192634754925592e-06
Position 2070: 6.762366406745501e-07
Position 312: 6.29573137652683e-07
Position 2647: 6.082197000064484e-07
Position 1638: 5.384880188178095e-07
Position 1831: 4.957644302875039e-07
Position 291: 4.4368906531531434e-07
Position 152: 3.7952806690497035e-07
Position 233: 3.423464075686108e-07
Position 1873: 2.919655607508621e-07
Position 2902: 2.6981126217465865e-07
Position 2815: 1.7097480673067658e-07
Position 2908: 1.6755295044038923e-07
Position 2067: 1.19640309220968e-07
Position 722: 1.119686145653448e-07
Position 669: 1.0718368617379986e-07
Position 2098: 7.7334462340761e-08
Position 2912: 5.7765095551088915e-08
Position 2075: 4.705029421721574e-08
Position 559: 4.318344659959054e-08
Position 2081: 5.715882725771927e-09
Position 73: 3.321120874756902e-09
Position 2103: 3.088211601259625e-10
Position 2685: 5.668085970217927e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9946469336432787
Position 2246: 0.9878411203651037
Position 1423: 0.9408121151157461
Position 2049: 0.7572226035986209
Position 2101: 0.23449480568624073
Position 267: 0.07075003322411622
Position 2688: 0.05438665363367614
Position 901: 0.05291075103421372
Position 434: 0.04972684789970691
