Gene = mRpS31
index = 1780
Annotated 5SS: [135 655]
Annotated 3SS: [198 720]
SMsplice 5SS: [135 655]
SMsplice 3SS: [198 720]
top_k =  1000
Partition function (log Z): -1.1214604684184157

Sorted 5' Splice Sites (High to Low Probability):
Position 655: 0.9852566772010426
Position 135: 0.9515636155900388
Position 659: 0.008010191463937723
Position 1344: 0.006187389392011751
Position 927: 0.0025566790862674603
Position 633: 0.0021898274154655705
Position 790: 0.0020319219759537223
Position 10: 0.0009926787220996284
Position 106: 0.0004588127456979968
Position 57: 0.0004436135667459509
Position 907: 0.00044262285315228573
Position 33: 0.00040605536465123054
Position 69: 0.00037915799334310295
Position 990: 0.0003219213096630315
Position 510: 0.00028212339792431986
Position 1073: 0.00010047098727706128
Position 411: 5.9724726835358006e-05
Position 355: 4.0687844434643634e-05
Position 794: 3.6784349989632455e-05
Position 657: 3.3343616466441814e-05
Position 99: 3.299987898849331e-05
Position 36: 3.0618193650491114e-05
Position 113: 2.8907807679233315e-05
Position 899: 2.885709607638699e-05
Position 198: 2.180689505375717e-05
Position 146: 2.1438060254227657e-05
Position 770: 1.4900045813490896e-05
Position 467: 1.0512083523590192e-05
Position 535: 9.446830126138928e-06
Position 922: 8.065136489172683e-06
Position 211: 7.875290831588687e-06
Position 853: 6.971810039557281e-06
Position 227: 4.939354525389319e-06
Position 1359: 4.238175367269821e-06
Position 1173: 1.308384205561886e-06
Position 175: 1.1616931791266706e-06
Position 1049: 9.705866876364906e-07
Position 236: 9.021187026643625e-07
Position 614: 8.623962489443523e-07
Position 1276: 7.907565104057238e-07
Position 1005: 7.128099479145944e-07
Position 1124: 7.035601410103582e-07
Position 1217: 5.575676237432683e-07
Position 1171: 4.876020801348896e-07
Position 897: 4.7034941628306086e-07
Position 1281: 3.529051245274486e-07
Position 323: 3.1256684765827335e-07
Position 1225: 1.5099086738078877e-07
Position 1211: 1.3425045995578022e-07
Position 405: 1.333690629891524e-07
Position 574: 7.094873549800676e-08
Position 753: 4.98167601099437e-08
Position 256: 1.3134203069814107e-08
Position 979: 4.36310364304756e-09
Position 750: 2.009012273671403e-11
Position 731: 5.579060222049351e-12
Position 720: 8.659917145779222e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 720: 0.9899018570134771
Position 198: 0.8659985803209367
Position 256: 0.08731072957700788
Position 1403: 0.006416699081714521
Position 742: 0.004532195119190883
Position 985: 0.0035242551647804107
Position 937: 0.0009873179731285462
Position 69: 0.0008519214728891718
Position 760: 0.0006191300516927988
Position 1294: 0.0003142478327627385
Position 757: 0.0002999872771078345
Position 1102: 0.00027780486768819325
Position 587: 0.00013843281803368188
Position 1252: 0.00012288713313314464
Position 897: 0.0001156805088411471
Position 946: 8.655932876383969e-05
Position 423: 5.659665179672583e-05
Position 168: 5.417261886296715e-05
Position 298: 5.298731465146984e-05
Position 1179: 4.465083898326787e-05
Position 570: 4.0338006349105885e-05
Position 370: 3.9359098602095585e-05
Position 816: 3.797814129835796e-05
Position 584: 3.25420606708852e-05
Position 859: 2.664001171631283e-05
Position 1231: 2.3739414541482058e-05
Position 1072: 2.2820151383188494e-05
Position 484: 1.550141202133217e-05
Position 1042: 1.4832982369509849e-05
Position 850: 1.1036422819849629e-05
Position 526: 8.09642990547784e-06
Position 310: 7.4662290555193725e-06
Position 1069: 5.144826465920893e-06
Position 1258: 4.657675985229538e-06
Position 510: 4.224099969070156e-06
Position 84: 3.4433055991296378e-06
Position 495: 3.3660278272690044e-06
Position 313: 3.0475558930743833e-06
Position 766: 2.8573424465241797e-06
Position 307: 2.592669583344148e-06
Position 1005: 2.5043146787300196e-06
Position 1165: 2.1807900388748195e-06
Position 529: 2.1599024369030763e-06
Position 120: 2.020808167956163e-06
Position 113: 1.4206258932561574e-06
Position 1255: 1.4059739302133691e-06
Position 382: 1.22897682316325e-06
Position 861: 1.0410836661345814e-06
Position 1261: 1.002729247222935e-06
Position 1207: 7.895129679742314e-07
Position 138: 7.018688164070539e-07
Position 829: 5.014357884238778e-07
Position 1013: 4.017741497683474e-07
Position 514: 3.450072844796512e-07
Position 769: 3.3214933162115766e-07
Position 1326: 2.615965361215468e-07
Position 1183: 1.703743650216721e-07
Position 778: 1.401741394967728e-07
Position 640: 1.2945260419026812e-07
Position 1300: 1.2571502023214124e-07
Position 1111: 1.1977365875361374e-07
Position 990: 1.1412022865044065e-07
Position 340: 8.457600762494022e-08
Position 1303: 8.26993149609603e-08
Position 463: 8.251230947137022e-08
Position 316: 7.04262033192519e-08
Position 604: 5.317715151148779e-08
Position 823: 5.234613709239207e-08
Position 427: 3.482794213543544e-08
Position 836: 2.9445243292714752e-08
Position 448: 2.254992010968916e-08
Position 523: 2.073745440493677e-08
Position 533: 8.02410767695678e-09
Position 122: 5.892036706957324e-09
Position 442: 1.815864301780398e-09
Position 541: 1.2079573378544819e-09
Position 574: 1.0011012384557838e-09
Position 455: 1.905119069039848e-10
Position 451: 3.8008479152284675e-11
Position 775: 2.4020392349979403e-15
Position 432: 3.781454731050167e-20
Position 436: 7.181088453091458e-21
