Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 1650 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 1698 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  1000
Partition function (log Z): 15.999714573497464

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.9814193347646043
Position 1225: 0.9394126509293623
Position 794: 0.9227730010640127
Position 3684: 0.9185867002054008
Position 5148: 0.9064804442051876
Position 4950: 0.8794619198222255
Position 5607: 0.8458239131229867
Position 3459: 0.8350472209291006
Position 1650: 0.7444850782000415
Position 6413: 0.7252370519556262
Position 2148: 0.6016509384031363
Position 5883: 0.5950844716678666
Position 348: 0.5687318688503619
Position 5853: 0.38404378335449557
Position 1407: 0.28254679305824126
Position 4772: 0.15802305436794764
Position 4461: 0.15704649029816603
Position 5518: 0.09632442011312595
Position 291: 0.08600042016420859
Position 282: 0.08033175966203372
Position 4481: 0.07915821082522023
Position 5167: 0.049357357434244166
Position 3923: 0.04315208054242531
Position 1196: 0.04152178408084745
Position 1386: 0.03936701564484707
Position 359: 0.03710273109313491
Position 715: 0.031175102392433013
Position 199: 0.02679933071902454
Position 248: 0.025761513265354988
Position 3468: 0.024717758634928182
Position 3194: 0.02297323517730487
Position 362: 0.01987784257438555
Position 295: 0.018617222800121628
Position 4270: 0.016663194693845428
Position 2105: 0.016419039530557143
Position 2594: 0.016395947179090327
Position 3705: 0.01604539780678676
Position 6132: 0.015850578754531722
Position 1318: 0.015040001292954847
Position 4533: 0.014418502918638595
Position 1846: 0.013504911468477668
Position 6103: 0.013489588802916813
Position 4274: 0.012739175545089004
Position 2602: 0.007665865606257963
Position 796: 0.006809365378082378
Position 93: 0.006769328625119202
Position 2113: 0.006371483883780479
Position 5362: 0.005726496040768108
Position 2914: 0.00520483765512428
Position 4893: 0.004916854489305177
Position 5301: 0.004743964853260818
Position 1930: 0.004605341229426234
Position 415: 0.004256934969690387
Position 5877: 0.004221781896112558
Position 6112: 0.0041627949413387535
Position 2278: 0.0035409117457496733
Position 1351: 0.0034005432246157225
Position 1391: 0.0028397269172185545
Position 3571: 0.0027307177678103666
Position 5735: 0.002614284185717812
Position 5171: 0.0023430476939741538
Position 6210: 0.0017795770064956648
Position 692: 0.001661104280177554
Position 5688: 0.00163417253221275
Position 5619: 0.0015634687972716239
Position 965: 0.0013236696456116754
Position 3877: 0.001289790799379438
Position 2136: 0.0012759532414103958
Position 6260: 0.0011283606079380319
Position 6035: 0.0010764101127452937
Position 184: 0.001060109591301088
Position 3681: 0.0008862434005155868
