Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  1000
Partition function (log Z): -1.6294802129421961

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9446130409168298
Position 503: 0.7351478551877665
Position 1028: 0.42959566187681836
Position 360: 0.3681381220062552
Position 92: 0.32215869235834693
Position 39: 0.03670381328500813
Position 537: 0.02928519268041762
Position 1226: 0.028132495889359132
Position 970: 0.024523737697226294
Position 1217: 0.013942463626268073
Position 618: 0.0077312510737104385
Position 420: 0.007187139567493465
Position 1501: 0.00416605746665327
Position 532: 0.003875615361448159
Position 589: 0.00161856678621348
Position 369: 0.0013224042283446218
Position 1647: 0.001222319339534326
Position 334: 0.001202850377412874
Position 1416: 0.0008727208761696439
Position 927: 0.0008346809437765199
Position 1595: 0.0006894124361421542
Position 51: 0.0005869769849401265
Position 530: 0.0005319477087705516
Position 547: 0.000478880306579877
Position 1525: 0.0004630012654217467
Position 974: 0.00045362226852556456
Position 1167: 0.00043640582152290494
Position 692: 0.0003311974526825626
Position 1443: 0.0003170475575245523
Position 720: 0.00027941589110453595
Position 645: 0.00022176430962142046
Position 1453: 0.00019147191782991659
Position 372: 0.00018954055384646698
Position 824: 0.0001750071454762072
Position 976: 0.00016648942625282158
Position 111: 0.00016178661309061208
Position 662: 0.00015552904153798196
Position 854: 0.00010979821301386215
Position 1481: 0.00010090234280550512
Position 507: 9.871152693844607e-05
Position 522: 9.014634095500247e-05
Position 288: 8.776698487871774e-05
Position 1514: 8.462091709156023e-05
Position 131: 6.214303521260673e-05
Position 1383: 5.6647349207669124e-05
Position 109: 4.7247786985233976e-05
Position 43: 3.0084625901845918e-05
Position 665: 2.8418221073552603e-05
Position 20: 2.5690859979650686e-05
Position 1576: 2.441922321049221e-05
Position 1642: 2.25205671075944e-05
Position 648: 1.9645990007503154e-05
Position 291: 1.5442825247826508e-05
Position 262: 1.5437928025691034e-05
Position 1096: 1.3525077493621341e-05
Position 272: 1.179866799396634e-05
Position 123: 1.1150136433886761e-05
Position 602: 8.458707622721757e-06
Position 1570: 7.669789196194188e-06
Position 1400: 5.556896069724743e-06
Position 1046: 4.6109496647437186e-06
Position 772: 4.1888784371662584e-06
Position 406: 3.6174473556950526e-06
Position 1637: 3.5503814083955032e-06
Position 128: 2.5240122552673456e-06
Position 1628: 2.0692948926820376e-06
Position 301: 1.8098148848066557e-06
Position 1147: 1.2584506187437071e-06
Position 239: 1.1927470939616211e-06
Position 68: 1.0588105605077741e-06
Position 151: 9.582835333260243e-07
Position 149: 1.1344449222141835e-07
Position 482: 1.2670803008018358e-09
Position 1365: 4.951185208201384e-10
Position 1418: 1.9695646535253795e-10
Position 448: 6.658827450937442e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9823195514375014
Position 1086: 0.9217867570443445
Position 149: 0.3184194413061094
Position 417: 0.25699558306359116
Position 823: 0.13157866770970522
Position 889: 0.11767455079284947
Position 719: 0.052379984813407304
Position 423: 0.04930790510733396
Position 107: 0.024211965367288958
Position 798: 0.023366799859040038
Position 772: 0.014147303794737267
Position 970: 0.009769283512767393
Position 178: 0.007726808995881763
Position 1270: 0.007582912383858491
Position 1260: 0.005216077225694019
Position 784: 0.00518826819089101
Position 805: 0.0036676222241767273
Position 1642: 0.0034611862319586227
Position 1011: 0.003013565631847882
Position 861: 0.0029954112910074732
Position 927: 0.0028133627231518707
Position 651: 0.0026872517330413415
Position 252: 0.002356179794856792
Position 933: 0.00228453905169137
Position 454: 0.002105255621067989
Position 1729: 0.0018616566096491957
Position 555: 0.001693912934705578
Position 477: 0.0016917373380446416
Position 1583: 0.0014134136215985735
Position 1610: 0.0010318025267451946
Position 979: 0.001030639896392395
Position 589: 0.0009120157509583412
Position 937: 0.0007651671231914119
Position 903: 0.0006717551079062914
Position 1323: 0.0005381154446207769
Position 427: 0.000491584789059632
Position 689: 0.0004886965302554044
Position 1019: 0.000424965076492025
Position 406: 0.00041303060323593104
Position 226: 0.0003465079764193857
Position 1507: 0.0003081522390553447
Position 648: 0.0002828499589297814
Position 345: 0.00027423890967683906
Position 288: 0.00021070918626992405
Position 1588: 0.0002038059857972877
Position 1320: 0.000135350675636903
Position 1703: 0.0001226266034919503
Position 1492: 9.979363526982199e-05
Position 91: 7.641267961077013e-05
Position 457: 5.6683358625919474e-05
Position 182: 5.551954614502985e-05
Position 1670: 4.777707913286072e-05
Position 691: 4.184776878719758e-05
Position 1415: 3.287009698508014e-05
Position 1111: 2.9006743189386893e-05
Position 1459: 2.550312361645904e-05
Position 842: 2.5286593534085902e-05
Position 1436: 2.371831986863564e-05
Position 1131: 2.345987506569725e-05
Position 109: 2.1447587976395538e-05
Position 1101: 1.868876898941194e-05
Position 350: 1.3806558108706156e-05
Position 1335: 1.1739021704195445e-05
Position 1134: 1.1055539521119593e-05
Position 1297: 1.1040917664930616e-05
Position 1217: 9.96773501011241e-06
Position 1143: 9.754191720298435e-06
Position 942: 9.196070836311827e-06
Position 482: 8.720451723396994e-06
Position 951: 8.58393342164725e-06
Position 1647: 7.925397187058035e-06
Position 726: 7.581087459923108e-06
Position 1514: 7.320287762749512e-06
Position 834: 6.954291340142565e-06
Position 1116: 6.625294409695181e-06
Position 1222: 6.533783487775393e-06
Position 732: 6.290443212989773e-06
Position 1525: 5.5146492154746485e-06
Position 1651: 4.12971398917061e-06
Position 662: 2.2968451734992256e-06
Position 313: 2.216048714123472e-06
Position 1707: 1.6404945771599663e-06
Position 1226: 1.0111888588482878e-06
Position 74: 6.810888254139598e-07
Position 272: 5.056327674615791e-07
Position 489: 3.1328366806736286e-07
Position 79: 1.7074913921968225e-07
Position 277: 1.3945899894669757e-07
Position 526: 1.3084115350091286e-07
Position 262: 6.280064172180272e-08
Position 364: 2.1617990438992655e-08
Position 552: 1.1556628696464807e-08
Position 1155: 8.898439507389528e-09
Position 76: 1.838244418543478e-09
Position 507: 4.8389475796379173e-11
Position 318: 1.1546334807285545e-14
