Gene = l(2)k05819
index = 1748
Annotated 5SS: [ 294  983 1755 1977 2711 4879 5104 5405]
Annotated 3SS: [ 348 1039 1813 2613 2772 4940 5157 5464]
SMsplice 5SS: [ 294  983 1755 2711 4879 5104 5405]
SMsplice 3SS: [ 348 1039 1813 2772 4940 5157 5464]
top_k =  1000
Partition function (log Z): 5.376363886107901

Sorted 5' Splice Sites (High to Low Probability):
Position 294: 0.9952336105716062
Position 2711: 0.9948607498507619
Position 5405: 0.9756859713653616
Position 4879: 0.9662020275185114
Position 5104: 0.9529393697111652
Position 983: 0.823440813488506
Position 1755: 0.5281205448080516
Position 1977: 0.1950632366692411
Position 1932: 0.1300456689458144
Position 2234: 0.11037390756900169
Position 3645: 0.07424656423892999
Position 2833: 0.07265047811744083
Position 3307: 0.0691754547430584
Position 1494: 0.05526042491683692
Position 3560: 0.051492266592595655
Position 3355: 0.043898773551508466
Position 3110: 0.029313882960254604
Position 2003: 0.019936729312014314
Position 2573: 0.019212507640466527
Position 2211: 0.01896680301036896
Position 2244: 0.01786347989713895
Position 1938: 0.016270320344107556
Position 3322: 0.01582059656556578
Position 3640: 0.013681342010931285
Position 2839: 0.010725755349656306
Position 5409: 0.010634951747292133
Position 1915: 0.010523761837194409
Position 5684: 0.008436963534829799
Position 3724: 0.007519825427146958
Position 1958: 0.005775384473198003
Position 5791: 0.0052191638290921575
Position 5642: 0.004693799176395454
Position 1529: 0.004637799441255994
Position 5908: 0.004134894535071542
Position 1445: 0.003963860200320613
Position 2321: 0.003768065084142496
Position 1451: 0.003291767674678957
Position 1738: 0.0027787612992005487
Position 2391: 0.0027355247222977646
Position 5580: 0.0026260819170834
Position 5266: 0.002622101688887687
Position 3333: 0.0022256243711097066
Position 3887: 0.0020152005287533466
Position 3266: 0.001958990046695721
Position 385: 0.001854088507384782
Position 3116: 0.0018500509053758502
Position 6173: 0.0016406988523328
Position 2859: 0.0014934594890024955
Position 6213: 0.001401418578261048
Position 3038: 0.0013747478086373194
Position 2260: 0.0012920004654378412
Position 1581: 0.001187671772678207
Position 4016: 0.0011708843895127437
Position 5666: 0.00116386088052852
Position 5862: 0.001047389434834713
Position 1193: 0.0009464289373171741
Position 1302: 0.0009362380671738831
Position 603: 0.000868730491553869
Position 1705: 0.0008450159007995705
Position 1342: 0.0005625882378800517
Position 2685: 0.0005274309351803546
Position 5365: 0.0005204723551957561
Position 5842: 0.0005091837004208946
Position 3854: 0.0005021561682782634
Position 3120: 0.0004654575575983779
Position 5657: 0.00042239015988015846
Position 719: 0.00038469982720532535
Position 2721: 0.0003784014371745861
Position 6192: 0.00037272900274899984
Position 639: 0.0003515327644254468
Position 6204: 0.0003269925817889502
Position 1051: 0.0003103986284390544
Position 1410: 0.000287628492427433
Position 1169: 0.00026989685880606776
Position 6035: 0.0002596124091476997
Position 1225: 0.0002516720795262674
Position 1243: 0.00019049042394339103
Position 5875: 0.00019006472138164158
Position 5571: 0.0001796990824762505
Position 1613: 0.00016196679725481424
Position 5: 0.00015531754721600027
Position 6073: 0.00014736899709244639
Position 2863: 0.00014011829345379496
Position 6142: 0.0001396751025505843
Position 5545: 0.00013926618828077352
Position 11: 0.00013684127983967177
Position 6101: 0.00012748684052085358
Position 5880: 0.00012605750917256238
Position 1315: 0.00012548049245852486
Position 1619: 0.00011858751200049443
Position 5242: 0.00011455431513700921
Position 1981: 0.00010766143440617017
Position 1796: 8.37786801910935e-05
Position 5694: 8.311239189969211e-05
Position 2726: 7.881101043974395e-05
Position 2671: 7.57451059445937e-05
Position 881: 6.15781714400052e-05
Position 6161: 5.836018259095443e-05
Position 1921: 5.528919351561481e-05
Position 1416: 5.308449750959421e-05
Position 79: 5.020493386585671e-05
Position 1291: 4.9480747968619774e-05
Position 1407: 4.9325143134211954e-05
Position 6065: 4.6648467692416694e-05
Position 5710: 4.2209906064778986e-05
Position 5676: 4.192971327884803e-05
Position 515: 4.023397634868628e-05
Position 5832: 3.8487960837360866e-05
Position 5506: 3.810225117142843e-05
Position 2007: 3.376368374686488e-05
Position 91: 3.287623470734531e-05
Position 2070: 2.6252415856234704e-05
Position 512: 2.394535229956634e-05
Position 715: 2.3244847741690932e-05
Position 1782: 2.224026270102151e-05
Position 1652: 2.2155290863181658e-05
Position 1105: 2.1359404679753378e-05
Position 3045: 2.0381054768561963e-05
Position 509: 1.894942153680266e-05
Position 6117: 1.7995863822433993e-05
Position 5336: 1.790914214258337e-05
Position 1661: 1.7426670623221718e-05
Position 435: 1.694598395370012e-05
Position 5373: 1.4629362995656088e-05
Position 1459: 1.3521106923150396e-05
Position 5327: 1.3060655413190634e-05
Position 5732: 1.2306992675490063e-05
Position 3202: 1.159605454804792e-05
Position 1814: 1.1457358070819777e-05
Position 30: 9.826168556130393e-06
Position 3030: 8.109647772021022e-06
Position 320: 7.774997027194404e-06
Position 2013: 7.525481228250434e-06
Position 5636: 7.09852909446499e-06
Position 659: 6.725066089662467e-06
Position 2866: 6.693558794831045e-06
Position 2340: 6.350627462813744e-06
Position 3104: 6.224525342152401e-06
Position 1377: 6.1026798388363145e-06
Position 2096: 5.944915102737246e-06
Position 885: 5.819530148374796e-06
Position 298: 5.7565823023253424e-06
Position 1163: 5.639154376737579e-06
Position 164: 5.215595961396675e-06
Position 5752: 5.068994709719457e-06
Position 2729: 5.04788850462226e-06
Position 1474: 4.867778064326269e-06
Position 2381: 4.860009880355746e-06
Position 1585: 4.529685925694718e-06
Position 217: 4.520400996052758e-06
Position 1777: 4.153076834153079e-06
Position 1264: 4.121180403647832e-06
Position 2151: 3.841471350610535e-06
Position 423: 3.7048458991086407e-06
Position 923: 3.2760885600233225e-06
Position 1622: 3.0553810068044762e-06
Position 845: 2.8330312150501156e-06
Position 3141: 2.6395377878684746e-06
Position 475: 2.397605036473066e-06
Position 2996: 2.243675419955021e-06
Position 3274: 1.411524516928828e-06
