Gene = mus304
index = 1807
Annotated 5SS: [ 737 2317 2570]
Annotated 3SS: [ 815 2389 2635]
SMsplice 5SS: [ 737 2317 2570]
SMsplice 3SS: [ 815 2389 2635]
top_k =  1000
Partition function (log Z): -0.24624970874811514

Sorted 5' Splice Sites (High to Low Probability):
Position 737: 0.98408856736638
Position 2317: 0.9825048867424694
Position 2570: 0.9690325248319644
Position 1308: 0.11916251946737674
Position 1718: 0.08603523238182752
Position 317: 0.05563549021869951
Position 732: 0.011098366856324364
Position 1811: 0.009600360981043082
Position 1328: 0.009282170604791707
Position 1605: 0.007314561882345106
Position 1299: 0.005879935733633371
Position 1436: 0.005274836685203494
Position 1150: 0.0031644387696378477
Position 540: 0.002758368724194726
Position 2206: 0.0025848292196408457
Position 1339: 0.0024740761257451716
Position 501: 0.002443176262342727
Position 1522: 0.0019660103739342913
Position 995: 0.001259338407018904
Position 2552: 0.0010375446928545433
Position 2262: 0.0010285769677238084
Position 2280: 0.0008807252503234476
Position 2559: 0.0008332499006190041
Position 741: 0.0006885180038893251
Position 753: 0.0006550710600361671
Position 705: 0.0006008854407042102
Position 1295: 0.0005824777194199515
Position 1839: 0.0005625962309728424
Position 1989: 0.0005462135899007365
Position 161: 0.0004921285073493299
Position 1896: 0.00036082835081656714
Position 2526: 0.0003485146517146894
Position 70: 0.0003216226908112441
Position 2865: 0.00028256479466188465
Position 965: 0.0002594320913146523
Position 2321: 0.00025600332285751864
Position 2171: 0.0002545898024232389
Position 1432: 0.00024322668407727728
Position 1367: 0.000224389533686258
Position 2086: 0.0002109561002996651
Position 3: 0.00018508888961354567
Position 1815: 0.00014999382779774635
Position 2856: 0.00013534779617294852
Position 1401: 0.00012300281285939748
Position 1319: 0.00011990445047144764
Position 2241: 9.216452091109724e-05
Position 924: 9.093654029265404e-05
Position 2883: 8.857617823995322e-05
Position 1154: 8.65259446958763e-05
Position 2246: 8.25096154656314e-05
Position 2788: 7.115221829744623e-05
Position 1746: 6.74009259651951e-05
Position 727: 5.877407953783831e-05
Position 2175: 5.4939477810299834e-05
Position 338: 5.1867908916366525e-05
Position 566: 4.854163825054681e-05
Position 1813: 3.643640690691813e-05
Position 167: 3.1521778108708514e-05
Position 139: 3.078055897983024e-05
Position 2900: 3.0428190248459785e-05
Position 2859: 3.0383592504762044e-05
Position 2148: 2.50410919134039e-05
Position 2770: 2.1573089747760843e-05
Position 2601: 1.8402663229197e-05
Position 2775: 1.817666106439934e-05
Position 1722: 1.57174092289995e-05
Position 1851: 1.558996082659288e-05
Position 2825: 1.2837533164553821e-05
Position 2635: 1.2000780262315552e-05
Position 986: 1.1998506102752113e-05
Position 564: 1.1236255163489705e-05
Position 2468: 1.1027933756432504e-05
Position 2877: 1.0804767476037785e-05
Position 2639: 9.412032720177058e-06
Position 2454: 7.22940930950115e-06
Position 2472: 5.366663867838658e-06
Position 2782: 4.662860115386606e-06
Position 637: 4.066225186043109e-06
Position 2656: 2.221270375299709e-06
Position 2918: 1.6448684638346866e-06
Position 485: 7.921096895732935e-07
Position 1152: 7.681851638258987e-07
Position 2743: 7.615805368432942e-07
Position 2907: 7.275907781476656e-07
Position 2923: 6.025173515623825e-07
Position 2937: 4.915356435910539e-07
Position 1532: 4.4965403453095956e-07
Position 394: 4.332338500719004e-07
Position 1266: 2.8052980734204405e-07
Position 192: 2.7607796698251544e-07
Position 242: 2.2239877353739211e-07
Position 1465: 2.149614451315036e-07
Position 1122: 3.887303179790446e-08
Position 829: 2.0484695611871858e-08
Position 1860: 7.762756483350517e-09
Position 2257: 4.001158802877242e-10
Position 2643: 1.5705423745837087e-10
Position 2425: 1.1081557456537003e-10
Position 816: 1.2822346897881524e-11
Position 2110: 7.86611265124821e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9764316611452551
Position 2635: 0.9654268035083341
Position 815: 0.887837451799816
Position 1895: 0.08872191252332887
Position 370: 0.056093734437423035
Position 1427: 0.04787363407527848
Position 1777: 0.0452651144037531
Position 2103: 0.03435444865103811
Position 2279: 0.027297566136346502
Position 1654: 0.021949846062623787
Position 2425: 0.016174646554632483
Position 2130: 0.01504027186589227
Position 1117: 0.012104142963901627
Position 1949: 0.011882093107043652
Position 857: 0.008743600566401005
Position 1930: 0.007998107450006777
Position 2662: 0.006198360792038206
Position 1822: 0.0061133840799396
Position 1102: 0.005826717508225419
Position 1250: 0.005778305134419792
Position 1392: 0.004851243593747406
