Gene = A16
index = 1
Annotated 5SS: [1082 1515]
Annotated 3SS: [1385 1582]
SMsplice 5SS: [1082 1515]
SMsplice 3SS: [1385 1582]
top_k =  1000
Partition function (log Z): 4.61935573113002

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9956818946803643
Position 1082: 0.9921973845967987
Position 5: 0.1090100229095558
Position 662: 0.023098899769897565
Position 1328: 0.0129002881934809
Position 1227: 0.012475218225247721
Position 789: 0.008729037958139655
Position 1289: 0.003382414315226809
Position 1315: 0.002742786509592787
Position 1651: 0.0014536085328133918
Position 199: 0.0012598761729535005
Position 461: 0.0008802354278849878
Position 381: 0.0005726765636384966
Position 1115: 0.0005648554780276495
Position 1120: 0.0005635658037084373
Position 1331: 0.00039544966752355664
Position 1086: 0.0003559180811820745
Position 306: 0.0003216843075847073
Position 564: 0.0003082792218285874
Position 1176: 0.0002915199365449228
Position 553: 0.00022652324046384042
Position 1501: 0.00019389516461525288
Position 838: 0.0001878603951270902
Position 521: 0.00010569712548615669
Position 1127: 0.00010514687458584446
Position 168: 9.30884405314242e-05
Position 1642: 9.273311471404383e-05
Position 1200: 8.175819128555609e-05
Position 27: 6.43663708527973e-05
Position 145: 4.5998841850925846e-05
Position 364: 4.466803564679234e-05
Position 393: 4.3871764658612715e-05
Position 793: 2.8458290667815264e-05
Position 986: 2.711642626876615e-05
Position 209: 2.4718992457706057e-05
Position 1180: 2.3795958270552676e-05
Position 653: 2.3219283254391604e-05
Position 1658: 1.7520246243386126e-05
Position 643: 1.70026895850594e-05
Position 245: 1.3935539358549352e-05
Position 1519: 1.238767829683652e-05
Position 647: 1.2137830785030628e-05
Position 1636: 8.336247186254844e-06
Position 201: 7.469845279556984e-06
Position 1351: 6.219304452866291e-06
Position 902: 5.95945769248045e-06
Position 680: 5.111936771874727e-06
Position 768: 4.644762029557008e-06
Position 997: 4.3046365525557085e-06
Position 911: 3.6423184827890156e-06
Position 203: 2.9689543547149967e-06
Position 974: 1.621113249708571e-06
Position 22: 1.6022587331416127e-06
Position 1157: 1.2154837546226636e-06
Position 1355: 4.985438971865439e-07
Position 1457: 3.674704911849658e-07
Position 361: 2.8122492893365843e-07
Position 589: 1.7522171567609342e-07
Position 640: 1.1653055818260144e-07
Position 1608: 1.1553010392929777e-07
Position 892: 1.0778542138362775e-07
Position 1557: 7.862319298520899e-08
Position 989: 7.014720205521432e-08
Position 1553: 6.440107091489112e-08
Position 1442: 2.067199867491382e-08
Position 1386: 2.3291281440453113e-09
Position 610: 1.165305455002025e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1582: 0.9957740641177392
Position 1385: 0.9956046493730439
Position 81: 0.06137718098655803
Position 61: 0.030149253539754662
Position 1157: 0.01662499262583082
Position 756: 0.01581548463160311
Position 78: 0.014906600563461927
Position 1200: 0.014836785876952615
Position 907: 0.00968323489507159
Position 1354: 0.00392406877353908
Position 629: 0.0024987331654819666
Position 1704: 0.001576858459632082
Position 919: 0.0008881492964679635
Position 478: 0.0008350810909350377
Position 564: 0.0006331971362664913
Position 820: 0.0005994020352284105
Position 199: 0.00041591396968630316
Position 781: 0.0003487516309616424
Position 985: 0.0003268456217327353
Position 1217: 0.0002531014019574204
Position 823: 0.000236080231694058
Position 937: 0.0001786966782602852
Position 886: 0.00015355751598886548
Position 974: 0.00014797709343775917
Position 1020: 0.00013871409962173552
Position 168: 9.806995470630815e-05
Position 527: 6.559184404240741e-05
Position 567: 5.962825924112551e-05
Position 853: 5.8563087392135807e-05
Position 1606: 5.824524807083795e-05
Position 1602: 4.7185516622867834e-05
Position 1331: 3.9554403370871e-05
Position 270: 2.6063818931333443e-05
Position 1294: 2.581279113138032e-05
Position 407: 2.3168112181870075e-05
Position 951: 2.0353010256737164e-05
