Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  1000
Partition function (log Z): 6.734790932571377

Sorted 5' Splice Sites (High to Low Probability):
Position 4979: 0.9951612868043915
Position 4498: 0.9908093705989454
Position 6319: 0.9832000021139671
Position 2628: 0.9823211823517909
Position 7927: 0.9287334656236036
Position 247: 0.8984852273715009
Position 9085: 0.8144507577949313
Position 7516: 0.7952430025881911
Position 8081: 0.7460923285241474
Position 3189: 0.451101298461434
Position 5666: 0.15689837344424798
Position 8363: 0.14278479802080662
Position 7718: 0.10717584900229153
Position 8795: 0.09996292377067119
Position 6849: 0.08906811975779096
Position 664: 0.08860688630924797
Position 2871: 0.07790155256309514
Position 5237: 0.06921177611595021
Position 6996: 0.05568401913034815
Position 8092: 0.04432479493532025
Position 8561: 0.04065143631784619
Position 8600: 0.04025128121943994
Position 4722: 0.03679692012603149
Position 3158: 0.03202588452686575
Position 5653: 0.02702241637303757
Position 6809: 0.02654895776985615
Position 9514: 0.024963016860314387
Position 172: 0.021592549078219246
Position 543: 0.01994554606631548
Position 507: 0.01978796538819939
Position 5126: 0.019615486346037977
Position 8651: 0.019400938743392052
Position 3839: 0.018975409795478418
Position 3484: 0.016746794073716764
Position 3507: 0.01669349634336148
Position 3034: 0.01642165557963655
Position 6929: 0.014824472709860098
Position 3843: 0.013530730754485987
Position 5789: 0.013530385080397988
Position 1771: 0.01310421800651351
Position 5643: 0.012344527001049956
Position 4687: 0.012247678293306197
Position 1367: 0.012013065597408234
Position 5898: 0.01187112703020084
Position 2395: 0.01090753173330983
Position 7109: 0.010727295248520634
Position 2045: 0.009984781321689073
Position 2426: 0.00959880109520819
Position 1765: 0.009429393700608012
Position 1816: 0.007574594772342249
Position 161: 0.007524192524386802
Position 4675: 0.007479797248199354
Position 1934: 0.007230476747861964
Position 1322: 0.007098488839376375
Position 1761: 0.0066368323535409115
Position 9535: 0.006431850566252374
Position 5939: 0.006102554615075422
Position 739: 0.006002843151330838
Position 8447: 0.0059099240631020076
Position 9670: 0.00537503096760948
Position 8342: 0.005290996032486993
Position 3468: 0.005259721805726706
Position 2955: 0.0051084903627481755
Position 7199: 0.004976954733164663
Position 8696: 0.004866796043455506
Position 9682: 0.004739999969212117
