Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  1000
Partition function (log Z): 11.935283780517466

Sorted 5' Splice Sites (High to Low Probability):
Position 36062: 0.9999999999999961
Position 20772: 0.999999999999996
Position 64136: 0.9999979121532657
Position 46865: 0.9974262853074408
Position 73218: 0.9968980322163806
Position 73964: 0.9954435824067033
Position 63793: 0.9911873698333478
Position 50570: 0.9471982543668707
Position 448: 0.9417395035318589
Position 19685: 0.8548778586219877
Position 1525: 0.7869790084680406
Position 17993: 0.6108547866396495
Position 50327: 0.4667658997977377
Position 47612: 0.45529534042496367
Position 1837: 0.4281291212394425
Position 831: 0.2466134319385486
Position 47222: 0.24384343265461542
Position 17677: 0.20527609665570626
Position 1751: 0.17516710737641553
Position 5843: 0.16921994069798413
Position 72631: 0.15868202409575385
Position 17296: 0.1512236490124872
Position 71625: 0.1111144942051658
Position 58783: 0.083831241662522
Position 75028: 0.0758966934368046
Position 5422: 0.07240281913171093
Position 49329: 0.07068961463119146
Position 47344: 0.04677027929691624
Position 46138: 0.045232073610903235
Position 47283: 0.04344721298660786
Position 3942: 0.03548669626377419
Position 59829: 0.025368344273360047
Position 74127: 0.02077004727818289
Position 13213: 0.01629308280048619
Position 19351: 0.01478784679825656
Position 56474: 0.013306226696865835
Position 54952: 0.013059569762627978
Position 17881: 0.012935995480571737
Position 48915: 0.011061133671077826
Position 48607: 0.010819486359919646
Position 6242: 0.010744333819692697
Position 5433: 0.010595967851299144
Position 10776: 0.009650735869217665
Position 2528: 0.008958157122632185
Position 19280: 0.008626232570447211
Position 15546: 0.007791703946816231
Position 2433: 0.007347291383415569
Position 860: 0.007175339073300407
Position 52832: 0.006968031388503337
Position 3: 0.006730935450046879
Position 6238: 0.006184349123246253
Position 935: 0.006136394757196425
Position 930: 0.006096236662173277
Position 47653: 0.00593636314884358
Position 47490: 0.005725245058001805
Position 49756: 0.0055487578423850424
Position 75376: 0.005542506501599383
Position 989: 0.005148097172919078
Position 2874: 0.004796490977288564
Position 40461: 0.004017967341904703
Position 51390: 0.0038530030999499917
Position 63810: 0.003769951471547436
Position 38033: 0.003754974613874715
Position 53273: 0.0037202042263805666
Position 570: 0.0036251828261509465
Position 75677: 0.003512308876886552
Position 47361: 0.0034743767079328906
Position 7984: 0.003214359812299168
Position 7851: 0.003190977759941135
Position 63760: 0.003056847112378954
Position 50007: 0.0029631614652081808
Position 63620: 0.002922769795044327
Position 73222: 0.002871257286781879
Position 47744: 0.0027281620372172906
Position 74384: 0.002641875075622357
Position 249: 0.0025594065596571433
Position 851: 0.002529101086910322
Position 13256: 0.0023342838297287366
Position 3545: 0.0021425979890446014
Position 59685: 0.00212148652072559
Position 194: 0.0018797720490225022
Position 50056: 0.001599625581311171
Position 46914: 0.0015843491978888766
Position 202: 0.001552838607272675
Position 173: 0.0015233534258047485
Position 3516: 0.0015184212513615753
Position 75280: 0.0014660030923850452
Position 1880: 0.0012932814018848232
Position 970: 0.0012581873361550337
Position 75605: 0.0011718361541022287
Position 8069: 0.001111681629915912
Position 76009: 0.0010497728042275461
Position 56071: 0.0010061100042837933
Position 50588: 0.0009656150584713362
Position 802: 0.0008250693559672325
Position 63938: 0.0007980310536428758
Position 68824: 0.0007544646393787771
Position 688: 0.0006716760227812124
Position 47546: 0.0006165453347580012
Position 951: 0.0005802475608485236
Position 25: 0.0005011432343588172
Position 799: 0.0005010612174907628
Position 673: 0.0004790913005502659
Position 73401: 0.00047621814926619504
Position 47279: 0.00046602728603652513
Position 47317: 0.00044052192140401903
Position 863: 0.000439222608898626
Position 69044: 0.00043897863059437844
Position 247: 0.0004086629955681227
Position 46869: 0.00037848948423117743
Position 73968: 0.00037483284389264225
Position 69536: 0.0003683314225699632
Position 75899: 0.00036456205371183746
Position 599: 0.0003582544525098164
Position 778: 0.00035093007901302925
Position 75957: 0.00034599707164623605
Position 69048: 0.00030860357712247087
Position 307: 0.00028571298493805264
Position 75234: 0.00027866614561414233
Position 868: 0.0002499629244115059
Position 75332: 0.0002472889225046866
Position 1438: 0.0002463507297140108
Position 1361: 0.00023707449599354768
Position 282: 0.00023618790993345444
Position 745: 0.0002361381471109664
Position 2014: 0.00023406411297969922
Position 74576: 0.00022857644674255574
Position 1704: 0.0002267144599232511
Position 69006: 0.0002181631250033955
Position 198: 0.0002164062603252825
Position 566: 0.00020910624138023744
Position 75736: 0.0002038658014473751
Position 531: 0.00019310202996890044
Position 74344: 0.00019144911387045346
Position 68617: 0.00018582329595455367
Position 5406: 0.00014414597451917736
Position 75401: 0.00014313342118965746
Position 794: 0.0001304487991671919
Position 1296: 0.0001242344526161668
Position 1774: 0.0001158957431026114
Position 595: 0.00010352253101878324
Position 75649: 0.00010320838281165917
Position 1456: 9.977974218752362e-05
Position 1469: 9.802100351639132e-05
Position 759: 9.511556417852501e-05
Position 188: 8.685901376413716e-05
Position 63971: 8.582866926332234e-05
Position 220: 8.409433487320699e-05
Position 1023: 8.388420291277046e-05
Position 63647: 7.556149318641653e-05
Position 787: 7.089195258868458e-05
Position 74148: 6.559668195651333e-05
Position 2571: 6.463557717190664e-05
Position 1151: 5.314640688775017e-05
Position 2297: 5.2395571417302976e-05
Position 1287: 4.8598658101419244e-05
Position 1699: 4.7345938466735246e-05
Position 2031: 4.544037791906415e-05
Position 256: 4.5158689021978135e-05
Position 47184: 4.361352831210762e-05
Position 67782: 4.2478936331165145e-05
Position 3339: 3.7589442939174185e-05
Position 357: 3.7234799357281637e-05
Position 70427: 3.628996330931278e-05
Position 75169: 3.5976331252489606e-05
Position 68152: 3.479213854653147e-05
Position 562: 2.803694796068239e-05
Position 66025: 2.7839886482837924e-05
Position 2058: 2.5591892314256077e-05
Position 52066: 2.4607670452705374e-05
Position 67921: 2.449585079802882e-05
Position 1937: 2.3475962511177553e-05
Position 66756: 1.9958146783497928e-05
Position 2000: 1.9727677220051792e-05
