Gene = EMC3
index = 1144
Annotated 5SS: [238]
Annotated 3SS: [297]
SMsplice 5SS: [238]
SMsplice 3SS: [297]
top_k =  1000
Partition function (log Z): -6.017216380036118

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9867292994745005
Position 244: 0.012146986405031087
Position 646: 0.002788542416393933
Position 369: 0.002619132119899113
Position 161: 0.000891533512732638
Position 551: 0.000883632358436147
Position 170: 0.0002493002691390611
Position 124: 0.0002388228792140048
Position 661: 0.0001910695408105647
Position 464: 0.00013066887070546895
Position 629: 8.21800925754275e-05
Position 507: 7.608710819213652e-05
Position 659: 6.109127543231158e-05
Position 796: 5.213103887404983e-05
Position 689: 2.8244027131505355e-05
Position 253: 2.7890510003986897e-05
Position 12: 2.7361937793948025e-05
Position 340: 2.1640444478889464e-05
Position 41: 1.8343926868253542e-05
Position 485: 1.4568459447490463e-05
Position 902: 1.2776705414096767e-05
Position 897: 9.510755823188183e-06
Position 820: 7.25727888336245e-06
Position 497: 3.98356982358036e-06
Position 143: 3.4624525889157102e-06
Position 154: 2.9364862697004643e-06
Position 36: 2.7862556862555764e-06
Position 428: 2.1353956390540253e-06
Position 128: 1.8873747220261474e-06
Position 526: 1.1637083966017883e-06
Position 599: 1.1042097559466058e-06
Position 923: 1.0610816739253807e-06
Position 500: 9.786842075583326e-07
Position 122: 9.1619513411031e-07
Position 870: 5.540290672764484e-07
Position 182: 4.898126263530463e-07
Position 130: 1.1565003373912535e-07
Position 273: 8.122081085870076e-11
Position 290: 1.8304036460107294e-11
Position 562: 1.7725572880131542e-11
Position 539: 1.7440239792090175e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.969406100433182
Position 301: 0.027727780437417908
Position 718: 0.003450552169060314
Position 724: 0.001693260669271998
Position 431: 0.0011258046083564952
Position 769: 0.0009951731146857583
Position 910: 0.0005841766875039347
Position 580: 0.0005146725553909524
Position 205: 0.00035803366128464315
Position 232: 0.0002764746165555311
Position 778: 0.00018607184035217785
Position 592: 0.00017245080558928223
Position 730: 0.0001587275198786677
Position 550: 0.00011149873602797641
Position 237: 0.00010290478394037784
Position 790: 7.40956380622842e-05
Position 373: 6.969729002091651e-05
Position 638: 3.6030402825053735e-05
Position 208: 3.5678314946845804e-05
Position 934: 3.278237872589801e-05
Position 211: 2.521088871799937e-05
Position 76: 2.5056862857651637e-05
Position 415: 2.497093319713042e-05
Position 968: 1.9129506626992544e-05
Position 348: 1.9011271254449937e-05
Position 951: 1.8069624894729975e-05
Position 469: 1.3210850308537237e-05
Position 355: 1.2552933177768089e-05
Position 947: 1.2221409733693248e-05
Position 97: 1.0339827207679468e-05
Position 931: 1.0292003819223135e-05
Position 409: 9.39865391179513e-06
Position 331: 7.089344006449594e-06
Position 604: 2.92537005329844e-06
Position 63: 2.2991084567325233e-06
Position 870: 1.8816052385876914e-06
Position 972: 1.6493086265697086e-06
Position 391: 1.553992060046359e-06
Position 838: 9.881694228181747e-07
Position 273: 8.283839534873391e-07
Position 340: 3.2418416152619554e-07
Position 258: 3.0529473575008407e-07
Position 394: 2.361334349397735e-07
Position 897: 7.450579001778604e-08
Position 955: 5.109116790804534e-08
Position 217: 8.470888150549222e-09
Position 253: 3.931977460878089e-11
Position 242: 1.1258713492859443e-11
Position 357: 6.564694766174668e-12
Position 262: 1.662080074688773e-13
Position 248: 2.3525761403511827e-15
Position 244: 2.1018236542518704e-15
