Gene = Acp76A
index = 12
Annotated 5SS: [994]
Annotated 3SS: [1062]
SMsplice 5SS: [994]
SMsplice 3SS: [1062]
top_k =  1000
Partition function (log Z): -6.88066333316051

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.9572005257050925
Position 718: 0.15723474845497262
Position 685: 0.04746213651682842
Position 389: 0.030692441188172485
Position 357: 0.010271716011717271
Position 15: 0.008228875635975432
Position 187: 0.0022063481343510085
Position 1197: 0.0012208304867168777
Position 396: 0.001143291702103963
Position 1009: 0.0007618254965576273
Position 366: 0.000751099808714291
Position 312: 0.0007442402263043904
Position 510: 0.0006253896376307936
Position 72: 0.0005911111339480222
Position 745: 0.00037747166677493983
Position 408: 0.00037227141672287797
Position 1107: 0.0002621220010715325
Position 488: 0.00018483860296920706
Position 437: 0.0001741475477809789
Position 457: 0.00013047558331469924
Position 474: 0.00010303740836946784
Position 123: 0.00010201987602823518
Position 459: 9.847731304381213e-05
Position 792: 7.113972304466014e-05
Position 249: 7.081579148459465e-05
Position 988: 6.566173584689381e-05
Position 816: 4.0889685551453565e-05
Position 293: 3.226599639381653e-05
Position 1149: 2.7786488785691302e-05
Position 38: 1.7631714571569648e-05
Position 27: 1.7303042166972595e-05
Position 625: 1.5761139225496658e-05
Position 1065: 1.0947985507478401e-05
Position 1158: 8.097587347296769e-06
Position 1100: 7.370753047360764e-06
Position 722: 5.719285270558191e-06
Position 914: 5.206511162365507e-06
Position 899: 3.6750567314008046e-06
Position 954: 3.160195509491681e-06
Position 134: 3.1579501216366485e-06
Position 653: 2.60548422937387e-06
Position 180: 2.526105012542598e-06
Position 32: 1.7758254383658227e-06
Position 1162: 1.5259727532027516e-06
Position 320: 1.426723687885416e-06
Position 318: 1.0315235449172514e-06
Position 1068: 9.527168232429712e-07
Position 531: 7.874334141862577e-07
Position 132: 5.721267771673599e-07
Position 1021: 5.423472858286076e-07
Position 352: 5.249448475340578e-07
Position 440: 1.9301394314760003e-07
Position 582: 1.7415540029422974e-07
Position 627: 1.2599100589673973e-10
Position 647: 1.735357057744677e-11
Position 1122: 1.2329564055419456e-11
Position 665: 2.5284299746120814e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.9740647345247159
Position 785: 0.1495858827224335
Position 894: 0.0343595059094979
Position 1065: 0.01761911626190189
Position 906: 0.010444401202491977
Position 564: 0.009015733150753947
Position 842: 0.006790806270783534
Position 744: 0.003021835139492038
Position 237: 0.001514157828636536
Position 993: 0.0014719854523701369
Position 1258: 0.0012700764164340122
Position 480: 0.0012025917318973659
Position 927: 0.0010716439922218227
Position 1136: 0.0009105857797412995
Position 812: 0.000899497559607391
Position 485: 0.0008904784698157195
Position 615: 0.0006654619115294228
Position 132: 0.0006638412788467746
Position 103: 0.0006578401098317936
Position 144: 0.0005254459245340121
Position 347: 0.000489504608622193
Position 513: 0.0004308044605992842
Position 1158: 0.00042765196438052235
Position 241: 0.00041572593336338976
Position 574: 0.00037497004734790475
Position 758: 0.0003514024743735724
Position 1068: 0.00032879481678381743
Position 176: 0.0002828899773223046
Position 566: 0.00027446291728974834
Position 1091: 0.00017645422697469318
Position 520: 0.00015902842618271683
Position 205: 0.00012751648105529715
Position 91: 0.00011699410091129397
Position 161: 9.389921389714544e-05
Position 412: 9.32082008432438e-05
Position 845: 9.076977675195698e-05
Position 482: 7.33318804478104e-05
Position 1179: 5.088214923558674e-05
Position 114: 4.96533341646385e-05
Position 1107: 4.1391127247004204e-05
Position 275: 4.007039387164316e-05
Position 488: 3.6449646087594174e-05
Position 404: 3.1263346698066654e-05
Position 180: 3.057632251811736e-05
Position 1142: 2.863305810906798e-05
Position 1211: 2.7158833072256147e-05
Position 245: 1.4545118066763249e-05
Position 299: 1.2113303539564497e-05
Position 279: 8.83550457064157e-06
Position 268: 6.58986836830916e-06
Position 208: 5.740891042104223e-06
Position 531: 5.725020143941972e-06
Position 293: 4.042586162089832e-06
Position 739: 3.7553431431059475e-06
Position 684: 3.0278727450439068e-06
Position 311: 2.82003718691944e-06
Position 1229: 1.2596983209644872e-06
Position 249: 1.1229533318613435e-06
Position 1197: 8.928434031899722e-07
Position 389: 8.549018173998847e-07
Position 326: 9.486787145925518e-08
Position 286: 5.2734511496473236e-08
Position 386: 3.872859051827163e-08
Position 116: 3.13295391933262e-08
Position 677: 1.0759781859028998e-08
Position 187: 4.687778194819928e-09
Position 318: 2.3034569287149017e-09
Position 365: 1.6613659525733628e-11
Position 379: 3.4259741418617637e-13
