Gene = Coq3
index = 1085
Annotated 5SS: [ 77 308 901]
Annotated 3SS: [130 367 963]
SMsplice 5SS: [ 77 308 901]
SMsplice 3SS: [130 367 963]
top_k =  1000
Partition function (log Z): 9.195999487205441

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9995594776387658
Position 901: 0.9987263780789261
Position 77: 0.9719730628983295
Position 726: 0.04712565458398039
Position 69: 0.01453328373053608
Position 65: 0.004898553229794743
Position 519: 0.0014832393621380662
Position 1065: 0.000896960384459386
Position 666: 0.00029619403681252786
Position 423: 0.00022609845313422306
Position 815: 0.00021508989552464916
Position 465: 0.0001687595137830502
Position 787: 0.0001623692908755386
Position 545: 0.00011424540863670905
Position 418: 9.123262326562254e-05
Position 1085: 8.350570655248071e-05
Position 603: 5.786768212925794e-05
Position 905: 5.7222838931543086e-05
Position 29: 4.732395960646026e-05
Position 624: 4.6534032930671094e-05
Position 705: 4.335707148579641e-05
Position 674: 3.937759407213682e-05
Position 693: 3.457948922032625e-05
Position 511: 3.1682535088230295e-05
Position 6: 3.0897609523023206e-05
Position 280: 2.969511274064601e-05
Position 1046: 2.766324830047752e-05
Position 606: 2.513647255747823e-05
Position 608: 2.2751970805566466e-05
Position 791: 2.1761339709042194e-05
Position 1099: 1.9951807078188043e-05
Position 724: 1.2656593885027863e-05
Position 681: 9.628217158300734e-06
Position 984: 8.589040069969886e-06
Position 81: 8.123976403151868e-06
Position 257: 7.937740245088744e-06
Position 254: 5.986881354421615e-06
Position 583: 5.911391293628076e-06
Position 448: 4.8000768935125065e-06
Position 438: 2.6261673456768805e-06
Position 707: 2.5593586063921216e-06
Position 440: 2.510934310718787e-06
Position 408: 2.508780899789238e-06
Position 102: 2.492816452287884e-06
Position 337: 2.475237957935972e-06
Position 796: 1.476744284680586e-06
Position 672: 1.2611643379666205e-06
Position 590: 1.0703403557867228e-06
Position 369: 9.078596919162248e-07
Position 225: 8.665673003448722e-07
Position 831: 7.409186999749092e-07
Position 803: 4.6367249879217537e-07
Position 443: 3.338255316816307e-07
Position 879: 1.7759167937350184e-07
Position 19: 1.5907857458802786e-07
Position 33: 1.4816069308627327e-07
Position 117: 7.375927401164851e-08
Position 819: 5.416924739537331e-08
Position 801: 4.8685457378656304e-08
Position 13: 4.709346007494796e-08
Position 400: 4.686276311357512e-08
Position 978: 4.2146074374533256e-08
Position 472: 2.4909347221963306e-08
Position 980: 1.9846283339144354e-08
Position 970: 1.4881017894672439e-08
Position 393: 1.2038206520526146e-08
Position 328: 1.1159627827643917e-08
Position 197: 9.770754159180532e-09
Position 349: 4.982602814802924e-09
Position 200: 4.7922989053061446e-09
Position 1124: 6.929507872012218e-10
Position 154: 5.328089453182811e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.9988431694977542
Position 367: 0.9950619760576581
Position 130: 0.9892683552123448
Position 787: 0.049339502090724706
Position 382: 0.003077279024381047
Position 1119: 0.0008436520674786338
Position 438: 0.000746059486083879
Position 178: 0.000630956213939549
Position 117: 0.0005366852622005229
Position 838: 0.000532410060948417
Position 184: 0.0005306159072587857
Position 181: 0.00039625052422997395
Position 583: 0.0002592578703377489
Position 811: 0.00019235006416980143
Position 884: 0.0001546453011026678
Position 672: 0.000139023089307084
Position 974: 0.0001321139725769064
Position 1147: 9.665847316129654e-05
Position 187: 6.455506440225758e-05
Position 1124: 6.101200275942888e-05
Position 518: 5.8614793133060366e-05
Position 221: 2.7324125008299523e-05
Position 1144: 2.6862919913183004e-05
Position 384: 2.55493403739622e-05
Position 413: 2.3157648066598634e-05
Position 719: 2.0026724445447764e-05
Position 417: 1.2610516118334153e-05
Position 733: 1.0186707870661375e-05
Position 1061: 9.289478544490672e-06
Position 531: 8.426349605026903e-06
Position 994: 6.08237809981557e-06
Position 552: 4.925312457032569e-06
Position 464: 4.907106061023827e-06
Position 632: 3.7674639387258926e-06
Position 740: 3.610898682698519e-06
Position 724: 3.185458338019039e-06
Position 336: 2.7402392178731066e-06
Position 1043: 2.730277362892153e-06
Position 1131: 2.165919264663846e-06
Position 545: 2.0238202724048935e-06
Position 69: 1.8059333597486043e-06
Position 681: 1.7002564794697709e-06
Position 699: 1.6735833273678943e-06
Position 598: 1.230351906318533e-06
Position 1167: 1.1947957660288657e-06
Position 815: 1.051335467200928e-06
Position 344: 5.856511789394596e-07
Position 928: 5.753760979478402e-07
Position 139: 3.8686983517502105e-07
Position 1012: 3.8506477475136766e-07
Position 225: 2.516622220506205e-07
Position 641: 2.4952730430704844e-07
Position 689: 1.6602631074644495e-07
Position 105: 1.5527282429051064e-07
Position 705: 1.3879706121935795e-07
Position 192: 9.797428332576291e-08
Position 92: 8.583256209897437e-08
Position 590: 7.787725960539205e-08
Position 555: 6.044533812197642e-08
Position 73: 5.610939286286844e-08
Position 915: 3.113375543785619e-08
Position 933: 1.928198219284521e-08
Position 307: 1.0335736103016634e-08
Position 197: 8.074705005639676e-09
Position 349: 7.230378321529878e-09
Position 320: 6.1193809584932315e-09
Position 102: 5.560613422256152e-09
Position 254: 1.7642263932092288e-09
Position 1085: 1.7511285120677004e-09
Position 81: 9.29304431637294e-10
Position 1079: 7.374536654276069e-10
Position 302: 4.4733676171980354e-10
Position 239: 2.2998308018593473e-10
Position 312: 5.981391337225919e-14
