Gene = Spc105R
index = 1511
Annotated 5SS: [  96  261 1059 5450 5965]
Annotated 3SS: [ 156  312 1134 5511 6023]
SMsplice 5SS: [  96  261 1059 1300 5450 5965]
SMsplice 3SS: [ 156  312 1134 5263 5511 6023]
top_k =  1000
Partition function (log Z): 1.4254594255110113

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9768945600975756
Position 261: 0.9647456182868118
Position 1059: 0.9597816530479024
Position 5450: 0.8972798192740826
Position 1300: 0.8570952183361574
Position 5965: 0.7865811852689868
Position 794: 0.3370962465519953
Position 1348: 0.10353354169363199
Position 5720: 0.028954581737338482
Position 5142: 0.028389370440706205
Position 5675: 0.026101765487004117
Position 6122: 0.022425515793926706
Position 5616: 0.01591363162008176
Position 3623: 0.013528075698914194
Position 252: 0.010577158489977421
Position 1038: 0.010549782037667408
Position 767: 0.008886547639173136
Position 5672: 0.00879724124865885
Position 256: 0.006337475362873488
Position 1880: 0.006252515948904017
Position 5982: 0.005044718935974147
Position 265: 0.0037436189607661747
Position 942: 0.0035409641305516465
Position 1063: 0.0031195241449642154
Position 2965: 0.0030420062764314323
Position 2941: 0.002511334281001794
Position 270: 0.0024183775406209735
Position 4683: 0.002292187666728982
Position 4630: 0.002291853330098762
Position 6266: 0.0021714918917449108
Position 2161: 0.0019881334687571954
Position 4653: 0.0017592556082488095
Position 929: 0.001453661829938471
Position 4017: 0.001169914358876698
Position 723: 0.0008754971080394269
Position 798: 0.0007842356391815085
Position 91: 0.0007806231360484961
Position 5699: 0.0007470545251581289
Position 770: 0.0007244585467244787
Position 719: 0.0006165453620335698
Position 100: 0.0005580422163875563
Position 3831: 0.0005312878547904775
Position 1373: 0.00038578523536893493
Position 656: 0.0002244758542406378
Position 3585: 0.0002199183451474278
Position 3361: 0.00017870103593407272
Position 5571: 0.00016566110779764204
Position 1074: 0.00016237825175558914
Position 425: 0.00011507695059602233
Position 4588: 9.999897116640116e-05
Position 502: 9.962002257357617e-05
Position 506: 8.334663467860906e-05
Position 6270: 8.196115885776135e-05
Position 1708: 7.946395923390451e-05
Position 524: 7.243749268964608e-05
Position 998: 7.033979763789073e-05
Position 285: 6.629786860671708e-05
Position 3043: 6.298200504213166e-05
Position 1459: 6.135115276943315e-05
Position 5914: 5.219016657234717e-05
Position 6085: 5.105089844299538e-05
Position 355: 5.0633121326062784e-05
Position 434: 3.836812157788009e-05
Position 900: 3.6140078890729984e-05
Position 236: 2.9248068338831032e-05
Position 52: 2.3223696992060416e-05
Position 1828: 2.3088231924072845e-05
Position 743: 2.0008837214634322e-05
Position 400: 1.902273400043633e-05
Position 712: 1.8311397804486344e-05
Position 362: 1.6324020690867773e-05
Position 242: 1.4397628492517112e-05
Position 161: 8.827226441186574e-06
Position 1744: 5.7622184902044064e-06
Position 166: 5.701382203988243e-06
Position 692: 5.159201377160682e-06
Position 201: 4.6632720774665145e-06
Position 136: 3.996306907070385e-06
Position 2106: 3.4268462210445715e-06
Position 1544: 3.2383965768708584e-06
Position 494: 2.081828755286044e-06
Position 1780: 2.01392424565062e-06
Position 364: 1.8565862413863346e-06
Position 20: 1.7175890106996257e-06
Position 320: 9.958912495943475e-07
Position 625: 8.702421909072548e-07
Position 3177: 8.57080704384089e-07
Position 1367: 8.00442330024807e-07
Position 2389: 6.374255374528988e-07
Position 785: 6.199522543769794e-07
Position 1408: 5.085330273347518e-07
Position 869: 4.4096211629745124e-07
Position 1637: 2.2246349931852392e-07
Position 592: 1.3604780473492978e-07
Position 1448: 1.353535442513391e-07
Position 636: 1.2607743040667055e-07
Position 946: 1.0186096306201288e-07
Position 1884: 3.8454802155257095e-08
Position 1732: 2.768926753100823e-08
Position 1703: 2.016898923624593e-08
Position 590: 1.1900178610188501e-09
Position 1211: 1.1430891498476754e-10
Position 1492: 1.9053521137483584e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 156: 0.9776317221907279
Position 1134: 0.9714156297431127
Position 5511: 0.7942154392009518
Position 6023: 0.7806731740806313
Position 312: 0.654292303433586
Position 5263: 0.36375953399642386
Position 334: 0.31043917949528455
Position 863: 0.2741030053408327
Position 4953: 0.18485133595130113
Position 4182: 0.13446898580520725
Position 5514: 0.10525549738814126
Position 3725: 0.09429695966320868
Position 5805: 0.06259618867512409
Position 900: 0.05591921617218268
Position 4416: 0.04444664742969216
Position 5738: 0.0410838568306855
Position 4481: 0.02429310867556449
Position 5587: 0.024105790997911578
Position 6192: 0.022571082346036896
Position 6047: 0.022487174771160627
Position 4552: 0.01616998307831005
Position 4704: 0.016074495266434813
Position 331: 0.015930510343289545
Position 5653: 0.014146351451343348
Position 4959: 0.01397770032538398
Position 5290: 0.011906037862276083
Position 3530: 0.010436804295561718
Position 3533: 0.008897075930534465
Position 3967: 0.00689198793285228
Position 3809: 0.005005562081614788
