Gene = Bacc
index = 45
Annotated 5SS: [ 396 1216 3726]
Annotated 3SS: [ 926 3562 3799]
SMsplice 5SS: [1216 3726]
SMsplice 3SS: [3562 3799]
top_k =  1000
Partition function (log Z): -1.5666683908181893

Sorted 5' Splice Sites (High to Low Probability):
Position 3726: 0.9870575824537915
Position 1216: 0.8794795967482841
Position 2927: 0.26754379230101505
Position 4030: 0.19179867577201443
Position 3375: 0.13289612284637692
Position 1795: 0.11555397382828682
Position 2600: 0.08716935680445541
Position 447: 0.07663216175730996
Position 1127: 0.07142411334715687
Position 3393: 0.058670053284877365
Position 3501: 0.057290156228801806
Position 3356: 0.05139126241879344
Position 2891: 0.04576937505119547
Position 2127: 0.03543206550190951
Position 267: 0.024043126347365676
Position 1833: 0.018049794957920896
Position 2321: 0.017513108274922497
Position 4187: 0.01695905677398846
Position 3846: 0.01582549036111514
Position 3360: 0.010924757189955964
Position 396: 0.01065336266116681
Position 1240: 0.008845521464874152
Position 3699: 0.008653231164699677
Position 2699: 0.008525203523153358
Position 865: 0.006995722941866288
Position 3857: 0.006935976081843837
Position 5208: 0.006752328551693076
Position 1943: 0.006723550017842366
Position 1575: 0.005756555761210296
Position 3122: 0.005262417573477351
Position 127: 0.005037758785503132
Position 2336: 0.0049640329217200884
Position 2226: 0.0048026295559372885
Position 393: 0.004719441039063112
Position 364: 0.004689431656531058
Position 1548: 0.004185053551122007
Position 3416: 0.004140149137912719
Position 2326: 0.003991810425486097
Position 3087: 0.0036254089532143643
Position 1543: 0.0032722355265086115
Position 794: 0.003169929187842616
Position 674: 0.0024804808480436255
Position 852: 0.0023386688347063886
Position 1255: 0.002190551415254833
Position 3366: 0.0021165091807827485
Position 816: 0.0019038373524971292
Position 1509: 0.0018615728164046923
Position 3327: 0.0017460304225869962
Position 1579: 0.001720012675764514
Position 2798: 0.0016734362025518615
Position 2094: 0.0014697548568805329
Position 2895: 0.0013925642401630314
Position 1856: 0.0011997837390055575
Position 2426: 0.0009973631711322206
Position 2370: 0.0009798261026014608
Position 3084: 0.0007855764493297321
Position 434: 0.0007017033441133345
Position 3354: 0.0006591864837993172
Position 101: 0.0006569661293603464
Position 4896: 0.0005479524125631733
Position 2509: 0.0005255326179096098
Position 275: 0.0004691304636450402
Position 4313: 0.0004427154872277538
Position 735: 0.00039970032911556516
Position 2609: 0.00039110148513513604
Position 798: 0.0003886883519982268
Position 3144: 0.0003833843137498403
Position 466: 0.0003344185731142146
Position 3679: 0.0003155725946748022
Position 4675: 0.00031102031992877213
Position 4085: 0.0003067892389046632
Position 4889: 0.0002912691481339102
Position 2503: 0.000270725195781078
Position 1428: 0.0002523167047833987
Position 3720: 0.0002477580728310951
Position 3103: 0.00023405578758407114
Position 4965: 0.00021457549647373753
Position 3048: 0.00019583740425625892
Position 2287: 0.00016575928039652392
Position 1220: 0.00016151041702810746
Position 641: 0.00015200388768843524
Position 3127: 0.00014233218003136786
Position 2117: 0.000133480160160606
Position 2354: 0.0001316862076441497
Position 636: 0.0001072425611430064
Position 683: 9.235363064118827e-05
Position 1232: 8.306649758690765e-05
Position 821: 8.180977700382954e-05
Position 4744: 7.106965922629957e-05
Position 1021: 6.412042661177886e-05
Position 680: 6.121291937115054e-05
Position 2131: 6.03647950581086e-05
Position 359: 6.0342745663680594e-05
Position 4679: 5.8294883161185955e-05
Position 1813: 5.411262174821061e-05
Position 2318: 5.2912991744780805e-05
Position 1570: 4.919908025879686e-05
Position 2121: 4.2956796075386147e-05
Position 1934: 4.24512931969525e-05
Position 937: 4.08503342665213e-05
Position 724: 4.0020649426373606e-05
Position 3824: 3.936545897775927e-05
Position 802: 3.890050471838258e-05
