Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  1000
Partition function (log Z): -0.5545497381983466

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.9147089118812187
Position 870: 0.8894472703504052
Position 1528: 0.7851170318234922
Position 1051: 0.7842736766668512
Position 1617: 0.4353952803930312
Position 1275: 0.3678988414641856
Position 532: 0.24008197419747215
Position 573: 0.17739725551313473
Position 82: 0.08516123065795532
Position 304: 0.07440002696523665
Position 15: 0.05249571881663612
Position 1200: 0.046551415613771296
Position 648: 0.030432011346961024
Position 1400: 0.024459580681860292
Position 162: 0.02209893496015456
Position 1042: 0.018507546154992838
Position 23: 0.014243654848841516
Position 298: 0.007233600251425158
Position 279: 0.006419387059995577
Position 1141: 0.005672781951598482
Position 101: 0.005472442675783708
Position 602: 0.0037379683539491186
Position 1195: 0.0035081214132443965
Position 170: 0.0034348280366045783
Position 310: 0.0021016506181882827
Position 879: 0.0019361925185058704
Position 1055: 0.0014657385554872086
Position 1148: 0.0011385027420221774
Position 445: 0.0008359797753684063
Position 1091: 0.0008186843409569828
Position 729: 0.0006807065723694258
Position 580: 0.0006626963864405465
Position 181: 0.00062168315325783
Position 187: 0.0005691681064502836
Position 152: 0.0005467957492995982
Position 1621: 0.00044535982564283973
Position 147: 0.0004084922917674468
Position 315: 0.000289665683636999
Position 672: 0.0002742840752003029
Position 1351: 0.00025787895305740184
Position 1718: 0.00025731997194796004
Position 788: 0.00024066561280259666
Position 1410: 0.00017493294733789572
Position 1345: 0.00017338320359010093
Position 1204: 0.0001661065576642251
Position 1214: 0.0001567699515091681
Position 1355: 0.00012454530082202343
Position 1404: 8.712584688944695e-05
Position 365: 6.185529599642747e-05
Position 1532: 4.53639449402611e-05
Position 536: 4.3106968649644636e-05
Position 1787: 3.359306032199974e-05
Position 1611: 2.7188711850142713e-05
Position 1135: 2.594232570870674e-05
Position 1798: 1.6786340994915022e-05
Position 434: 1.58792073238501e-05
Position 551: 1.4228491112080018e-05
Position 1629: 1.3542685718832223e-05
Position 1029: 8.867632570375423e-06
Position 750: 7.80033324944388e-06
Position 1758: 7.091549389446013e-06
Position 27: 6.18785223489879e-06
Position 1922: 5.685580969268356e-06
Position 1080: 5.563876622427796e-06
Position 1781: 5.4426007657055364e-06
Position 1807: 4.444748200060774e-06
Position 804: 4.071517419014315e-06
Position 1654: 2.9917612212640754e-06
Position 930: 2.9760460637867444e-06
Position 1329: 2.508904435812054e-06
Position 501: 2.39032462166662e-06
Position 722: 1.8767309016617607e-06
Position 1293: 1.7363570425678137e-06
Position 1421: 1.0802844506289092e-06
Position 1535: 6.91048440504969e-07
Position 1150: 5.285759485538233e-07
Position 400: 3.9442678259605724e-07
Position 1457: 3.623321518303451e-07
Position 1485: 2.1534235044502073e-07
Position 1123: 1.8074593327724674e-07
Position 1555: 1.2176144584673445e-07
Position 379: 4.5446599143459414e-08
Position 359: 3.120915090988582e-08
Position 1640: 2.9035425296531467e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9478218185873378
Position 993: 0.8671304435644628
Position 1583: 0.7760542813963406
Position 1112: 0.7707429325079024
Position 1323: 0.4686104888526619
Position 1678: 0.4328747965175195
Position 629: 0.33729982615116244
Position 359: 0.2430846964642112
Position 716: 0.07358546179055232
Position 755: 0.019832779764211765
Position 1199: 0.01253592287870104
Position 588: 0.007100863872540306
Position 1681: 0.0070527072297751885
Position 663: 0.006589794280644828
Position 761: 0.0063542783313916985
Position 607: 0.005539121044230941
Position 393: 0.0034293842087449997
Position 787: 0.0032387962064012905
Position 1135: 0.0028646831419670256
Position 695: 0.0024081124078831617
Position 213: 0.0017878774406349732
Position 1646: 0.00147591251553994
Position 647: 0.0011019545535144977
Position 332: 0.0010725002033818239
Position 1795: 0.0010174034765161647
Position 1001: 0.000934869809660196
Position 170: 0.0008001272936795333
Position 1798: 0.0007969692695240154
Position 81: 0.000772836938970295
Position 1608: 0.00076060226970833
Position 1029: 0.0006301185741142962
Position 1474: 0.0005884903036659118
Position 1628: 0.0005845610356344661
Position 1786: 0.0005530039550010165
Position 429: 0.0005027765296069298
Position 1329: 0.00043093663378927235
Position 137: 0.0003913612666575737
Position 602: 0.0003697432686705856
Position 1721: 0.00033920792303411134
Position 1611: 0.00032987981221388425
Position 1145: 0.0003176146488354092
Position 62: 0.00030471309072233326
Position 1236: 0.0002886765956486285
Position 701: 0.00022214669606324548
Position 187: 0.00021015021269774186
Position 1162: 0.00018484156386553297
Position 1230: 0.00017139815497368757
Position 181: 0.00015721802953000337
Position 147: 0.00015684955583815494
Position 1876: 0.0001336806761162139
Position 1166: 0.00013085342697000127
Position 722: 0.00011461944867094139
Position 1345: 0.00011046354699412944
Position 1120: 0.0001068357107615309
Position 512: 0.00010574693103237961
Position 279: 9.649110437643344e-05
Position 291: 8.663580243418373e-05
Position 1074: 7.206238423079329e-05
Position 1847: 6.672470248678904e-05
Position 1342: 6.33942770877235e-05
Position 310: 5.6898664096781937e-05
Position 1293: 5.303583315529058e-05
Position 736: 4.221027279354065e-05
Position 509: 4.1721825891548655e-05
Position 491: 3.349723063682174e-05
Position 1718: 2.993496793245427e-05
Position 1060: 2.9683102964474475e-05
Position 729: 2.2468071196655815e-05
Position 545: 1.677410335452347e-05
Position 1983: 1.6060915203903756e-05
Position 114: 1.4201957545818317e-05
Position 1497: 1.3780323084701892e-05
Position 1859: 1.2233141966343947e-05
Position 1147: 1.050090165116439e-05
Position 515: 8.072441633494642e-06
Position 1242: 7.808942776285993e-06
Position 573: 7.224683702263263e-06
Position 1927: 7.157671567125299e-06
Position 1700: 6.985462404708997e-06
Position 304: 6.4205877616385595e-06
Position 860: 3.955257978169636e-06
Position 93: 3.094460555879242e-06
Position 1175: 2.3712802540037056e-06
Position 518: 1.8936776600998767e-06
Position 1393: 1.6528054091780617e-06
Position 888: 1.599348066476782e-06
Position 1091: 1.5384841308064605e-06
Position 1513: 1.5375372470131517e-06
Position 809: 1.3816727427448442e-06
Position 665: 1.364130056475744e-06
Position 1922: 1.3618491452390049e-06
Position 551: 1.0953565324052184e-06
Position 1039: 6.310009273968915e-07
Position 1035: 4.5863270436271887e-07
Position 88: 3.3284534240912513e-07
Position 773: 2.0151081907763336e-07
Position 530: 1.5068206082546844e-08
Position 434: 1.669200201363234e-11
Position 482: 2.3438944949884958e-12
