Gene = Sf3b6
index = 1487
Annotated 5SS: [215 404]
Annotated 3SS: [284 469]
SMsplice 5SS: [215 404]
SMsplice 3SS: [284 469]
top_k =  1000
Partition function (log Z): -0.9947742295933866

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9915851103169405
Position 215: 0.9671335037507559
Position 792: 0.03814732342416631
Position 668: 0.009546222840650643
Position 711: 0.004792066749809495
Position 359: 0.0038089103606523305
Position 723: 0.002792621629112406
Position 564: 0.000589983597532344
Position 556: 0.0004439997580675984
Position 317: 0.0002731607402171241
Position 582: 0.00014709618585043
Position 155: 0.00012550289208348615
Position 45: 0.0001221458583828733
Position 303: 9.82252770714269e-05
Position 112: 9.098024225653917e-05
Position 402: 6.213007682457816e-05
Position 585: 2.993698960578048e-05
Position 149: 2.3866511049465456e-05
Position 541: 1.4910986041904641e-05
Position 253: 1.3899219902583639e-05
Position 507: 9.578131619906487e-06
Position 821: 5.637334724323362e-06
Position 566: 4.242547632355781e-06
Position 39: 3.5272460228142927e-06
Position 321: 3.007277565311245e-06
Position 9: 2.4553249753506175e-06
Position 819: 1.8772020176726966e-06
Position 65: 1.8327321608040793e-06
Position 621: 1.7663278231455973e-06
Position 847: 1.7481591095270888e-06
Position 29: 1.0475752818505917e-06
Position 870: 1.0302144393172008e-06
Position 267: 8.027136463097338e-07
Position 335: 7.486052329525872e-07
Position 260: 4.873638670012822e-07
Position 490: 3.185564531895505e-07
Position 434: 2.652104142691215e-07
Position 457: 2.3216134578897677e-07
Position 961: 2.0597745228634366e-07
Position 970: 1.371621030513174e-07
Position 504: 6.208362036405859e-08
Position 455: 1.0680089817703319e-08
Position 167: 3.457132963019795e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 469: 0.9947725344938313
Position 284: 0.9669440555398562
Position 850: 0.05718164832670215
Position 608: 0.00032570207986532164
Position 797: 0.0002560170963600675
Position 267: 0.00013465949397655847
Position 719: 6.598936204801794e-05
Position 947: 5.4212957453675414e-05
Position 116: 3.474759906066255e-05
Position 300: 2.7689697235383733e-05
Position 302: 2.2977889086562605e-05
Position 617: 1.5754034923480376e-05
Position 395: 1.1685379964076122e-05
Position 97: 1.0456481955498613e-05
Position 757: 6.071306885654869e-06
Position 641: 5.6327139164695785e-06
Position 662: 2.5390156081016038e-06
Position 84: 1.983964304475266e-06
Position 995: 1.3440972818680067e-06
Position 698: 1.0312685059971776e-06
Position 187: 9.945099161252679e-07
Position 122: 6.978795090492802e-07
Position 533: 6.747388259050987e-07
Position 1019: 6.729218879586506e-07
Position 668: 5.480459038818706e-07
Position 736: 4.230899934363802e-07
Position 471: 4.1859584750437977e-07
Position 740: 3.674298232971555e-07
Position 515: 2.8891166576982623e-07
Position 690: 1.9285955413420506e-07
Position 222: 1.5677443789868578e-07
Position 51: 8.481945384673772e-08
Position 680: 8.341815322367889e-08
Position 56: 6.634085312237102e-08
Position 635: 5.3736505926507294e-08
Position 415: 4.942826698650438e-08
Position 1023: 3.140175933586566e-08
Position 260: 3.025098021327678e-08
Position 644: 1.2422424806879458e-08
Position 143: 1.082335370154341e-08
Position 408: 9.149154527475793e-09
Position 247: 7.39404344055528e-09
Position 155: 4.952691288217171e-09
Position 384: 2.5297928242192576e-09
Position 1029: 1.6702671619844555e-09
Position 60: 1.2899673983829306e-09
Position 356: 1.2896547057445295e-09
Position 149: 1.2004952079623465e-09
Position 205: 6.11044930543575e-10
Position 62: 1.6556387666615903e-10
Position 65: 1.0814285276827555e-12
Position 219: 1.0460316741739694e-14
