Gene = ush
index = 1923
Annotated 5SS: [47840 49217 60747 61212 61530 63030 63233]
Annotated 3SS: [49171 59802 60816 61328 61642 63089 63297]
SMsplice 5SS: [  112 25456 60747 61212 61530 63030 63233]
SMsplice 3SS: [25258 59802 60816 61328 61642 63089 63297]
top_k =  1000
Partition function (log Z): -58.55324682496506

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9984410869151854
Position 25456: 0.962546669344337
Position 12516: 0.6145481881069078
Position 12798: 0.4403926616521807
Position 13401: 0.3610820934043346
Position 15139: 0.1090322380733777
Position 13450: 0.07560396812856109
Position 13095: 0.03505420755447288
Position 14349: 0.033425248012355704
Position 11984: 0.027310948284656234
Position 442: 0.01876756374124161
Position 12924: 0.015088330422386565
Position 9130: 0.01440859656929556
Position 6564: 0.012906943883493454
Position 11146: 0.01016017421311297
Position 3541: 0.008992268605720317
Position 3537: 0.008599031474414369
Position 2603: 0.006826914730602539
Position 2011: 0.006622147226290136
Position 12746: 0.0060962415191930346
Position 13784: 0.005095312522138011
Position 3711: 0.00425950151298779
Position 12979: 0.0036480499887957644
Position 548: 0.003402851654842616
Position 3081: 0.0030570530534475013
Position 12780: 0.002869291503949691
Position 5486: 0.0026850313441491823
Position 5108: 0.0023775897418281764
Position 5104: 0.002232850146282577
Position 3234: 0.0008662807912676457
Position 3300: 0.0008196297153175772
Position 3060: 0.0007198115613391912
Position 3242: 0.0004615542168454514
Position 801: 0.00028410173951968793
Position 3306: 0.00025850453282599286
Position 1816: 0.00022450485803635187
Position 5684: 0.00016917176538546475
Position 3310: 0.0001486602763724109
Position 6216: 0.00010641490169684864
Position 1620: 0.000103336586751889
Position 2334: 9.154062242936048e-05
Position 3314: 8.772153582241043e-05
Position 2351: 8.42833688291204e-05
Position 589: 7.823415924887812e-05
Position 239: 7.689131267365408e-05
Position 3091: 6.99938351337508e-05
Position 1103: 6.5015719854266e-05
Position 5015: 6.387068711059135e-05
Position 1107: 4.6988139322858776e-05
Position 555: 4.2861783118219464e-05
Position 1043: 4.028570790719369e-05
Position 5653: 3.9399087416236874e-05
Position 6228: 3.860979225307441e-05
Position 5172: 3.7738069245149806e-05
Position 1348: 3.580190484176037e-05
Position 1205: 3.4445471569662015e-05
Position 1111: 2.8814162974668248e-05
Position 692: 2.6850488356636694e-05
Position 1534: 1.4354804959469691e-05
Position 268: 1.3413335493703672e-05
Position 2021: 1.3165348745231073e-05
Position 334: 1.1210247911289719e-05
Position 3584: 9.527958329236188e-06
Position 503: 7.723275789872326e-06
Position 3806: 7.656257665775097e-06
Position 1232: 7.048170573154427e-06
Position 5118: 6.127759187626902e-06
Position 4063: 6.033030775118261e-06
Position 1314: 5.853512092307334e-06
Position 1677: 5.439604264593705e-06
Position 374: 5.42291842023829e-06
Position 4516: 5.396277222834837e-06
Position 1101: 5.18383274656182e-06
Position 2205: 5.176114924885865e-06
Position 90: 4.913887889246004e-06
Position 3018: 4.705573849155153e-06
Position 3811: 4.651024602287051e-06
Position 446: 4.352543856052945e-06
Position 253: 4.274864757210072e-06
Position 3842: 3.961214630191754e-06
Position 2701: 3.920144804862604e-06
Position 389: 3.758232404927123e-06
Position 1890: 3.4072317782720204e-06
Position 2004: 3.2265847976642504e-06
Position 336: 3.197878587091361e-06
Position 1627: 2.3644532428170247e-06
Position 1016: 2.208492300482999e-06
Position 47: 1.6303101616528616e-06
Position 84: 1.1012701432997209e-06
Position 1001: 9.9864444175678e-07
Position 162: 6.887634762963998e-07
Position 1191: 4.132650619927368e-07
Position 904: 3.0554898971567785e-07
Position 221: 2.976706662520676e-07
Position 968: 2.1419387717535337e-07
Position 292: 2.1088860674732264e-07
Position 569: 1.7387024800826948e-07
