Gene = Ugt301D1
index = 1584
Annotated 5SS: [ 147 2319 2826]
Annotated 3SS: [2062 2378 2887]
SMsplice 5SS: [1516 2319 2826]
SMsplice 3SS: [2062 2378 2887]
top_k =  1000
Partition function (log Z): 0.4613984349624516

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.998277296239704
Position 2319: 0.9836725094599443
Position 1516: 0.8101971414000181
Position 499: 0.38151098655475896
Position 2581: 0.18670712315909757
Position 1759: 0.17380272090167473
Position 1917: 0.14926768352905206
Position 2489: 0.06285634125591831
Position 1262: 0.05602371985170315
Position 1931: 0.038948780599602356
Position 1147: 0.03711745633907931
Position 147: 0.036649908347316
Position 2616: 0.03487390240941602
Position 3774: 0.03163409276349709
Position 219: 0.02567799783233957
Position 2995: 0.017102689421348443
Position 1137: 0.015870731977021855
Position 1336: 0.014888127454222067
Position 806: 0.011924110467834838
Position 2975: 0.008601704487846718
Position 1486: 0.008376978172058878
Position 2569: 0.008333142811772193
Position 3388: 0.00820747326014293
Position 3296: 0.007493574610951491
Position 117: 0.006036149110525904
Position 1628: 0.005243382402437675
Position 1763: 0.0042856486182995274
Position 3317: 0.004174683652523838
Position 847: 0.0036441151902703484
Position 1973: 0.003407298059525449
Position 1922: 0.0033108984303803525
Position 2531: 0.002656766734457146
Position 2112: 0.0024544662954450406
Position 3100: 0.0021867755466224966
Position 1244: 0.0019255957728675857
Position 3354: 0.001917141805630267
Position 2015: 0.0017639922684678188
Position 3342: 0.0015983173700038055
Position 2594: 0.0013831390013451664
Position 1417: 0.0012871284160969648
Position 3172: 0.0011752175230528592
Position 579: 0.0011429065645695933
Position 2999: 0.0010160772762298925
Position 425: 0.0009275690198195675
Position 2237: 0.0008882022601120605
Position 1768: 0.0007958184233230305
Position 1004: 0.0007137114828034848
Position 1012: 0.0006707767963519944
Position 1910: 0.0006503934184062324
Position 584: 0.0006014208811410909
Position 106: 0.0005831526697007516
Position 1331: 0.0005609047870219565
Position 29: 0.0005044067733644901
Position 67: 0.00048698374474943906
Position 2323: 0.00048410927493690607
Position 2545: 0.00039275407856313493
Position 2830: 0.0003841090250857232
Position 90: 0.0003700851402457998
Position 19: 0.0003464488844282664
Position 1111: 0.0003249488066569524
Position 1652: 0.000263688205373884
Position 1453: 0.0002489106578907997
Position 1704: 0.00022029561412389057
Position 2235: 0.00021632266781071368
Position 3183: 0.00020860447474416058
Position 2597: 0.00019322657269725226
Position 2951: 0.00017818876727837205
Position 1780: 0.0001776529010334111
Position 1280: 0.00017649119037901008
Position 3220: 0.0001714229009558648
Position 756: 0.00016849060241196862
Position 1782: 0.0001574484579873087
Position 3203: 0.00015689357786391665
Position 532: 0.00014949632123336876
Position 521: 0.0001335575423094496
Position 2589: 0.00011625834192250565
Position 701: 0.00010787533818123208
Position 3415: 0.00010417159336475923
Position 2803: 9.672892626544907e-05
Position 612: 9.213386640990559e-05
Position 3445: 8.438987315823013e-05
Position 746: 7.907864707786939e-05
Position 78: 7.766051833230042e-05
Position 547: 7.749221434706154e-05
Position 503: 7.560186873665471e-05
Position 1191: 6.852820897395325e-05
Position 614: 6.691892624045051e-05
Position 1119: 6.176985769877958e-05
Position 913: 5.620022329169176e-05
Position 1366: 4.725832340302514e-05
Position 344: 4.6404148590370265e-05
Position 34: 4.256344498397371e-05
Position 1709: 4.1026393942971014e-05
Position 3346: 4.050139881135804e-05
Position 597: 2.9249309891752285e-05
Position 3073: 2.8028191851650824e-05
Position 1038: 2.6918133466330912e-05
Position 758: 2.5519846381792506e-05
Position 2440: 2.4899666042476878e-05
Position 2902: 2.121180326628809e-05
Position 2662: 2.063669214397539e-05
Position 3502: 1.941974094766549e-05
Position 3720: 1.8850460407215957e-05
Position 2228: 1.2892049958337695e-05
Position 933: 1.1787951383417049e-05
Position 1536: 1.1150987752809543e-05
Position 839: 1.0431785556833313e-05
Position 1360: 7.235396337880271e-06
Position 1344: 6.3831790123151e-06
Position 969: 5.1709586014016785e-06
Position 2172: 4.606735299906172e-06
Position 2743: 3.17327133624671e-06
Position 1658: 1.2770442487430135e-06
Position 2700: 7.662925389960289e-08
Position 346: 4.081958419800813e-08
Position 621: 3.0411113762806e-08
Position 2770: 1.0577716493467681e-08
Position 2768: 9.448473183796129e-09
Position 1103: 5.760252014994804e-09
Position 1131: 5.22363137039046e-09
Position 1141: 5.0958333204760045e-09
Position 2954: 1.2010611346086683e-09
Position 2407: 9.840185087926193e-10
Position 554: 7.144901823498346e-11
Position 3329: 3.312938489174992e-11
Position 2214: 1.8163969994908573e-11
Position 2411: 3.488961505323785e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2887: 0.9353600902929009
Position 2378: 0.9066358289778078
Position 2062: 0.5569428480840305
Position 2696: 0.35154252220437077
Position 1330: 0.20089587950732105
Position 1831: 0.17275083272764863
Position 1598: 0.14621624795283486
Position 2165: 0.10577743663134682
Position 1810: 0.10056722302043192
Position 1813: 0.10026880043509281
Position 1615: 0.09743465982185255
Position 1119: 0.06737860820449383
Position 2954: 0.05260556516867378
Position 1360: 0.037585992967544946
Position 3832: 0.03267272793647246
Position 3480: 0.02977531880546993
Position 1389: 0.027789494612173744
Position 723: 0.026101710694344506
Position 3045: 0.02589294920012559
Position 1447: 0.02353315121462292
Position 554: 0.021857696072753532
Position 2407: 0.020896829993367727
Position 933: 0.018249095127087556
Position 1004: 0.01616486679539833
Position 1967: 0.01517547760496013
Position 701: 0.0070559164540938
Position 1073: 0.006869709329688164
Position 1619: 0.006796734027803353
Position 746: 0.005012611393058302
Position 2633: 0.0047902074903583645
Position 1715: 0.004445159604331835
Position 2389: 0.004135826220754146
Position 2386: 0.003996656160541561
Position 590: 0.003913191321659073
Position 1137: 0.003395080672875892
Position 2932: 0.0023530143265165938
Position 218: 0.0022519700744472945
Position 913: 0.002138105650030322
Position 837: 0.0020775317375709233
Position 1906: 0.0016511552489863913
Position 3123: 0.0014887090543794325
Position 1872: 0.001404442202597855
Position 3168: 0.0013411414058778562
Position 2432: 0.0011078745232126733
Position 1704: 0.001007105658034527
Position 2540: 0.0009387751678642027
Position 2074: 0.0008611951254054424
Position 1767: 0.0008232603975738566
Position 966: 0.0007889572470589211
Position 783: 0.0007885646537802079
Position 643: 0.0006769483976671408
Position 1012: 0.0006730604523287415
Position 1255: 0.0005243291973583235
Position 2916: 0.0005179455129955372
Position 3086: 0.0004665917778882405
Position 921: 0.0004454855553769684
Position 898: 0.00044140129601180194
Position 3510: 0.0004268952013276431
Position 2975: 0.0004212664425924451
Position 646: 0.00041779241728759196
Position 756: 0.000373166687270802
Position 3366: 0.000353731936588824
Position 1124: 0.00034957954464913627
