Gene = Srpk79D
index = 1523
Annotated 5SS: [4747 5060 5575 5952 6333 7799 8848]
Annotated 3SS: [4837 5122 5628 6173 7246 8576 8918]
SMsplice 5SS: [1454 5060 5575 5952 7799 8848 9165]
SMsplice 3SS: [4837 5122 5628 7693 8576 8918 9217]
top_k =  1000
Partition function (log Z): 11.094133949779522

Sorted 5' Splice Sites (High to Low Probability):
Position 5575: 0.9801847745325534
Position 5952: 0.9761054130313338
Position 7799: 0.9579375759945665
Position 8848: 0.9384738438190567
Position 1454: 0.9295734350867197
Position 5060: 0.9274709504097389
Position 9165: 0.6730472700049842
Position 6333: 0.302118671625526
Position 8506: 0.2107247183282832
Position 6338: 0.2064325196321544
Position 5385: 0.18761359503887481
Position 4747: 0.15380938932595978
Position 9634: 0.07268482755526527
Position 9734: 0.06957976379887726
Position 2863: 0.04690947167567402
Position 8183: 0.04194355949687706
Position 274: 0.04077579480751332
Position 1488: 0.03864395991736355
Position 270: 0.03798240492976749
Position 9669: 0.03751910978329172
Position 7916: 0.03732890619696689
Position 9648: 0.037276170321705805
Position 8815: 0.036082620690552604
Position 2422: 0.029224651927481186
Position 8220: 0.025481127952880732
Position 8852: 0.020524628236544655
Position 9404: 0.020308628313177205
Position 9128: 0.018153833281709712
Position 8540: 0.018086672706985756
Position 9106: 0.017932222617938823
Position 6360: 0.01744203473081959
Position 7213: 0.011925348682117663
Position 9793: 0.011038457509868912
Position 3227: 0.008369446676325299
Position 7763: 0.008346674675286795
Position 8388: 0.007441168314435411
Position 6313: 0.007191942802316332
Position 266: 0.006741266198988215
Position 9839: 0.006041183572275141
Position 278: 0.006031852234024407
Position 6058: 0.0059044330249865455
Position 5336: 0.005661923597905602
Position 9091: 0.005379587546182791
Position 2456: 0.005175909100835173
Position 5284: 0.005047450593708502
Position 99: 0.005013002785383636
Position 6342: 0.0049044742208178855
Position 9502: 0.004712078323699197
Position 90: 0.004631670497773067
Position 1915: 0.004353405702236719
Position 7123: 0.0040224298898058255
Position 39: 0.003843120722728068
Position 9980: 0.0037865560912028187
Position 2027: 0.0035337719941920666
Position 8980: 0.0034885242068842096
Position 1875: 0.0033091423859737345
Position 1039: 0.003260490613966516
Position 9341: 0.0032138388791864403
