Gene = Gbs-76A
index = 1184
Annotated 5SS: [1287 7543]
Annotated 3SS: [7352 7665]
SMsplice 5SS: [1287 7543]
SMsplice 3SS: [7352 7665]
top_k =  1000
Partition function (log Z): -5.319950322470206

Sorted 5' Splice Sites (High to Low Probability):
Position 7543: 0.9587757409680703
Position 1287: 0.8356066690904906
Position 841: 0.29990714112814715
Position 8290: 0.11772054594219192
Position 8046: 0.11550925871063163
Position 7731: 0.11437854266131706
Position 10174: 0.07686456323256631
Position 8297: 0.06794243091577838
Position 8320: 0.06385171565276497
Position 1291: 0.06086443340983697
Position 3530: 0.05501019966471187
Position 183: 0.0493184945485669
Position 9678: 0.03810748168082405
Position 3450: 0.036241185158049374
Position 3366: 0.03333645194305762
Position 10206: 0.029503861053480213
Position 7549: 0.023090883231835148
Position 3410: 0.019599530208700897
Position 4375: 0.017053997493600592
Position 6544: 0.01642998999540055
Position 7561: 0.015449820702541462
Position 6648: 0.014464629822802376
Position 311: 0.013999627372729221
Position 346: 0.012750313306129916
Position 3664: 0.01259529292167446
Position 8575: 0.01219430233741063
Position 7964: 0.009153824625525666
Position 10486: 0.008645932563884429
Position 10226: 0.008372387623198715
Position 328: 0.00810741970989598
Position 3009: 0.007296425674943534
Position 10199: 0.007236288857957546
Position 7223: 0.007129483775360103
Position 4191: 0.006557747522938263
Position 8050: 0.006267788988900492
Position 7762: 0.006021451292719979
Position 3566: 0.005846107399522288
Position 8877: 0.005737302498000435
Position 5176: 0.005485331110163316
Position 317: 0.004420290978446077
Position 10526: 0.003888744802169823
Position 9290: 0.0038341971499510404
Position 11069: 0.003735656636803889
Position 3175: 0.0033679673092355503
Position 9328: 0.003268761153501095
Position 9145: 0.0031287361444209457
Position 9189: 0.0030647212405958708
Position 7567: 0.0023862986967271016
Position 1133: 0.0022917190177878227
Position 4597: 0.0021481042117334885
Position 6987: 0.0019070818027428372
Position 2291: 0.0016704307434886364
Position 2128: 0.0015449279944326425
Position 6613: 0.0014061684428704662
Position 201: 0.0013185482012969601
Position 6833: 0.0009385411317218297
Position 8911: 0.0008703033510603381
Position 5992: 0.0008269345295686149
Position 1158: 0.0008191785510815019
Position 7851: 0.0007885687223151853
Position 8497: 0.0007530327166491738
Position 695: 0.0007017626816769373
Position 8257: 0.0006981876319513737
Position 10083: 0.0005775648634509937
Position 437: 0.0005620963277027054
Position 4001: 0.0005104367260548523
Position 992: 0.0004872571453739757
Position 9771: 0.00048053915646268996
Position 843: 0.0004408745396128475
Position 10106: 0.0004117253429532797
Position 9174: 0.00038961702760169256
Position 7949: 0.0003673968880430297
Position 1047: 0.0003185044573953988
Position 2919: 0.00030598165040521193
Position 2980: 0.00025237884333957514
Position 2101: 0.00016068466473329434
Position 1564: 0.00015688666749415634
Position 2120: 0.00014451475918386355
Position 3430: 0.00011253739552744253
Position 7508: 0.00011250020622613571
Position 7857: 9.230905409807583e-05
Position 529: 8.542484241470845e-05
Position 994: 8.453567410161574e-05
Position 998: 7.904195488247876e-05
Position 1336: 7.764646529202699e-05
Position 63: 7.62701814537115e-05
Position 1739: 7.413400671930017e-05
Position 1387: 6.657091701037828e-05
Position 996: 6.189251030599883e-05
Position 115: 6.0374979565631756e-05
Position 2064: 5.3789676473577326e-05
Position 2323: 5.3748195318185814e-05
Position 1584: 4.7174253983173746e-05
Position 45: 4.608167958908091e-05
Position 2155: 4.505025416293603e-05
Position 1794: 4.4340726854022485e-05
Position 2030: 4.163939457102038e-05
Position 1488: 4.094240118334151e-05
Position 1516: 3.8971036300520305e-05
Position 3183: 3.583962397527239e-05
Position 461: 3.228173741057106e-05
Position 742: 3.121935398904619e-05
Position 3370: 2.2445337316586822e-05
Position 1960: 2.2406743614343992e-05
Position 7791: 2.2134483856377133e-05
Position 1726: 2.1594194958776567e-05
Position 1017: 1.9926687764271114e-05
Position 1614: 1.87994757396085e-05
Position 8484: 1.8232261718406544e-05
Position 2058: 1.6759397541374402e-05
Position 3560: 1.6746513339364474e-05
Position 1228: 1.2417011923254432e-05
Position 594: 1.2180158021433946e-05
Position 2718: 1.1772794755692313e-05
Position 603: 1.1381864617050785e-05
Position 2588: 1.1350396586204538e-05
Position 1467: 1.0160588900754165e-05
Position 7735: 9.935038274125044e-06
Position 8636: 9.75584992927374e-06
Position 783: 8.908115014512208e-06
Position 3211: 8.134264702993354e-06
Position 7911: 7.991099447989145e-06
Position 1865: 7.978357403472635e-06
Position 1558: 7.521644762585158e-06
Position 215: 7.175142534911069e-06
Position 365: 7.085579621363302e-06
Position 759: 6.887464492274757e-06
Position 472: 6.832049226053824e-06
Position 1548: 5.884171940366621e-06
Position 1538: 5.8036949243705395e-06
Position 1162: 5.668964866570677e-06
Position 88: 5.134307088878794e-06
Position 464: 5.010599113996127e-06
Position 1068: 4.895534306620158e-06
Position 414: 4.330303547731289e-06
Position 1633: 4.1007078710224555e-06
Position 1423: 3.0144871172092475e-06
Position 2050: 2.414626746241622e-06
Position 2265: 2.370651876934065e-06
Position 956: 2.2742325548830063e-06
Position 8095: 1.8020369643794751e-06
Position 7838: 1.6675703079520124e-06
Position 1002: 1.5846883532345348e-06
Position 775: 1.5512323878690866e-06
Position 1000: 1.0969280945567949e-06
Position 123: 9.021255334834747e-07
Position 106: 4.988619082156375e-07
Position 470: 3.563231816596924e-07
Position 7827: 1.362726741388313e-07
Position 243: 8.249846141300902e-08
Position 1323: 1.4291248405876114e-08
Position 1374: 7.110586545061486e-09
Position 498: 3.4641936962223424e-09
Position 1367: 2.867748936122136e-09
Position 1847: 1.5081080411029616e-09
Position 1023: 1.295944606552186e-10
Position 958: 6.409118440849362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7352: 0.8311851690853608
Position 7665: 0.5939140083557178
Position 7626: 0.3524166982661898
Position 900: 0.20332407587156806
Position 10060: 0.16055764986558682
Position 7363: 0.1423725818698628
Position 3073: 0.12934651440918657
Position 10315: 0.1266340317201158
Position 10599: 0.11996217080455239
Position 10940: 0.10156380004252272
Position 10280: 0.07239889511693856
Position 920: 0.05075717554271745
Position 10443: 0.03118868323669441
Position 6511: 0.031178977578876988
Position 9039: 0.025576080043791936
Position 11200: 0.022995291075549602
Position 3498: 0.022764057370965922
Position 3104: 0.01674101354776981
Position 9042: 0.015267450312864372
Position 6957: 0.01427914219022559
Position 10495: 0.01342110156302097
Position 9878: 0.01168326392110259
Position 7999: 0.011058964986169257
Position 10558: 0.009819106050840442
Position 3721: 0.008272478343923296
Position 8629: 0.008266251515098933
Position 1150: 0.007580004169364381
Position 228: 0.006978037406478434
Position 6335: 0.0069214238519204555
Position 7465: 0.006043164155563536
Position 8557: 0.0056847207981743425
Position 522: 0.00564653426680961
Position 7194: 0.005554329863366564
Position 3144: 0.005116700117474681
Position 759: 0.004997559716593246
Position 8387: 0.004633672551864033
Position 10636: 0.004595961607024041
Position 10020: 0.0043416229956129435
Position 2821: 0.004323698425212092
Position 970: 0.003562013596753217
Position 8100: 0.003021898725486323
Position 7607: 0.00299976501100675
Position 1960: 0.0028370855454489027
Position 1890: 0.002827944108793863
Position 3430: 0.002769562117845371
Position 3233: 0.0026989952070521207
Position 5784: 0.0025651262186743447
Position 3109: 0.0023566149101528675
Position 8154: 0.0021165502642424613
Position 4948: 0.002056243849428245
Position 8703: 0.002017497857208231
Position 1197: 0.001876124130788975
Position 9988: 0.0016689915054828258
Position 3478: 0.0014845603785699595
Position 8160: 0.001466842179259897
Position 1012: 0.0011854481520644868
Position 2965: 0.0010880911815346075
Position 3362: 0.0009079831932919897
Position 7078: 0.0008747181740321186
Position 480: 0.0008363355931853433
Position 1787: 0.0008171524764205919
Position 11134: 0.0007725849120556991
Position 6878: 0.0007628938065481738
Position 257: 0.0007551781317184738
Position 6887: 0.000724110682246676
Position 1093: 0.0007170466547737869
Position 5148: 0.0005923625760382658
Position 840: 0.0005633471024590707
Position 1096: 0.0005286726223501304
Position 4150: 0.0005242012467820911
Position 8103: 0.0005052044811605984
Position 8422: 0.0004726773976785973
Position 11245: 0.00046171633517058983
Position 243: 0.0004461713164467005
Position 8133: 0.00043046887989727113
Position 698: 0.00040871611715130466
Position 401: 0.00040516222226511276
Position 765: 0.0003585601830034346
Position 8440: 0.0003584350195972776
Position 879: 0.0003375205528880935
Position 1717: 0.00031532296151624714
Position 6928: 0.00031324934468092034
Position 3867: 0.0003062751859303865
Position 373: 0.0002698639493747911
Position 492: 0.0002683897390239387
Position 9393: 0.00025013629521921385
Position 8524: 0.00024910393829012564
Position 1435: 0.00024850666586221694
Position 2996: 0.00024536007642479474
Position 1387: 0.0002354066114297625
Position 1516: 0.00023511861693094243
Position 1194: 0.00022987727393817148
Position 8106: 0.00017564990338357845
Position 956: 0.00015514150454478277
Position 2158: 0.00015190611944507023
Position 3592: 0.00014474263862343916
Position 952: 0.0001415235177503097
Position 1124: 0.0001393177988556884
Position 8363: 0.00012716978081023808
Position 8409: 0.00012704482054786673
Position 118: 0.00012113667322808991
Position 9228: 0.00011725391602191432
Position 8360: 0.00010768224100810516
Position 7943: 9.25945127823507e-05
Position 8633: 8.853013824490949e-05
Position 4628: 8.519505671352224e-05
Position 594: 8.374595274420665e-05
Position 992: 7.883568949373476e-05
Position 4596: 7.578070598665203e-05
Position 1415: 7.522004077833304e-05
Position 707: 7.376349836692911e-05
Position 8211: 7.12532064138066e-05
Position 3634: 6.12810663215348e-05
Position 742: 5.871755873214499e-05
Position 695: 5.472021393385514e-05
Position 8712: 4.933717240926227e-05
Position 7758: 4.4843186783657095e-05
Position 9588: 4.480677202176891e-05
Position 3620: 4.4559648032251434e-05
Position 6756: 4.3176597864366393e-05
Position 1821: 3.59084883918271e-05
Position 3298: 3.566895588518397e-05
Position 8136: 3.5418406145316514e-05
Position 6600: 2.9414725815646175e-05
Position 2681: 2.5220187760504517e-05
Position 2002: 2.4106681527158922e-05
Position 1336: 2.0587470297820898e-05
Position 8109: 2.0045130680059827e-05
Position 5287: 1.0731127391232489e-05
Position 321: 9.530470670230658e-06
Position 2072: 7.6183203759711575e-06
Position 1684: 7.0307324761936605e-06
Position 5910: 6.7594938018037065e-06
Position 8402: 6.37251113903325e-06
Position 437: 6.340691248412027e-06
Position 141: 4.746487528045878e-06
Position 5745: 4.72327721421e-06
Position 5639: 4.5825006207606965e-06
Position 1973: 4.568344378482476e-06
Position 5731: 4.13938432815204e-06
Position 5101: 4.009836017674825e-06
Position 8776: 3.7262163591235374e-06
Position 3169: 3.2450473346955392e-06
Position 789: 2.7695416978771546e-06
Position 8398: 2.5033319213677943e-06
Position 8181: 2.2382306454863004e-06
Position 2079: 2.145196796867267e-06
Position 8121: 1.8157374133199776e-06
Position 8256: 1.7429207331676206e-06
Position 529: 1.1729591010007825e-06
Position 232: 9.511432402224157e-07
Position 8076: 8.868262994036824e-07
Position 7940: 8.355425630633867e-07
Position 7776: 6.806136266787083e-07
Position 346: 6.403522073109483e-07
Position 1017: 6.35190102740119e-07
Position 177: 5.427445983287023e-07
Position 797: 5.366582952688642e-07
Position 644: 3.319669981877483e-07
Position 7721: 3.193821543624248e-07
Position 3453: 3.170163261332872e-07
Position 8005: 2.8525204940455126e-07
Position 820: 2.5219161588627934e-07
Position 260: 2.4497982673521567e-07
Position 494: 2.3406306151315917e-07
Position 333: 2.0809780644654052e-07
Position 7755: 1.2747235881869098e-07
Position 1639: 1.1022246602111933e-07
Position 539: 5.118266878738677e-08
Position 162: 2.9291229424979982e-08
Position 8208: 2.212190357199609e-08
Position 1538: 1.7806268223732004e-08
Position 8178: 9.510085686335667e-09
Position 1133: 8.085218277814744e-09
Position 1286: 7.2087591119986315e-09
Position 1467: 4.192611189965328e-09
Position 289: 2.9063868250832067e-09
Position 215: 2.7669705667882015e-09
Position 1647: 1.809037066336281e-09
Position 938: 8.661919580015956e-11
Position 120: 1.0003802211818078e-11
Position 193: 6.326372175129337e-12
Position 174: 3.3345454466239095e-12
Position 172: 2.646854247919617e-12
Position 282: 6.130114956476581e-13
Position 88: 4.4066312042744306e-13
Position 156: 3.766716203928452e-13
Position 201: 3.397878063887721e-13
Position 187: 3.16884826918579e-13
Position 158: 2.302001099324713e-16
Position 195: 2.537815476222397e-22
