Gene = SmydA-3
index = 1509
Annotated 5SS: [ 119 1547 3299 3639]
Annotated 3SS: [1099 2968 3411 3692]
SMsplice 5SS: [ 119 3299 3639]
SMsplice 3SS: [2968 3411 3692]
top_k =  1000
Partition function (log Z): 3.6318671661026025

Sorted 5' Splice Sites (High to Low Probability):
Position 3299: 0.9946445357759512
Position 3639: 0.9428974844470973
Position 1547: 0.34457467803066094
Position 119: 0.2802734348089003
Position 1971: 0.1504296135919942
Position 338: 0.14861836041698293
Position 845: 0.11204752876973152
Position 988: 0.10946353030933328
Position 1497: 0.09295545411391941
Position 780: 0.08787844666575316
Position 2745: 0.07927010592983003
Position 1834: 0.05647858702394735
Position 340: 0.055518949024806655
Position 821: 0.03696607751333158
Position 313: 0.03426993723027504
Position 2148: 0.02922659632876856
Position 2830: 0.027348762810511004
Position 2143: 0.02398196541787362
Position 29: 0.01807038018823426
Position 698: 0.016114538583631596
Position 1761: 0.012802978511737579
Position 214: 0.007865386689288722
Position 560: 0.007834291258332248
Position 681: 0.007499712859001394
Position 509: 0.00682227759745583
Position 311: 0.006246331301422935
Position 2729: 0.006047455588553715
Position 2119: 0.0058724283053183625
Position 633: 0.0057558724439411455
Position 330: 0.005442972368349143
Position 977: 0.00505657980229996
Position 1461: 0.004534122745959242
Position 3597: 0.004174239488034432
Position 9: 0.0036214884038961283
Position 1641: 0.0035611787689555706
Position 641: 0.003115048935342549
Position 1591: 0.002891707082702175
Position 2886: 0.0026883674537702
Position 3782: 0.0026330408045308314
Position 1007: 0.002283228600049213
Position 3306: 0.0022743198596798984
Position 2604: 0.002180524763631099
Position 2401: 0.0021500530132325607
Position 342: 0.0018565974005344413
Position 1898: 0.0018394330130556222
Position 1824: 0.001740073064070517
Position 2533: 0.001613009065844334
Position 126: 0.0013880300276258688
Position 3156: 0.00116398293045737
Position 3318: 0.0011032235198942086
Position 164: 0.0010697618142212766
Position 2477: 0.000896300908981801
Position 1930: 0.0007162795133696745
Position 592: 0.0006879996908064648
Position 66: 0.0006062982188624995
Position 3081: 0.0005388737527687654
Position 12: 0.0005326372777673835
Position 344: 0.0005008867219324865
Position 2543: 0.00046915705868516604
Position 1980: 0.0004561767321662024
Position 324: 0.00040936367235258847
Position 1272: 0.0003529449262016481
Position 1415: 0.0002938322466322099
Position 411: 0.00028996407487959924
Position 1777: 0.0002863478162326012
Position 470: 0.00027887816195511873
Position 1578: 0.0002684610310601426
Position 2517: 0.00024387940879368113
Position 448: 0.00020547129508647342
Position 1908: 0.00020464716521259184
Position 1765: 0.00017699217705982877
Position 3215: 0.00017366677959703133
Position 332: 0.00017167499331560574
Position 3620: 0.00015725139588784731
Position 2368: 0.00015497876063518746
Position 1323: 0.0001494133983718347
Position 480: 0.00014446092838379075
Position 4309: 0.00014058916971948355
Position 1072: 0.0001286799451659189
Position 3171: 0.00012501464888938396
Position 2290: 0.0001228639429423753
Position 482: 0.00010577653651739752
Position 2091: 0.00010198823232616646
Position 3850: 9.823682695636484e-05
Position 1454: 9.442890616634969e-05
Position 2397: 9.330628987220281e-05
Position 2109: 8.873974354220891e-05
Position 4219: 8.809168545395582e-05
Position 1871: 8.480722569459857e-05
Position 1406: 8.433948035972635e-05
Position 1584: 8.424881476933892e-05
Position 403: 8.252950733224873e-05
Position 790: 8.037941507378384e-05
Position 1512: 7.671784039711634e-05
Position 2318: 7.164788936485004e-05
Position 714: 6.827994940046791e-05
Position 2282: 6.823030776738471e-05
Position 209: 6.81689989154723e-05
Position 3841: 6.249533175300363e-05
Position 140: 6.010947711575108e-05
Position 3523: 5.6090029410495205e-05
Position 4387: 5.206377065083296e-05
Position 2001: 5.1249943594239986e-05
Position 1599: 5.007165043827456e-05
Position 929: 4.9977236109917675e-05
Position 3303: 4.587086054363595e-05
Position 3916: 4.401260245564245e-05
Position 3153: 4.198368934909205e-05
Position 3601: 3.943337284213738e-05
Position 4262: 3.555200609994419e-05
Position 1618: 3.4744412331049714e-05
Position 1645: 3.450408858887665e-05
Position 809: 3.293630723372783e-05
Position 639: 3.286031592661264e-05
Position 1352: 3.280982978422985e-05
Position 1479: 3.273584612302197e-05
Position 2073: 3.046929333486864e-05
Position 1434: 3.017083227446691e-05
Position 1178: 2.8626891939351045e-05
Position 706: 2.4262407725187796e-05
Position 3664: 2.190664597223771e-05
Position 3335: 1.806649513996156e-05
Position 952: 1.6930375053577034e-05
Position 4026: 1.667488662077404e-05
Position 898: 1.6344344194088593e-05
Position 4168: 1.5660288233289035e-05
Position 3015: 1.5132556725991913e-05
Position 3447: 1.4909340744529674e-05
Position 3160: 1.3639599400922391e-05
Position 3592: 1.0383316301707074e-05
Position 716: 1.0349105759532619e-05
Position 3063: 9.765102617198198e-06
Position 3095: 8.911840942833874e-06
Position 34: 8.68383651567975e-06
Position 1193: 8.563248234854322e-06
Position 317: 6.747454652204188e-06
Position 628: 5.559241868542705e-06
Position 4360: 5.05674202940827e-06
Position 432: 4.932386120805069e-06
