Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  1000
Partition function (log Z): 10.30921637969653

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.9950597982163104
Position 7235: 0.9947554974388173
Position 5534: 0.9751191836653479
Position 3863: 0.9715109064513672
Position 352: 0.9323941937386597
Position 3275: 0.8565396186864406
Position 4858: 0.21481583560790976
Position 7446: 0.16541554927481011
Position 3008: 0.13880535272898417
Position 6336: 0.07537446812582327
Position 986: 0.0745970754613069
Position 3464: 0.061182239224498065
Position 2492: 0.05974437953849802
Position 952: 0.0574499651390253
Position 866: 0.03717233697450343
Position 6329: 0.0369078010647448
Position 1668: 0.027889750975394617
Position 4854: 0.0249586998471222
Position 1598: 0.01984894189085419
Position 406: 0.018448372027454352
Position 3446: 0.01794152847212614
Position 1163: 0.015923126079392107
Position 5538: 0.015261363807235653
Position 2505: 0.015021416329204739
Position 4841: 0.013666116980216483
Position 5813: 0.013596867912931876
Position 2147: 0.01048114547174102
Position 454: 0.009077047438494284
Position 402: 0.007370424538688501
Position 7397: 0.007089747517369206
Position 1502: 0.005698673608214582
Position 1148: 0.005587294153337618
Position 538: 0.005301957874295804
Position 6417: 0.005282000565259943
Position 7414: 0.005127056577709572
Position 6203: 0.004899786752609302
Position 2474: 0.004696900537687676
Position 1079: 0.0046277145888412256
Position 6615: 0.004439729243357211
Position 2126: 0.004199073812454841
Position 2930: 0.004001433083207835
Position 1180: 0.003907016085729124
Position 1098: 0.0038828775859602403
Position 4888: 0.0036219314450891766
Position 7998: 0.0036058825411121767
Position 1601: 0.0033724088551601162
Position 7239: 0.003362721782477086
Position 7406: 0.0032856152906493284
Position 410: 0.003086021056308292
Position 3728: 0.002859393075671841
Position 316: 0.0028317554617544012
Position 3680: 0.002638781512557313
Position 1035: 0.0025992699550282826
Position 6946: 0.0025805848535849774
