Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  1000
Partition function (log Z): 3.967980232130538

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9994033233893572
Position 2059: 0.9941293454124019
Position 3253: 0.9373946155856657
Position 2564: 0.9323895200641963
Position 1405: 0.10200163764249126
Position 2860: 0.09786699593724318
Position 2724: 0.06722042985547534
Position 919: 0.02649509181095621
Position 969: 0.02367897643613561
Position 578: 0.0193531906527784
Position 3229: 0.015158401814490404
Position 2851: 0.01348521897306172
Position 592: 0.0114186984739571
Position 2412: 0.009756427798216158
Position 988: 0.009722214103902704
Position 1461: 0.009381926972111019
Position 2333: 0.009007571266319412
Position 998: 0.006238975118727807
Position 1736: 0.005468811712713653
Position 460: 0.00537219459988081
Position 1132: 0.005335452744713262
Position 556: 0.005098167527348298
Position 547: 0.0033071217117859844
Position 892: 0.003022962728024534
Position 901: 0.002299854953438763
Position 670: 0.001541178359645924
Position 1016: 0.001195039588300134
Position 57: 0.0011714448505688612
Position 952: 0.0011430338826917505
Position 2035: 0.0011345685207685048
Position 731: 0.0008224407470340558
Position 1820: 0.0007734887575399414
Position 1113: 0.0006865335914200815
Position 2968: 0.000685351491288185
Position 2674: 0.0006639720140890109
Position 2833: 0.0006229743753373197
Position 1482: 0.0005764457752037513
Position 2568: 0.0004768037451343344
Position 2274: 0.0004367524739221188
Position 701: 0.000367864841584666
Position 2821: 0.0003586740417407138
Position 1067: 0.00035823395649708174
Position 1760: 0.00035275719990403266
Position 793: 0.0003330422073723086
Position 598: 0.00031247625629367574
Position 26: 0.00030941739782949784
Position 1639: 0.00030842336927781156
Position 3258: 0.0002957537172585989
Position 2294: 0.00028559139199651513
Position 1288: 0.00028307841219803626
Position 511: 0.0002753619883286089
Position 2808: 0.0002594656832643971
Position 2550: 0.00025108505939562184
Position 899: 0.00024545990213928635
Position 2906: 0.0002353129217140269
Position 1626: 0.00023387586007383844
Position 1337: 0.00021592729244207992
Position 3234: 0.00021530232796185158
Position 1021: 0.00019651695937686036
Position 844: 0.00019400455175838722
Position 1216: 0.00017953556619732964
Position 2224: 0.00017386362072978735
Position 2063: 0.00016440246543310483
Position 2787: 0.00014686011913961152
Position 3003: 0.00011763191477722898
Position 1453: 0.00011735277179498487
Position 695: 0.00011641249269633367
Position 706: 0.00011404649167389305
Position 991: 0.00011404151087584643
Position 1771: 0.00010086557510157046
Position 1684: 8.051549611779459e-05
Position 2586: 7.89000044315697e-05
Position 2414: 7.634739042015746e-05
Position 1084: 6.72405860588319e-05
Position 855: 6.363477383792544e-05
Position 168: 6.181763462071092e-05
Position 3177: 5.500521202529524e-05
Position 1442: 5.178975642357e-05
Position 2051: 4.966270679657229e-05
Position 225: 4.768479868127111e-05
Position 241: 4.7181286359208563e-05
Position 3156: 4.3213756246400064e-05
Position 2572: 4.2348510993011985e-05
Position 3435: 3.998336715868012e-05
Position 1072: 3.505150606835789e-05
Position 1369: 3.4538660584276584e-05
Position 33: 3.040195848645167e-05
Position 206: 2.5417469096756977e-05
Position 2467: 2.488393152104713e-05
Position 1572: 2.4753313232605582e-05
Position 3268: 2.4610887412476466e-05
Position 2170: 2.3641242862296794e-05
Position 208: 2.266135472812455e-05
Position 931: 1.4853818574862234e-05
Position 251: 1.463160520721444e-05
Position 3358: 1.2346905587106553e-05
Position 1033: 1.0627656540060765e-05
Position 80: 9.385369801952419e-06
Position 187: 7.4320164427551285e-06
Position 3428: 6.975279324711051e-06
Position 2038: 5.7323975671980496e-06
Position 2737: 5.596185988146091e-06
Position 3405: 4.596897719656921e-06
Position 3309: 2.482888452372508e-06
Position 162: 2.4127711877794242e-06
Position 595: 1.7218867985009786e-06
Position 787: 1.6729063716511916e-06
Position 1200: 1.419706848478282e-06
Position 2471: 1.3659244701344624e-06
Position 1036: 9.24416830508144e-07
Position 3439: 8.064464187591931e-07
Position 416: 2.00547548919012e-07
Position 2867: 1.290119778338423e-07
Position 2444: 7.628622688819589e-08
Position 502: 4.5427747538701775e-08
Position 847: 1.5333785299720896e-08
Position 650: 9.559458712229583e-09
Position 635: 7.085409225639365e-09
Position 869: 6.987447484897608e-09
Position 269: 6.565581784168698e-09
Position 193: 4.610630593894046e-09
Position 2761: 2.2461281242350145e-09
Position 352: 1.5250072504838819e-09
Position 1038: 1.0872794962780432e-09
Position 1154: 1.577748076831189e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9974253628131767
Position 3312: 0.9556291559379476
Position 2113: 0.9164741578696726
Position 2622: 0.7251260709896682
Position 2644: 0.16805584305894927
Position 2919: 0.14352370124914987
Position 1532: 0.06845419523684684
Position 2168: 0.04706446791790135
Position 2776: 0.04163152094965606
Position 1816: 0.034462380612405474
Position 1049: 0.033058474202381984
Position 1869: 0.030624555755534383
Position 2482: 0.01832983524323721
Position 1950: 0.012086480057504154
Position 991: 0.01177029696251876
Position 1620: 0.010488545610669725
