Gene = IntS14
index = 1233
Annotated 5SS: [638]
Annotated 3SS: [695]
SMsplice 5SS: [638]
SMsplice 3SS: [695]
top_k =  1000
Partition function (log Z): -8.387104388662893

Sorted 5' Splice Sites (High to Low Probability):
Position 638: 0.9923074108563025
Position 919: 0.026139511047357768
Position 1517: 0.012033269841022268
Position 1346: 0.009535083831328768
Position 986: 0.006975310553683796
Position 625: 0.003044888496428348
Position 1360: 0.002742578106921097
Position 1340: 0.0024308081135615916
Position 851: 0.001678632535694185
Position 307: 0.0008378738648293801
Position 1291: 0.0007991641396073438
Position 418: 0.0005496252554533887
Position 1090: 0.0003545251436219068
Position 668: 0.00032007631463754673
Position 328: 0.0003021458293913638
Position 1357: 0.00026083403999964156
Position 800: 0.00013899875122719548
Position 1350: 0.00013591774564132857
Position 1598: 0.00013079141901069122
Position 1439: 9.723512721002046e-05
Position 1224: 6.319041148101167e-05
Position 601: 6.286199613511726e-05
Position 843: 5.844278250099213e-05
Position 1189: 4.268822851949849e-05
Position 280: 4.21734561213177e-05
Position 1399: 2.3633371780906864e-05
Position 1856: 2.3632890181398873e-05
Position 373: 2.0319878056768082e-05
Position 1058: 1.3101173620372298e-05
Position 1801: 1.0469273588796997e-05
Position 603: 1.0074096774620537e-05
Position 510: 1.0071541472673864e-05
Position 1860: 6.006822862493201e-06
Position 678: 4.873130616500521e-06
Position 893: 4.7906082644943545e-06
Position 931: 4.770429177408745e-06
Position 1238: 3.7379294644823505e-06
Position 376: 2.631937925430781e-06
Position 393: 2.3369628878073274e-06
Position 241: 2.319323791004441e-06
Position 1295: 2.2240799040493193e-06
Position 498: 1.0442991814870264e-06
Position 1083: 2.101055213590972e-07
Position 319: 1.9021088169080177e-07
Position 145: 1.7393015768147761e-07
Position 421: 1.3470603942345678e-07
Position 337: 1.0441838746267977e-07
Position 1046: 8.830807760862667e-08
Position 680: 5.540303993971846e-08
Position 988: 5.4547744352568826e-08
Position 378: 3.690180827527947e-08
Position 1247: 3.312175839363471e-08
Position 688: 2.4035409489385443e-08
Position 819: 2.156092846102751e-08
Position 174: 1.8508153388578643e-08
Position 737: 1.7343177806741048e-08
Position 424: 1.3624493200835914e-08
Position 990: 2.118570703314384e-09
Position 387: 6.455213898553944e-10
Position 1000: 1.6776268374898232e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.929013945329155
Position 771: 0.0323476698314994
Position 971: 0.0320004307818815
Position 1389: 0.013381364711601557
Position 1570: 0.012690009181465135
Position 700: 0.009291411157863388
Position 1546: 0.008534197712332244
Position 1267: 0.0066008967434226466
Position 1454: 0.004469091549307413
Position 715: 0.002956402993470722
Position 1457: 0.00142102452336913
