Gene = Sf3b1
index = 1485
Annotated 5SS: [ 94 951]
Annotated 3SS: [ 258 1007]
SMsplice 5SS: [ 94 951]
SMsplice 3SS: [ 258 1007]
top_k =  1000
Partition function (log Z): -4.244842697787354

Sorted 5' Splice Sites (High to Low Probability):
Position 951: 0.9985176919036605
Position 94: 0.7823954843482718
Position 143: 0.0756835687849855
Position 2058: 0.0678469742550252
Position 2496: 0.0554846512922191
Position 199: 0.027344048969663807
Position 2261: 0.02566686500354872
Position 49: 0.01742051963040338
Position 2925: 0.013484304794112287
Position 33: 0.01117227779510485
Position 15: 0.0104498161721323
Position 1201: 0.010302310468733712
Position 4335: 0.00988517953869501
Position 4286: 0.008604854657073101
Position 792: 0.0068656083182398265
Position 2265: 0.005450551245268805
Position 4314: 0.003862949400410838
Position 374: 0.0026139418543253534
Position 416: 0.0018636019031374462
Position 2620: 0.0018198101161433792
Position 580: 0.0017495933222331855
Position 2675: 0.001492841467324308
Position 1734: 0.0012265620028760625
Position 1402: 0.0010962929197336456
Position 2766: 0.0008879013112744559
Position 3402: 0.000858066707917665
Position 3832: 0.000761442049520009
Position 212: 0.0006662929569790785
Position 215: 0.0005714046881667169
Position 1157: 0.000557175935126151
Position 503: 0.0004752099298066273
Position 1720: 0.00042246985103487617
Position 2794: 0.00041882366011754464
Position 24: 0.00030476051723859186
Position 2769: 0.0002686844994561693
Position 4277: 0.0002276433832032005
Position 2549: 0.00022680161324530943
Position 116: 0.0002015032101943569
Position 54: 0.00018992226048470263
Position 3343: 0.00018761401140054282
Position 608: 0.0001419431030422026
Position 3120: 0.00010689871012191927
Position 955: 9.629525110900539e-05
Position 555: 9.58231460010174e-05
Position 2094: 9.415628408994384e-05
Position 333: 9.070160340602236e-05
Position 1416: 8.734549915887494e-05
Position 2596: 8.580561259248548e-05
Position 1621: 8.223398167971154e-05
Position 1934: 6.557397489910273e-05
Position 1598: 5.7887593888453155e-05
Position 2700: 5.411161453372748e-05
Position 2757: 5.2586751240371906e-05
Position 882: 3.852975656050605e-05
Position 453: 2.557956090655284e-05
Position 3396: 2.088750389388083e-05
Position 625: 1.743099168925606e-05
Position 534: 1.608659060959441e-05
Position 1122: 1.441912561518833e-05
Position 233: 1.4398335014125103e-05
Position 2284: 1.199040183308774e-05
Position 1165: 1.1253153694331066e-05
Position 1312: 1.0976780486849283e-05
Position 801: 9.965860650143132e-06
Position 2209: 9.53656379155664e-06
Position 2052: 6.473470401582496e-06
Position 967: 6.198531030742332e-06
Position 522: 6.109495328410805e-06
Position 406: 4.9154886676413745e-06
Position 3079: 4.9097931251954905e-06
Position 1258: 4.417120300597116e-06
Position 2354: 4.341607912952833e-06
Position 2295: 3.451393188241142e-06
Position 2106: 3.2016664593957615e-06
Position 687: 3.06117629736107e-06
Position 2695: 3.0485676116667207e-06
Position 483: 1.9151289596451865e-06
Position 2121: 1.9031768812198181e-06
Position 2041: 1.7200451445009867e-06
Position 1459: 1.1937509316779524e-06
Position 1988: 9.132772364518286e-07
Position 2346: 8.989101476999895e-07
Position 2068: 6.51425457338369e-07
Position 1321: 4.1147595265142907e-07
Position 279: 3.887749745407718e-07
Position 1473: 2.4651423882231946e-07
Position 1289: 1.844868967812326e-07
Position 302: 1.7436089622110236e-07
Position 1375: 9.519282433322707e-08
Position 2124: 3.15866373496846e-08
Position 1653: 1.636988636054577e-08
Position 809: 2.2972065075961256e-09
Position 812: 1.8895710109421943e-10
Position 1045: 8.746472437923729e-13
Position 1027: 1.2027467866216466e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1007: 0.9934832241677586
Position 258: 0.9120384715935883
Position 2843: 0.056267885719686335
Position 4497: 0.0282015291268567
Position 4542: 0.014822741171462258
Position 2130: 0.014749755288877744
Position 645: 0.010359439827369022
Position 3188: 0.009527939668832426
Position 2448: 0.009335269679521653
Position 4419: 0.00882601111555103
Position 4176: 0.0083285655250008
Position 4151: 0.007003000364370966
Position 2343: 0.006696070466005617
Position 845: 0.006591173758067245
Position 3701: 0.0063965464306756205
Position 2172: 0.006218856003757099
Position 3735: 0.00472919752513661
Position 3470: 0.0043720216988280035
Position 169: 0.004037945786005207
Position 2114: 0.0030788710377672723
Position 2582: 0.0029497351829900196
Position 491: 0.0025986685382613194
Position 2169: 0.002583651237821492
Position 2729: 0.0024557647269470603
Position 4531: 0.0019745570264809893
Position 3525: 0.001825180889682499
Position 1836: 0.0017953772607738785
Position 93: 0.0017784993963721033
Position 2307: 0.0014804157366094062
Position 1020: 0.0012463509196300841
Position 2807: 0.0012451680464173247
Position 2402: 0.0009708498138731933
Position 1803: 0.0009375943068158862
Position 272: 0.0009189146909581187
Position 2236: 0.0009059948391872565
Position 3707: 0.0008558485994885706
Position 2765: 0.0007013989195919191
Position 2511: 0.0006383446481271363
Position 3245: 0.0006015299354756241
Position 2619: 0.0005674196239013865
Position 856: 0.0004174949450867586
Position 3099: 0.00041692566979970014
Position 3104: 0.0003907082930610727
Position 2891: 0.0003905006976094655
Position 2700: 0.0003427606790857776
Position 266: 0.000286500927396457
Position 1402: 0.0002723404243548463
Position 327: 0.0002656822449826601
Position 1675: 0.00026070478543266406
Position 1254: 0.00025267703548727694
Position 3485: 0.00023643486628562518
Position 2535: 0.00023238773108870243
Position 3437: 0.00018764846270310682
Position 3918: 0.00018633244540212031
Position 2639: 0.0001776650531970647
Position 684: 0.0001713915339609206
Position 2875: 0.0001688804199160728
Position 1644: 0.0001658695599951768
Position 233: 0.0001601711110064875
Position 2201: 0.00015857497494185238
Position 1478: 0.00015793094690572378
Position 2280: 0.00014537375189641348
Position 2151: 0.00012274682397055427
Position 2354: 0.00010421739136800972
Position 3234: 9.92803170950315e-05
Position 2360: 9.608442999419444e-05
Position 2594: 8.035676418669506e-05
Position 1052: 7.64066974909227e-05
Position 2984: 6.643047789727582e-05
Position 4546: 6.450643293549992e-05
Position 760: 5.769339038786615e-05
Position 725: 5.71138420112022e-05
Position 570: 5.383129892123115e-05
Position 1197: 5.248165397985059e-05
Position 2541: 4.4862799293866735e-05
