Gene = prc
index = 1849
Annotated 5SS: [  79 1026 1327 1497 1724 5083 5678 5868]
Annotated 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
SMsplice 5SS: [ 824 1026 1327 1497 1724 5083 5678 5868]
SMsplice 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
top_k =  1000
Partition function (log Z): 6.284789840401115

Sorted 5' Splice Sites (High to Low Probability):
Position 1724: 0.9893975933185587
Position 5678: 0.9870687853610035
Position 1497: 0.9290296078405778
Position 1327: 0.8892444535796744
Position 5868: 0.8777482334000404
Position 1026: 0.8626940560192369
Position 5083: 0.6401659026028655
Position 824: 0.5013534168825644
Position 79: 0.41504446106084225
Position 1981: 0.09579695155939172
Position 758: 0.09433756588135045
Position 322: 0.05991016595362176
Position 1930: 0.05787986721171218
Position 2134: 0.05533109702795356
Position 6172: 0.04372174631065489
Position 3905: 0.03550322351693867
Position 1493: 0.03455515051614075
Position 326: 0.03051600648706168
Position 1157: 0.024723242142391025
Position 6353: 0.015436432764355587
Position 4078: 0.014050054528858838
Position 2287: 0.014024296363100637
Position 514: 0.01393152711487668
Position 5935: 0.012917720373249179
Position 5843: 0.011849158901981622
Position 797: 0.011772846871448087
Position 781: 0.011147356045780682
Position 3661: 0.01073501270591205
Position 6357: 0.01050534177523278
Position 1501: 0.010115265645049184
Position 2440: 0.00997408160148777
Position 5409: 0.009910430597947308
Position 5872: 0.00912324256305722
Position 2644: 0.009041918606200709
Position 609: 0.008226792056822705
Position 211: 0.007780126710191469
Position 1507: 0.007615327037037532
Position 6350: 0.00751242445252809
Position 5884: 0.007401477673505164
Position 150: 0.007290637701081218
Position 1721: 0.007006612609038526
Position 239: 0.006702273763567452
Position 2236: 0.006334749668704597
Position 2593: 0.005783060052324946
Position 298: 0.005014647942449839
Position 538: 0.004543582495781341
Position 2950: 0.004413155723128954
Position 1867: 0.0042907369788954125
Position 6184: 0.004253758966875954
Position 4087: 0.00393695677387581
Position 1431: 0.0036905424758510432
Position 2034: 0.003620478013599638
Position 2797: 0.0033651838190858407
Position 6092: 0.0032919900390245417
Position 1688: 0.003184474314820124
Position 358: 0.002826391915839814
Position 3103: 0.002708406043269749
Position 185: 0.0027043055746706138
Position 338: 0.0025670374587598854
Position 638: 0.0025477875830146016
Position 6826: 0.002543198476464507
Position 5797: 0.002248785805933218
Position 397: 0.0020801377068489792
Position 1041: 0.0019327124502266885
Position 1331: 0.0017142273879424334
Position 456: 0.0015147057625857362
Position 305: 0.0014457787955789762
Position 1075: 0.0014182487647515824
Position 94: 0.0014099565754114706
Position 601: 0.0013551216292082007
Position 1338: 0.0011629103203672365
Position 519: 0.001139635283693146
Position 4977: 0.0010945132558668285
Position 512: 0.0009779616050360448
Position 571: 0.0009702877428705289
Position 1077: 0.0009587249172771579
Position 1129: 0.0009506180131914348
Position 1334: 0.0008705012552100474
Position 1107: 0.0008385329373336566
Position 216: 0.0008323083276782516
Position 527: 0.0007627069277284462
Position 1097: 0.0007583691349754338
Position 2071: 0.0007015518721281198
Position 3427: 0.0006074556450743285
Position 1102: 0.0005811758434134227
Position 2172: 0.0005677085806368391
Position 465: 0.0005560510126150306
Position 1495: 0.0005267156973901924
Position 6019: 0.000525696662323484
Position 6612: 0.00039246251246887967
Position 3670: 0.00038843235624875323
Position 5361: 0.00035735440926920565
Position 6066: 0.0003525194428554575
Position 855: 0.00032613594893539713
Position 5948: 0.00027499040160629414
Position 5945: 0.00017427018015475212
Position 6579: 0.00016040759852826905
Position 324: 0.0001428278172598901
Position 83: 0.00014151956462462882
Position 1030: 0.00012491864185672886
Position 6078: 0.00012122224336927424
Position 5847: 0.00011918051000473402
Position 857: 9.456326747836992e-05
Position 5650: 8.877576310624736e-05
Position 7059: 8.81887122396543e-05
Position 762: 8.05324056663143e-05
Position 256: 8.020920463467015e-05
Position 6677: 7.285877445125283e-05
Position 5906: 6.610479912581561e-05
Position 1064: 6.294623918739196e-05
Position 5644: 5.4198707854128975e-05
Position 1120: 5.1284536553605086e-05
Position 2031: 3.0783830333678476e-05
Position 6385: 2.9613105570945827e-05
Position 96: 2.7463048142186216e-05
Position 1728: 2.596450375179719e-05
Position 2187: 2.5344951505987215e-05
Position 6777: 2.439473725038474e-05
Position 1731: 2.33402454157142e-05
Position 340: 2.0605722908268298e-05
Position 3376: 1.8883916709807187e-05
Position 5484: 1.5544327733068916e-05
Position 939: 1.4653210132634912e-05
Position 2697: 1.2985827707790544e-05
Position 5256: 1.1746390282978835e-05
Position 889: 1.171321706054111e-05
Position 2377: 1.1288538560110026e-05
Position 3562: 1.1267816072963186e-05
Position 1846: 1.0793561165596674e-05
Position 2850: 1.0023798093695796e-05
Position 2224: 8.707058130837414e-06
Position 2530: 8.001009996981945e-06
Position 1577: 7.681072113680534e-06
Position 1277: 7.628571355053235e-06
Position 5365: 7.397582242630711e-06
Position 644: 3.1567326523211687e-06
Position 15: 2.69794001497961e-06
Position 642: 2.4784263504356485e-06
Position 1899: 2.3489111805077784e-06
Position 1079: 2.2488341543241963e-06
Position 3616: 2.1705965182082535e-06
Position 1254: 1.92333246823203e-06
Position 1161: 1.8604198161357786e-06
Position 897: 1.5426950695924933e-06
Position 1881: 8.395928754415056e-07
Position 5747: 6.941752022945485e-07
Position 1670: 4.4019094058658503e-07
Position 5990: 1.0402916602527995e-07
Position 6572: 9.792372180339135e-08
Position 6101: 9.760852362243176e-08
Position 6566: 9.748974118004951e-08
Position 2085: 6.770571301135804e-08
Position 6201: 5.853651913655887e-08
Position 5969: 5.281634905929751e-08
Position 5337: 2.5813646780505707e-08
Position 3631: 2.5508086882680395e-08
Position 1619: 9.128071812137028e-09
Position 6452: 6.2562803295350445e-09
Position 6433: 4.031910864922245e-09
Position 6475: 3.153147549221761e-09
Position 1830: 2.860177637760691e-10
Position 18: 8.24111680016714e-11
Position 1746: 4.6479034459701866e-11
Position 1593: 4.396819259674858e-11
Position 990: 7.900490796455801e-12
Position 1417: 4.58455435549189e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5741: 0.9971619224983803
Position 1558: 0.9868874971676239
Position 6237: 0.9657263386858113
Position 5136: 0.9466532954148226
Position 1392: 0.9377811585841688
Position 1779: 0.8557266531949039
Position 889: 0.8038692318304816
Position 1267: 0.7682971196714273
Position 620: 0.2739259777139392
Position 4077: 0.0511691727143045
Position 3974: 0.04136724221250381
Position 4143: 0.035805957912065776
Position 1156: 0.033893348156610034
Position 1300: 0.02954949388145585
Position 751: 0.027947153695198117
Position 678: 0.019172847275229964
Position 256: 0.013646179915632993
Position 485: 0.013569298072296886
Position 7141: 0.013288489798788957
Position 684: 0.010162853751561507
Position 5471: 0.009745215442222017
Position 4434: 0.009312198908148597
Position 214: 0.008647258326715352
Position 4673: 0.007340382257983175
Position 937: 0.006739053228017786
Position 5178: 0.006713789941554173
Position 6556: 0.005808586599008225
Position 1095: 0.005397001725431322
Position 1200: 0.005293889776995351
Position 6632: 0.004639159264792041
Position 1219: 0.0036857867159169238
Position 282: 0.0036396426860521424
Position 1132: 0.0035801584622397104
Position 2249: 0.0034647740496885067
Position 649: 0.003375943123045219
Position 1224: 0.0028542141540037593
Position 4296: 0.002818603003552226
Position 4782: 0.0028138485336001093
Position 1129: 0.0026768355573099393
Position 6433: 0.002356450581423267
Position 6267: 0.00235636901330369
Position 5990: 0.0022541406246366366
Position 5927: 0.0022329497935008936
Position 7062: 0.0020514409998277448
Position 568: 0.0017922065479040756
Position 5450: 0.0015880874094081126
Position 6003: 0.0014224365169616504
Position 512: 0.001203646764828301
Position 1359: 0.0011572003558977758
Position 6488: 0.0011485915717033876
Position 5644: 0.0011284062437761121
Position 7089: 0.0009692197517657821
Position 6475: 0.0009531213262375822
Position 402: 0.0008626868738416749
Position 6868: 0.0008561050055154342
Position 6297: 0.0008434039101433974
Position 1651: 0.0007872150722509897
Position 6448: 0.0007590176631552954
Position 5336: 0.0007185829794712267
Position 776: 0.0006659931460083093
Position 6513: 0.0006487612413957788
Position 6057: 0.0006386700259794033
Position 1994: 0.0006256622976845274
Position 6706: 0.000471258878373612
Position 6691: 0.00046994424817637536
Position 143: 0.00043906138197349995
Position 6694: 0.0004217541526561875
Position 1235: 0.0004121426215283483
Position 7059: 0.0004047216306202301
Position 1175: 0.00040255386394699526
Position 6756: 0.0003770781323224436
Position 6904: 0.000348324724809777
Position 6871: 0.00032661945582097775
Position 703: 0.00031691610430631086
Position 351: 0.000311016300567656
Position 298: 0.0003068743095827888
Position 1161: 0.0003042077417745389
Position 721: 0.00025194781535842285
Position 1284: 0.00025064546888661684
Position 6549: 0.0002500147037098831
Position 3389: 0.00024282883400834196
Position 519: 0.00023729777004422633
Position 6427: 0.000222143583525169
Position 1581: 0.00021647642861753424
Position 1753: 0.00020426508321225897
Position 2235: 0.00019404238969892212
Position 1100: 0.00018857245913875124
Position 6091: 0.00018078822876546754
Position 595: 0.0001725516591491774
Position 1435: 0.00017118256550335899
Position 6807: 0.00017077349799174974
Position 1398: 0.00011965868387183874
Position 756: 0.00011287817965642106
Position 6886: 0.00010809153549282567
Position 6560: 9.989106086045877e-05
Position 6532: 9.910444462298965e-05
Position 7073: 9.61180211049164e-05
Position 5810: 9.272741069424887e-05
Position 3797: 8.112210992865095e-05
Position 2045: 7.914365591564222e-05
Position 1097: 7.905816837995184e-05
Position 5714: 7.866617205234758e-05
Position 150: 6.208189878968979e-05
Position 6737: 6.177110282260965e-05
Position 1172: 5.891445441940361e-05
Position 1943: 5.750205214563832e-05
Position 1603: 5.374720693413383e-05
Position 584: 5.018246720466876e-05
Position 3656: 4.846597890619385e-05
Position 1587: 4.445945703654718e-05
Position 5843: 4.3660747626943486e-05
Position 1655: 4.0383521751810386e-05
Position 2300: 3.968883842955058e-05
Position 6731: 3.875718456574853e-05
Position 6592: 3.603428257765133e-05
Position 1140: 3.2582883284296935e-05
Position 129: 3.0546400573592676e-05
Position 1841: 2.3965704333106048e-05
Position 313: 1.9630039001851597e-05
Position 6836: 1.8708317478172533e-05
Position 816: 1.8413718310247845e-05
Position 1797: 1.68213446343428e-05
Position 1417: 1.6048792990360574e-05
Position 3116: 1.5225157335859e-05
Position 6607: 1.4050442322135788e-05
Position 797: 1.3524973890622812e-05
Position 3587: 1.2287650109736375e-05
Position 6385: 1.197128955061174e-05
Position 781: 1.1889288226584819e-05
Position 6398: 1.155753741765136e-05
Position 2147: 8.740255237688057e-06
Position 1411: 7.3738820979571705e-06
Position 5791: 4.901553650222548e-06
Position 808: 4.434838179472004e-06
Position 2453: 4.266112647908707e-06
Position 2810: 3.769390732422495e-06
Position 578: 3.7377425635153045e-06
Position 3440: 3.525456949666873e-06
Position 216: 1.386248042894613e-06
Position 1511: 1.056939205287167e-06
Position 5796: 9.160514011524978e-07
Position 1709: 8.063231345546167e-07
Position 821: 6.884174427745212e-07
Position 155: 4.0629517203921714e-07
Position 1501: 2.55749981808156e-07
Position 322: 1.5885579092028585e-07
Position 6172: 1.419562680470817e-07
Position 1819: 8.303922068314221e-08
Position 6251: 4.3711243662156666e-08
Position 61: 4.316535662993895e-08
Position 162: 4.02113200596919e-08
Position 6289: 3.959322709112216e-08
Position 1806: 3.8919514062793164e-08
Position 2096: 3.753386338929926e-08
Position 1907: 3.031699594317359e-08
Position 5847: 4.690538996348625e-09
Position 1830: 3.2805918618089437e-09
Position 70: 3.120571260331035e-09
Position 90: 9.589819289938502e-10
Position 2759: 7.710436566966992e-10
Position 107: 3.188279364406063e-10
Position 2555: 9.926374645767968e-11
Position 79: 8.255915906562706e-11
Position 2198: 3.2098995221984625e-11
Position 2001: 1.1551983261560288e-11
Position 111: 3.13274006087314e-12
Position 2023: 1.2936041405063466e-12
Position 1921: 5.014767704593364e-13
Position 118: 7.286817527676116e-14
Position 120: 1.4609325046150367e-15
