Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  1000
Partition function (log Z): 66.99550685778368

Sorted 5' Splice Sites (High to Low Probability):
Position 32454: 0.9993991016923924
Position 35673: 0.9992688862131374
Position 35293: 0.9986176472239171
Position 10862: 0.9984299835704231
Position 25331: 0.9976195497934451
Position 25186: 0.9974076726325496
Position 22980: 0.9969075172555837
Position 32729: 0.9963875326263086
Position 28157: 0.9955268724580736
Position 35026: 0.991847883771796
Position 34452: 0.985950921306683
Position 28894: 0.9824285689331763
Position 1196: 0.9742487795871717
Position 28475: 0.9109946656520256
Position 23512: 0.8860948213163204
Position 19020: 0.7074145712092204
Position 23632: 0.3273871590136002
Position 9670: 0.3012076388803956
Position 34041: 0.28633630672286875
Position 3962: 0.23224399280595484
Position 24558: 0.22850846086078308
Position 24990: 0.20612857619985084
Position 23941: 0.17190171963310258
Position 27870: 0.16343957388928967
Position 3166: 0.14230042564230075
Position 27381: 0.09039840966212798
Position 10411: 0.06686399321817534
Position 50: 0.06473901008988335
Position 36000: 0.05197064618103671
Position 24851: 0.05093292772896516
Position 2543: 0.050908561873851454
Position 30432: 0.04965279522527696
Position 25700: 0.04915581580076461
Position 24679: 0.04743330096158749
Position 36481: 0.046803983574179774
Position 24973: 0.04613361173083338
Position 23315: 0.045544488316911616
Position 26203: 0.04376790093133694
Position 29602: 0.04082033003052925
Position 10639: 0.03821705929525782
Position 24847: 0.03803521095054327
Position 31946: 0.03790906165348255
Position 34240: 0.0378793824992227
Position 30041: 0.033847806022255886
Position 30277: 0.0335791014316045
Position 19302: 0.03206538142664513
Position 34066: 0.031856764258346895
Position 2908: 0.029453485899343438
Position 36138: 0.02935950067688199
Position 19895: 0.028798056122413446
Position 35985: 0.027908528443492942
Position 19083: 0.02734600934504044
Position 32068: 0.027199222645049197
Position 23286: 0.026538112112360162
Position 147: 0.026140848089321416
Position 18673: 0.02537739228768631
Position 34074: 0.024822473372694553
Position 345: 0.023246751300881524
Position 492: 0.022599123398425246
Position 27208: 0.021753221344728856
Position 23324: 0.021748700890287864
Position 35947: 0.020409909904409038
Position 24776: 0.01951339545293
Position 31490: 0.018967361361230346
Position 26727: 0.017226825266211613
Position 31263: 0.01674158716906374
Position 20399: 0.014078689268532287
Position 27431: 0.013402089876582325
Position 2547: 0.013328630091318483
Position 3916: 0.013080026739848045
Position 11930: 0.01305810690934393
Position 24790: 0.012257658067253235
Position 12792: 0.012048114152944215
Position 2209: 0.012029066164202675
Position 34472: 0.01149045321999699
Position 10471: 0.01080629400129154
Position 864: 0.009827522569755782
