Gene = Pino
index = 1382
Annotated 5SS: [  150   825 11510 12513]
Annotated 3SS: [  607 11436 12262 13009]
SMsplice 5SS: [  150   825 11510 12513]
SMsplice 3SS: [  648 11436 12262 13009]
top_k =  1000
Partition function (log Z): -1.120989797748304

Sorted 5' Splice Sites (High to Low Probability):
Position 12513: 0.9729905543190207
Position 11510: 0.9234510996050463
Position 825: 0.9128251601876437
Position 150: 0.7639452272956072
Position 1788: 0.08100694606123515
Position 405: 0.07605394934644273
Position 12184: 0.06935110166348639
Position 2101: 0.06876508303855182
Position 12045: 0.0369303261279797
Position 2025: 0.022793375557126978
Position 6828: 0.02218085638060737
Position 11680: 0.021574997805728035
Position 11884: 0.021077951531704903
Position 13390: 0.02028785026749852
Position 7466: 0.013662708867810161
Position 12499: 0.008749099165875919
Position 7072: 0.008727329353737991
Position 1105: 0.008625632808935732
Position 12190: 0.008615468682820109
Position 11894: 0.007100213014299634
Position 523: 0.005599310729355554
Position 6540: 0.005465254096752949
Position 1585: 0.0054503594130859085
Position 13557: 0.005244033859045988
Position 2696: 0.0051907021548105335
Position 3480: 0.005025868839120312
Position 7872: 0.004973032905752167
Position 11877: 0.004205089715091051
Position 7580: 0.0036143560742746034
Position 3534: 0.0031713055809063154
Position 154: 0.0029157249176295728
Position 11553: 0.002617573693242211
Position 12923: 0.0025050058658538992
Position 10910: 0.0025006943946198363
Position 6788: 0.0022409357815026164
Position 11514: 0.0018273430334411554
Position 5213: 0.0018270774670491293
Position 11754: 0.0018266022290431246
Position 12817: 0.0017733388171050986
Position 386: 0.00175196921994663
Position 1770: 0.001524000484729539
Position 214: 0.0015168716526596654
Position 13700: 0.0014930301432760037
Position 13678: 0.0014515004827392326
Position 11761: 0.0014268621363201274
Position 1109: 0.0013830123130400141
Position 1719: 0.001269303050399912
Position 1904: 0.0012418953587944417
Position 6840: 0.0012009904887118992
Position 13424: 0.0011370700338591791
Position 176: 0.001136438182329503
Position 13943: 0.0011167619845072045
Position 11898: 0.0010135324132968066
Position 11888: 0.0009820503452294888
Position 6099: 0.0009089575721635054
Position 5664: 0.0009038215011880231
Position 1529: 0.000833387885646653
Position 9416: 0.000719327552174993
Position 6730: 0.0006200476225148287
Position 6103: 0.0005980708670256887
Position 3176: 0.0005717687602162174
Position 3684: 0.0005293186562322662
Position 3530: 0.0004843773287196242
Position 555: 0.000472787592090935
Position 12035: 0.00046959543536050785
Position 12798: 0.00044128101572770144
Position 995: 0.00040511739207038964
Position 11892: 0.0003882200858123179
Position 13812: 0.0003635305421507698
Position 2194: 0.0003606088077122899
Position 12848: 0.00033015099897172704
Position 12833: 0.00032757950395142116
Position 13776: 0.00031896658110954797
Position 12027: 0.000314165771434931
Position 13711: 0.0002952476084528799
Position 12467: 0.0002711740392538531
Position 1287: 0.0002621907663956779
Position 527: 0.00025230896463743056
Position 12558: 0.000247534093644177
Position 142: 0.00024305962530904977
Position 1900: 0.00020630303995705204
Position 11637: 0.00019398638383058594
Position 587: 0.0001611052788470956
Position 11804: 0.00015793435059456793
Position 1778: 0.00015003987711120542
Position 2044: 0.00014991413950500994
Position 449: 0.00012031027489113197
Position 39: 0.00011181806286071927
Position 12390: 0.00010696792606625509
Position 843: 0.000105596329680602
Position 2010: 0.00010429537918986209
Position 1763: 0.00010349138547717259
Position 12436: 0.00010149852360943414
Position 12690: 9.99033843336764e-05
Position 6218: 8.836385192103322e-05
Position 12479: 8.733803551635789e-05
Position 12303: 7.343601177159044e-05
Position 13999: 7.282100323419221e-05
Position 1350: 6.469820090463936e-05
Position 12855: 6.192309418107784e-05
Position 1851: 5.099970958902774e-05
Position 1298: 5.0204782083690536e-05
Position 422: 4.6133574848579254e-05
Position 1620: 4.6108925929525727e-05
Position 393: 4.54601682839724e-05
Position 847: 4.105276277887489e-05
Position 14143: 3.292920666992127e-05
Position 829: 2.970929699045482e-05
Position 12628: 2.876631608984638e-05
Position 13594: 2.8372984275117796e-05
Position 1563: 2.79300155519597e-05
Position 315: 2.3668931363396736e-05
Position 1518: 2.2242216258290777e-05
Position 424: 1.8725359496457703e-05
Position 1229: 1.8099178389519062e-05
Position 1050: 1.6545743560623912e-05
Position 13820: 1.5140620630760826e-05
Position 3043: 1.4863740831096396e-05
Position 383: 1.358066755575301e-05
Position 13669: 1.344919807374633e-05
Position 83: 1.3260377205390053e-05
Position 12277: 1.1736822693190108e-05
Position 1831: 9.313076494843758e-06
Position 1167: 9.23703412771454e-06
Position 2412: 9.035039047227692e-06
Position 1113: 7.100432675334826e-06
Position 2022: 6.229001791282642e-06
Position 14149: 5.93463994182741e-06
Position 133: 5.115868817510768e-06
Position 451: 4.573686314753003e-06
Position 539: 4.4978140168273525e-06
Position 1310: 4.116625307767382e-06
Position 1319: 3.860580384227006e-06
Position 44: 3.2820774489607507e-06
Position 2866: 2.918072711332524e-06
Position 3180: 2.7986829925096052e-06
Position 381: 2.278987979407015e-06
Position 1223: 1.9920809289687226e-06
Position 15: 1.2804902149125305e-06
Position 1327: 1.0078825822252077e-06
Position 968: 9.889439489879086e-07
Position 411: 9.785542141979003e-07
Position 748: 9.335083527676849e-07
Position 525: 7.517905537224615e-07
Position 1425: 5.940690346148432e-07
Position 122: 5.383758669462042e-07
Position 683: 5.18002163317373e-07
Position 880: 4.7292304016524887e-07
Position 1434: 4.250698507237984e-07
Position 371: 3.6228513116817137e-07
Position 88: 3.617333786937827e-07
Position 1028: 2.7553091531467376e-07
Position 998: 2.5691216285771223e-07
Position 13379: 1.4785272897709948e-07
Position 894: 1.0701226902281826e-07
Position 13655: 8.704031704804469e-08
Position 362: 5.3888096964364444e-08
Position 13504: 4.617966920777833e-08
Position 13437: 4.555076407890212e-08
Position 716: 3.713720854737137e-08
Position 722: 4.990376133317842e-09
Position 920: 3.0629911117942492e-09
Position 1739: 2.8731085467114527e-09
Position 1181: 2.6584564269913344e-09
Position 1197: 2.1368268371709165e-09
Position 773: 7.513345924541502e-10
Position 903: 6.961483152341708e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13009: 0.9894601807056105
Position 11436: 0.9585978965813755
Position 12262: 0.8649818595913847
Position 648: 0.4090064843267412
Position 11573: 0.21663612465654583
Position 645: 0.16342748395296916
Position 551: 0.11706336729045524
Position 880: 0.04693896880798565
Position 6596: 0.04459929066503788
Position 12297: 0.031972720920685115
Position 340: 0.027885379122157213
Position 1401: 0.025262820725400332
Position 1219: 0.025074795029557537
Position 1890: 0.02092813909372912
Position 917: 0.019797438250330243
Position 675: 0.01761374004603867
Position 2096: 0.017453886591976026
Position 13445: 0.013024167083082594
Position 607: 0.012528840752417308
Position 11717: 0.01096536381758086
Position 1928: 0.008275714654512345
Position 3277: 0.007962692365582108
Position 1859: 0.007925337229441286
Position 13621: 0.007141932669237151
Position 12740: 0.006216705305347976
Position 5513: 0.005414724682212502
Position 242: 0.004785537701263231
Position 1822: 0.004590072132778206
Position 10591: 0.0045385893501002
Position 651: 0.004075083852139572
Position 1347: 0.00400721796155845
Position 318: 0.0036587378065298017
Position 13023: 0.0034848309153297035
Position 13471: 0.0031131505241476934
Position 5911: 0.002738961036077295
Position 944: 0.002728687464146815
Position 7210: 0.0025458112879896836
Position 1951: 0.0025396368286053493
Position 974: 0.0024156486202152353
Position 7140: 0.0023988028917702195
Position 885: 0.002388425441433577
Position 13873: 0.0022328989990485
Position 1964: 0.0020307885640818415
Position 13823: 0.0019160691301329268
Position 1179: 0.0018627477713568912
Position 6641: 0.0017149652965963923
Position 7295: 0.0016664788695495976
Position 6977: 0.0016487197676441593
Position 11796: 0.0015677644145093725
Position 566: 0.001419498369709013
Position 506: 0.0013590838374567579
Position 381: 0.001244351212342443
Position 13843: 0.0011833562996328064
Position 1979: 0.0010189661685759634
Position 5164: 0.0010170285362988906
Position 923: 0.0009481332739004609
Position 13643: 0.0009468689350867297
Position 621: 0.0008965873664986541
Position 694: 0.0008494285872427901
Position 1680: 0.0008381195579940681
Position 12573: 0.0008281413350993918
Position 13746: 0.0007909392977835397
Position 7372: 0.0007868259602095238
Position 251: 0.0007722642966816405
Position 8861: 0.0007193528873004099
Position 2503: 0.0006868990008915114
Position 378: 0.0006587300653266484
Position 7401: 0.0006434462140737527
Position 14235: 0.0006276127352036404
Position 518: 0.000604970524750095
Position 14008: 0.0005943855180681474
Position 1156: 0.0005338752785849694
Position 5059: 0.00043934549949671754
Position 13536: 0.00043393084769646414
Position 13729: 0.0004256773345511921
Position 691: 0.00040106891896517856
Position 571: 0.0003883893709018204
Position 2163: 0.00037648339718130504
Position 1695: 0.00037369254627166854
Position 12232: 0.0003702780072995185
Position 12625: 0.0003664248266390741
Position 5040: 0.0003661944319578882
Position 7331: 0.00035259401321996486
Position 12136: 0.0003430429894617685
Position 1197: 0.00034237470341064234
Position 14028: 0.00030806875325352904
Position 13549: 0.0002901755473886421
Position 11018: 0.000286530136491905
Position 7688: 0.00028268041164984013
Position 12427: 0.0002575398792715485
Position 11985: 0.0002520017219158247
Position 3008: 0.00022428110923013658
Position 6586: 0.0002129242220102869
Position 11035: 0.00020866595135921593
Position 12851: 0.00020233062625949982
Position 11118: 0.0001993872528823826
Position 13053: 0.00019297389558524646
Position 1618: 0.00018863588158320326
Position 11650: 0.00018071508801233933
Position 7518: 0.00017856865239047328
Position 12952: 0.00017548598487262745
Position 13452: 0.00015688925718637274
Position 1105: 0.00014391002540520062
Position 13627: 0.0001286725817984364
Position 654: 0.00011534006227603272
Position 10811: 0.00011022323479362559
Position 1894: 0.00010900117758157651
Position 1800: 0.00010590290642998733
Position 13752: 0.00010260553198690105
Position 2047: 0.0001017254607767613
Position 393: 0.0001014280245994277
Position 419: 7.463576024950431e-05
Position 1992: 7.460023261007051e-05
Position 13028: 6.285250114624024e-05
Position 1408: 6.169902973434543e-05
Position 2137: 5.123925216425729e-05
Position 12923: 4.708791008533304e-05
Position 11583: 3.950598900423566e-05
Position 221: 3.106994854697536e-05
Position 13624: 2.9631605151305224e-05
Position 12825: 2.6244658545199304e-05
Position 1016: 2.342916089349767e-05
Position 1477: 2.276854619333654e-05
Position 11807: 2.210346912695546e-05
Position 12773: 1.696554303215597e-05
Position 13847: 1.4847837916682884e-05
Position 957: 1.4469786562183609e-05
Position 12658: 1.3073934187584789e-05
Position 2765: 1.1445203171846151e-05
Position 13459: 1.084379558341619e-05
Position 267: 8.67148501891148e-06
Position 995: 7.91712197318372e-06
Position 13297: 7.744147409789766e-06
Position 3083: 7.32599873163603e-06
Position 1372: 6.401613760980734e-06
Position 1557: 5.383608539081523e-06
Position 14259: 4.862550146785222e-06
Position 4917: 4.510552905409373e-06
Position 191: 3.779161000995116e-06
Position 697: 3.7119973822428564e-06
Position 118: 3.681455749258657e-06
Position 1298: 2.2663397642224245e-06
Position 1468: 1.0873956416716602e-06
Position 390: 8.665928754112344e-07
Position 657: 4.923633585935881e-07
Position 2522: 4.6987225251904255e-07
Position 754: 3.920247519746709e-07
Position 2029: 2.999637847894161e-07
Position 811: 2.017042306427382e-07
Position 1900: 1.6414036756583727e-07
Position 928: 8.768141932508815e-08
Position 409: 4.485220599355764e-08
Position 142: 4.437565121609786e-08
Position 824: 2.2926484782118528e-08
Position 7987: 2.0462425241065846e-08
Position 149: 1.4466684738808504e-08
Position 184: 1.2785516042354429e-08
Position 748: 1.2482263685640246e-08
Position 163: 6.198987070968367e-09
Position 860: 3.38184501016568e-09
Position 402: 7.111493266848879e-10
Position 4225: 1.9001206733501144e-10
Position 4278: 1.502670690711385e-10
Position 4005: 1.0201771778544686e-10
Position 4033: 8.17436637975809e-11
Position 154: 5.986156522731761e-11
Position 170: 1.3484206385252656e-11
Position 165: 1.2442959707705399e-12
Position 131: 4.913849675406025e-17
Position 158: 4.354365709377975e-19
