Gene = PHGPx
index = 1356
Annotated 5SS: [ 448 1919]
Annotated 3SS: [1594 1985]
SMsplice 5SS: [ 448 1289 1919]
SMsplice 3SS: [1077 1594 1985]
top_k =  1000
Partition function (log Z): 1.9050158893338631

Sorted 5' Splice Sites (High to Low Probability):
Position 1919: 0.9980527439639052
Position 1289: 0.9636272539208925
Position 587: 0.2561130551980307
Position 448: 0.2520167261691688
Position 103: 0.20810611701724835
Position 1014: 0.15380772178116323
Position 177: 0.07100972967025196
Position 581: 0.04380385312436093
Position 58: 0.02475065567668687
Position 530: 0.022709016358815906
Position 713: 0.022317746570260564
Position 602: 0.008988732923977318
Position 546: 0.008654416641054007
Position 1293: 0.008080231983807794
Position 2191: 0.006904418803134128
Position 402: 0.006707702217443623
Position 192: 0.0062068142348013075
Position 998: 0.006088999714545922
Position 2174: 0.005338655190925679
Position 259: 0.005044482905498565
Position 687: 0.003962831508213942
Position 426: 0.00377220238167448
Position 781: 0.00350861615593065
Position 1783: 0.0029808035645555305
Position 639: 0.0027839860743061003
Position 1064: 0.0020254360852111275
Position 764: 0.0016801562838103085
Position 619: 0.0014422875697564365
Position 1223: 0.0007155621740310996
Position 1703: 0.0006573607867461002
Position 297: 0.0006135194869547023
Position 555: 0.0004957843228039632
Position 591: 0.0004884371919430499
Position 364: 0.0004810164565527024
Position 793: 0.00042873206728673475
Position 1439: 0.0004116472284475904
Position 550: 0.0003764361078733589
Position 1732: 0.00031864251614920313
Position 339: 0.0002989621266433834
Position 1690: 0.0002857718104218362
Position 976: 0.00027846874521736647
Position 912: 0.0002467617802271762
Position 66: 0.0002461017276104378
Position 920: 0.00023728666840709987
Position 1470: 0.00019284078569602607
Position 607: 0.00017470897095473448
Position 1182: 0.00015485352963008308
Position 788: 0.000140169542862291
Position 2091: 0.00013529247729718083
Position 719: 0.00013043952104178962
Position 2180: 0.00012705410674463614
Position 171: 0.00011184087307942852
Position 348: 0.0001093098943305919
Position 15: 8.876654338319449e-05
Position 1715: 8.55004486232103e-05
Position 213: 7.021729610540996e-05
Position 681: 6.242443962592437e-05
