Gene = DCX-EMAP
index = 1122
Annotated 5SS: [ 1176 28115 35323 35992 36202 36491 36648 37111 37613 38099]
Annotated 3SS: [27919 35205 35602 36051 36318 36551 36711 37194 37701 38219]
SMsplice 5SS: [ 1176 28115 35323 36202 36491 36648 37111 37613 38099]
SMsplice 3SS: [27919 35205 35602 36318 36551 36711 37194 37701 38219]
top_k =  1000
Partition function (log Z): 29.31356089363855

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.9999737654052894
Position 36202: 0.9994755017947415
Position 37111: 0.999285658133571
Position 36648: 0.9978190991689574
Position 38099: 0.9977606337922112
Position 36491: 0.9970275597589869
Position 35323: 0.9711283914835664
Position 37613: 0.9124810513141333
Position 28115: 0.5263103526980711
Position 35992: 0.4935709985444537
Position 37573: 0.06309146075184907
Position 38840: 0.027989160598932018
Position 37634: 0.015813098957899147
Position 37857: 0.013092253089413435
Position 38506: 0.011028690008292501
Position 38585: 0.010186443617699636
Position 38409: 0.005584648032062167
Position 38477: 0.005479843266550131
Position 37640: 0.0036854106355517944
Position 38350: 0.003353546848104949
Position 37324: 0.0028910839778600816
Position 37626: 0.0027681636314193943
Position 38154: 0.002094935913858605
Position 39002: 0.002026905295671548
Position 38496: 0.0018831074343611518
Position 8184: 0.0018389207823529844
Position 37785: 0.0011201175003621494
Position 38578: 0.0007809049679256264
Position 37327: 0.0007007903735771737
Position 38767: 0.0005193577473816636
Position 36464: 0.0004799491607257586
Position 37464: 0.0004466731863754501
Position 38731: 0.00041119019900977136
Position 36199: 0.0003512947137547572
Position 38420: 0.0002979541351100023
Position 38323: 0.00028478826870618747
Position 36447: 0.00028393427016142183
Position 38352: 0.0002696914644239706
Position 38485: 0.00024780020628991246
Position 36652: 0.00022585441355072865
Position 38805: 0.00019920545913797573
Position 37848: 0.00019443009800229982
Position 37457: 0.00017877103682181837
Position 36898: 0.00016867509861209892
Position 37350: 0.00014884460045876021
Position 36459: 0.00013180225358205876
Position 38947: 0.00012808084360093827
Position 38455: 0.00011885275829259798
Position 38573: 0.00010712233265916952
Position 38298: 9.685436214033244e-05
Position 36206: 8.293052909632423e-05
Position 38263: 7.344488945740841e-05
Position 38103: 5.41861137459511e-05
Position 38068: 4.452095190195528e-05
Position 37150: 4.4000067371930394e-05
Position 37735: 4.2391920562171984e-05
Position 36495: 3.947291379178067e-05
Position 37216: 3.7968639952403454e-05
Position 36223: 3.388677835079107e-05
Position 36642: 3.033784664601882e-05
Position 37267: 2.9427278021314715e-05
Position 36921: 2.727368055801148e-05
Position 38093: 2.706715938916786e-05
Position 37974: 2.3788728333409747e-05
