Gene = ATPsynB
index = 4
Annotated 5SS: [ 97 642]
Annotated 3SS: [312 733]
SMsplice 5SS: [642]
SMsplice 3SS: [733]
top_k =  1000
Partition function (log Z): -4.711700447673803

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.963423094092341
Position 97: 0.27223688929244755
Position 234: 0.17528387984419355
Position 414: 0.07440050195334322
Position 225: 0.06113659515344561
Position 228: 0.05002369109454893
Position 29: 0.01109031747098842
Position 163: 0.005890089901693259
Position 155: 0.004736411934083668
Position 212: 0.004732561695924778
Position 215: 0.004532367478374557
Position 894: 0.004092990144712518
Position 196: 0.003655231126694808
Position 495: 0.0034174852760371494
Position 620: 0.0026072804579453574
Position 559: 0.0009232279649479498
Position 443: 0.0007614664022731956
Position 139: 0.0006949333083475524
Position 657: 0.0005613006042641485
Position 663: 0.0005477896455089909
Position 646: 0.0005178924649982875
Position 571: 0.0005082906561909017
Position 923: 0.00048518875645142136
Position 440: 0.00038851138254514847
Position 187: 0.00032294943447697697
Position 499: 0.000311056076525641
Position 947: 0.00021775904466400891
Position 469: 0.00011334595830477426
Position 1135: 0.00010259580923156043
Position 38: 9.767885348402184e-05
Position 150: 8.409435634769458e-05
Position 11: 7.578256491701311e-05
Position 831: 7.211341735405958e-05
Position 71: 6.26819568514553e-05
Position 548: 4.800518291904508e-05
Position 992: 4.350671283291492e-05
Position 1124: 3.5005896247999563e-05
Position 962: 3.0130651856808245e-05
Position 137: 2.955996829363787e-05
Position 449: 1.7783347938716967e-05
Position 913: 1.7516301585440736e-05
Position 1060: 1.368022339419299e-05
Position 609: 1.304089697254875e-05
Position 418: 1.1372507861221519e-05
Position 1099: 1.1327503998034437e-05
Position 1118: 1.002108314224496e-05
Position 969: 9.009123864139573e-06
Position 278: 8.159938987628214e-06
Position 889: 3.83015520178186e-06
Position 296: 3.44054980040266e-06
Position 1127: 2.097982478091164e-06
Position 534: 2.027421670564193e-06
Position 1094: 1.9784948409135633e-06
Position 51: 1.936490604210202e-06
Position 471: 1.0277753053372074e-06
Position 952: 8.095052692513732e-07
Position 283: 7.587474788836241e-07
Position 344: 6.370582064008156e-07
Position 911: 5.565595983137397e-07
Position 930: 2.391797016463058e-07
Position 591: 5.57975420040641e-10
Position 563: 4.755096433966795e-10
Position 817: 2.6054406433403443e-10
Position 779: 7.994159626066241e-11
Position 330: 1.6179492210018637e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 733: 0.9872517250397077
Position 312: 0.447407632609754
Position 281: 0.12117859576890974
Position 524: 0.06139328748510801
Position 96: 0.006676204804221936
Position 946: 0.004382305925264595
Position 527: 0.004241559098096721
Position 464: 0.004226412815415961
Position 548: 0.0037234068257101034
Position 163: 0.0019325213938260245
Position 705: 0.0014292031405607258
Position 317: 0.0010436214044808592
Position 1039: 0.0006390761069885765
Position 121: 0.00042031379504967726
Position 754: 0.00041034632366603014
Position 351: 0.0003915273598952171
Position 1183: 0.0002862345440469233
Position 1036: 0.00023423852651463287
Position 599: 0.00019356437653575713
Position 877: 0.00017551966248446595
Position 1023: 0.00015866897731132672
Position 978: 0.00014591837028841363
Position 556: 9.947589850514652e-05
Position 1042: 6.898100739745415e-05
Position 596: 6.304327691471132e-05
Position 413: 4.194736664106316e-05
Position 922: 4.007035893104679e-05
Position 212: 3.0077328747579154e-05
Position 449: 2.482073354219188e-05
Position 542: 1.9526934295884205e-05
Position 1124: 1.3576200660370725e-05
Position 808: 1.0534015426892258e-05
Position 1155: 7.913646878427979e-06
Position 928: 7.320249724648571e-06
Position 778: 6.408619576519762e-06
Position 982: 6.212998871063801e-06
Position 392: 6.16698228233968e-06
Position 1045: 5.954149769538427e-06
Position 129: 4.155904448733719e-06
Position 985: 4.097493675874072e-06
Position 772: 3.783054350003713e-06
Position 757: 3.556629371284062e-06
Position 883: 2.76804392578269e-06
Position 620: 2.758008735757442e-06
Position 811: 2.664861028590493e-06
Position 79: 2.2784604164177243e-06
Position 814: 1.6346100684038637e-06
Position 799: 1.397746795294372e-06
Position 805: 1.1075821164526668e-06
Position 952: 6.046100722989673e-07
Position 437: 5.690722177520955e-07
Position 440: 2.0581951728548512e-07
Position 383: 1.012366349745582e-08
Position 81: 6.761113337321636e-11
Position 375: 7.507074479147983e-14
Position 401: 6.5908179159079155e-15
