Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  1000
Partition function (log Z): 3.1810869465523397

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9708937022575679
Position 1465: 0.9702853286375657
Position 1851: 0.9172776185049779
Position 2314: 0.7268221406862888
Position 2270: 0.24895278215244734
Position 42: 0.06943437947885185
Position 1705: 0.06329670816488468
Position 2274: 0.007385868550829855
Position 1836: 0.0070759762568188295
Position 2268: 0.003651224678840302
Position 508: 0.0032207312946962185
Position 1033: 0.0026404350557229462
Position 813: 0.0013293273900794687
Position 1881: 0.0013114553455150343
Position 460: 0.0012277552905012173
Position 871: 0.0006694065825599629
Position 1788: 0.0003288022127988118
Position 444: 0.0003156095171721708
Position 1830: 0.00023324347769553856
Position 2302: 0.00019419395591152184
Position 2008: 0.00018825679472112274
Position 905: 0.00016944407515149398
Position 36: 0.00015126363601227204
Position 448: 0.0001412237059152835
Position 2667: 0.00012333680196163391
Position 2605: 0.00011893340529395775
Position 1690: 9.935924185854927e-05
Position 393: 9.909517818856817e-05
Position 1746: 8.64633919826609e-05
Position 1948: 8.128641663730467e-05
Position 2621: 7.486105195470912e-05
Position 407: 7.474735608808975e-05
Position 2642: 7.300357456423868e-05
Position 724: 7.260772466524885e-05
Position 1588: 6.614244764776184e-05
Position 189: 6.328642892473231e-05
Position 1658: 5.550959880798875e-05
Position 4: 5.3997841788057396e-05
Position 2649: 5.309172211583398e-05
Position 1067: 4.5725216527814565e-05
Position 90: 4.427554995828699e-05
Position 1709: 4.293005599341352e-05
Position 2152: 4.177235762231924e-05
Position 658: 4.166676708099008e-05
Position 64: 4.090464665554648e-05
Position 2090: 3.540427936673024e-05
Position 1738: 3.197228779094074e-05
Position 2654: 2.727051175014152e-05
Position 1721: 2.602968849873916e-05
Position 1781: 2.594944346368617e-05
Position 1019: 2.571369719868811e-05
Position 645: 2.4222019338412666e-05
Position 1595: 2.3022883302783195e-05
Position 1497: 1.901157600809331e-05
Position 1060: 1.7102368218154044e-05
Position 2530: 1.5234059314456843e-05
Position 930: 1.3752596676771885e-05
Position 705: 1.3380396554677403e-05
Position 57: 1.326441934526721e-05
Position 1813: 1.3237703277736627e-05
Position 2597: 1.3013500068407787e-05
Position 529: 1.2044041334327512e-05
Position 1165: 1.1812880073917301e-05
Position 1607: 1.0116712417242755e-05
Position 2222: 7.4042171919280326e-06
Position 878: 7.053333453047273e-06
Position 276: 5.659802465546191e-06
Position 2616: 5.566055311974825e-06
Position 2127: 4.692603686188765e-06
Position 1394: 4.365966753350505e-06
Position 2189: 4.351300413823095e-06
Position 1912: 4.125007620418618e-06
Position 1167: 3.8050217086837643e-06
Position 304: 3.5747780148317573e-06
Position 2114: 3.372855661114019e-06
Position 2713: 3.2420752123292715e-06
Position 881: 3.2397823784192725e-06
Position 2532: 2.988363456617556e-06
Position 2231: 1.741468440169413e-06
Position 2412: 1.6459407632433366e-06
Position 93: 1.574988879806428e-06
Position 129: 1.5711287877096103e-06
Position 2695: 1.5485507156918094e-06
Position 1137: 1.5248107604759494e-06
Position 2204: 1.3411530628182344e-06
Position 981: 1.3034517796388788e-06
Position 2660: 1.271168291189788e-06
Position 446: 1.2196391988394923e-06
Position 2574: 1.1431355409549042e-06
Position 70: 1.0723626560788024e-06
Position 1976: 1.0565910850095782e-06
Position 989: 1.009235574278751e-06
Position 1891: 9.365546264253894e-07
Position 1069: 8.278977077270561e-07
Position 1987: 6.964734243875826e-07
Position 155: 6.707832939553469e-07
Position 1653: 5.675074787748334e-07
Position 1528: 5.478891055184522e-07
Position 2441: 5.474972598014405e-07
Position 875: 3.8569893576214327e-07
Position 377: 3.614023087753925e-07
Position 348: 3.2222441128454256e-07
Position 452: 2.9039476727410296e-07
Position 462: 2.6835390262202326e-07
Position 2546: 2.331843360671804e-07
Position 101: 2.2270633483660936e-07
Position 684: 1.9107680467384736e-07
Position 1058: 1.7689685058758203e-07
Position 2417: 1.7225666874698207e-07
Position 759: 1.4207648876245827e-07
Position 2698: 1.2085808745993604e-07
Position 454: 1.1562419633502137e-07
Position 2170: 8.434620323265039e-08
Position 258: 6.040255613693396e-08
Position 2670: 3.8500593706193174e-08
Position 1933: 2.768805239216509e-08
Position 99: 8.823963059863938e-09
Position 1250: 8.088412102219092e-09
Position 887: 7.3643516000518214e-09
Position 1113: 4.54052866115346e-09
Position 606: 4.108893754129914e-09
Position 2384: 4.341009562981967e-11
Position 1552: 1.0662531305224448e-11
Position 892: 5.406081032670711e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9936890750186715
Position 1527: 0.9744004049301784
Position 1902: 0.8901509346449326
Position 596: 0.7056457491559892
Position 599: 0.2636284302653104
Position 1939: 0.07500900448872429
Position 93: 0.034329218330367145
Position 99: 0.028826787732976734
Position 1972: 0.013369006482574403
Position 139: 0.005869629079742544
Position 1775: 0.0012322953240159439
Position 564: 0.001161635698335577
Position 1984: 0.0009600689483953657
Position 1323: 0.0006844664260523218
Position 2082: 0.0005992450238963586
Position 1137: 0.0005814526728943865
Position 620: 0.0005804514089088006
Position 2427: 0.0005594248552553735
Position 924: 0.0005548339031224171
Position 1743: 0.00048270096941609744
Position 2114: 0.0004793510337593756
Position 875: 0.00045216632803183053
Position 1221: 0.0004424622636475649
Position 1750: 0.00038917438516349094
Position 2338: 0.0003013466409625938
Position 650: 0.0002652851250344795
Position 1076: 0.0002475623472364217
Position 1808: 0.0002404938224845138
Position 2695: 0.00023967401286687661
Position 813: 0.00022997143452817005
Position 1270: 0.00022586875460466405
Position 1011: 0.0002045157931208336
Position 1948: 0.00019985709540886736
Position 2544: 0.00018377495491451415
Position 617: 0.00017822884414841466
Position 1638: 0.00016586452064877444
Position 2748: 0.00016146275725313394
Position 705: 0.00014242209922905562
Position 1095: 0.00013358853502036782
Position 881: 0.00012851595263361506
Position 606: 0.0001241646935034054
Position 1218: 0.00011654454597792953
Position 1705: 0.00011640115732703542
Position 1584: 0.00010751277540745471
