Gene = Sf3b2
index = 1486
Annotated 5SS: [ 105  803 1830 2131]
Annotated 3SS: [ 161  859 1885 2193]
SMsplice 5SS: [ 105  803 1830 2131]
SMsplice 3SS: [ 161  859 1885 2193]
top_k =  1000
Partition function (log Z): 7.3223338672989815

Sorted 5' Splice Sites (High to Low Probability):
Position 803: 0.9975170568052564
Position 2131: 0.9966446274284533
Position 1830: 0.9960829065271882
Position 105: 0.7464900415941035
Position 2285: 0.003963716533355454
Position 2720: 0.003779285367148934
Position 1413: 0.0036231771731491504
Position 2732: 0.0033464066403997537
Position 2015: 0.0029330138950129873
Position 2542: 0.0025804506749929233
Position 2692: 0.0023805066008996795
Position 477: 0.0021480329897633917
Position 1291: 0.00213297720458974
Position 250: 0.0018941709456006088
Position 1605: 0.0014210823978662186
Position 1795: 0.0011408346769293085
Position 2424: 0.001128279569428956
Position 919: 0.0009648266427524139
Position 526: 0.0007722970382608316
Position 1164: 0.0006680582446057414
Position 2135: 0.0006628145144546608
Position 1790: 0.0006273944035290034
Position 2557: 0.0004744347983502452
Position 1256: 0.00043012775414341247
Position 1209: 0.0004267948386373813
Position 1236: 0.00042666548912572507
Position 1120: 0.0003837507120458924
Position 1800: 0.00038022014809493694
Position 1676: 0.0003410019196123919
Position 792: 0.00030798930316873897
Position 902: 0.00028938338459465207
Position 2697: 0.0002723754300374961
Position 2625: 0.0002676141285714387
Position 1580: 0.00022983690006844103
Position 52: 0.00022416944717165482
Position 1405: 0.00022264843432714563
Position 1126: 0.00020153684632083483
Position 807: 0.00017963865306104857
Position 2680: 0.0001592957638202888
Position 2563: 0.00013708306058713538
Position 26: 0.00012896436712178262
Position 739: 0.00011683736282329652
Position 1750: 0.00011232326834756749
Position 1242: 0.00010805709848841768
Position 2595: 8.812733744769853e-05
Position 1532: 8.13797973579385e-05
Position 2551: 8.047990447755695e-05
Position 29: 7.303355654646961e-05
Position 1307: 6.717353140150811e-05
Position 2295: 6.220547555286677e-05
Position 2318: 5.773142307620069e-05
Position 1417: 4.389374969583164e-05
Position 923: 4.37150363873491e-05
Position 1361: 4.093138204491475e-05
Position 1091: 2.811260941327419e-05
Position 1475: 2.6760702204261187e-05
Position 2024: 2.6393158415016764e-05
Position 2036: 2.398415694663938e-05
Position 2458: 2.125582254673183e-05
Position 217: 2.025924348962108e-05
Position 58: 1.876529981572008e-05
Position 678: 1.6609661791643367e-05
Position 2641: 1.4979033594771948e-05
Position 109: 1.3579552527498877e-05
Position 1167: 1.3462380271690307e-05
Position 412: 1.066441573861573e-05
Position 1149: 1.0528630551489508e-05
Position 2739: 9.320802166155019e-06
Position 441: 8.650819707702469e-06
Position 1834: 8.340311535047386e-06
Position 2771: 6.739658983652604e-06
Position 2348: 6.4683843068579514e-06
Position 381: 5.352545408632919e-06
Position 2276: 5.0560571985377005e-06
Position 2603: 4.466415594300682e-06
Position 400: 4.266207429497864e-06
Position 742: 3.1086194803525174e-06
Position 92: 2.611153903964573e-06
Position 2289: 2.4722741207862153e-06
Position 2647: 2.3099964817863686e-06
Position 1735: 2.248750671810172e-06
Position 406: 2.0126713902971552e-06
Position 2406: 1.8109602670297513e-06
Position 318: 1.6919825005478365e-06
Position 288: 1.6415677986068362e-06
Position 911: 1.2555900897058961e-06
Position 1128: 1.2384333282589706e-06
Position 1767: 1.2043422105679378e-06
Position 2467: 1.1693452128788457e-06
Position 2612: 1.0427376569749449e-06
Position 487: 9.414751662281757e-07
Position 960: 6.815166191858344e-07
Position 342: 4.5420525831187234e-07
Position 2212: 4.0692070563058565e-07
Position 992: 3.571998475521515e-07
Position 2864: 3.002174270378753e-07
Position 1848: 2.605523212186493e-07
Position 921: 1.6631606869182949e-07
Position 584: 1.6084145319790912e-07
Position 864: 1.311318943046273e-07
Position 2849: 9.294746852757824e-08
Position 374: 8.485145056785878e-08
Position 2852: 7.3398579477582e-08
Position 1942: 5.0178864305529216e-08
Position 7: 4.3978467466986196e-08
Position 602: 2.1510371990728696e-08
Position 2060: 7.552780675571898e-09
Position 2219: 5.875496528059221e-09
Position 715: 1.3702152543065107e-09
Position 2058: 1.4673663516472392e-10
Position 1914: 1.3441036386299793e-10
Position 1182: 7.485975084204669e-11
Position 2207: 6.698049314710654e-11
Position 1730: 2.9485280098469863e-11
Position 185: 4.594870136830012e-12
Position 1892: 1.0753816122999434e-12
Position 820: 1.796809388205646e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9979485966228222
Position 1885: 0.9967761721114187
Position 2193: 0.9877584902206694
Position 161: 0.7433409601216536
Position 2796: 0.011075263345135769
Position 2333: 0.00598127697910103
Position 2219: 0.005283576955858898
Position 2754: 0.003981655147945006
Position 1655: 0.003718907309447375
Position 1475: 0.0021651016181501105
Position 206: 0.002126468095556088
Position 1367: 0.0020303998577396076
Position 1719: 0.0019901284638522286
Position 2066: 0.0018037324634487379
Position 1895: 0.0015752482472186917
Position 578: 0.0011218915118320677
Position 2370: 0.0009526270105532851
Position 1003: 0.00087909503879923
Position 596: 0.0008388913159614983
Position 203: 0.0008074887136862785
Position 599: 0.0006614514865736873
Position 1451: 0.0005481721554514687
Position 1481: 0.0004949889436882663
Position 398: 0.0004940963268966912
Position 2233: 0.0004737624958940074
Position 2491: 0.0004351681917510893
Position 1334: 0.00040229123199427556
Position 2837: 0.0003242950684794968
Position 2058: 0.0003069464895503665
Position 875: 0.0002666741504141563
Position 1280: 0.00026123278646328243
Position 539: 0.00020411977324321482
Position 602: 0.0001748867542391098
Position 545: 0.00015305878862150184
Position 1228: 0.00014528718918533696
Position 2249: 0.00014464946898368362
Position 2679: 0.0001246662357647338
Position 938: 0.00012405121057322175
Position 1901: 0.00011961394561990896
Position 329: 0.00011517370954856344
Position 2311: 0.00010998473380307943
Position 968: 9.752618820658933e-05
Position 2608: 8.459305539257615e-05
Position 1167: 8.179851963949028e-05
Position 209: 7.143067179106669e-05
Position 542: 6.877620001079132e-05
Position 2625: 6.0904390595983154e-05
Position 1013: 5.9816036176598146e-05
Position 1301: 5.7439332099844325e-05
Position 356: 5.673000509600881e-05
Position 956: 4.946356707954255e-05
Position 312: 4.726061142092361e-05
Position 2086: 4.2585639563396194e-05
Position 2434: 4.0500588866380546e-05
Position 1550: 3.8945906305079854e-05
Position 2906: 2.931949172153615e-05
Position 1221: 2.886054439283976e-05
Position 92: 2.8076049425211096e-05
Position 536: 2.7935935425914045e-05
Position 664: 2.5660930684397294e-05
Position 2289: 2.33956582828537e-05
Position 2107: 1.94447193799232e-05
Position 1949: 1.9302612319141127e-05
Position 1625: 1.7802601476123333e-05
Position 911: 1.6856764412522612e-05
Position 1946: 1.6591501269672093e-05
Position 2903: 1.5447046705647823e-05
Position 1028: 1.3947606753447141e-05
Position 2709: 1.3822878317807439e-05
Position 406: 1.2953735623317384e-05
Position 677: 1.2933847195371348e-05
Position 282: 1.2813789741808327e-05
Position 364: 1.2763089264618395e-05
Position 2641: 1.2698825020985847e-05
Position 369: 1.2073332615869004e-05
Position 422: 1.1678800081020386e-05
Position 1265: 1.0963306352093736e-05
Position 689: 1.0716518491889443e-05
Position 1487: 1.0357938383929913e-05
Position 1529: 9.490294756973392e-06
Position 2341: 9.361558178505026e-06
Position 2404: 9.304518453233333e-06
Position 2318: 8.886159627074696e-06
Position 654: 8.369844539968765e-06
Position 2431: 7.9579742561325e-06
Position 1188: 7.69170068620365e-06
Position 2880: 7.3046361732066914e-06
Position 992: 6.7255594939395255e-06
Position 638: 6.577352607504457e-06
Position 1236: 6.513269373869948e-06
Position 1424: 6.284376951701839e-06
Position 1288: 6.091358179837768e-06
Position 1556: 4.987164874366128e-06
Position 698: 4.837444866699507e-06
Position 2170: 4.475426393189467e-06
Position 487: 4.460472563161894e-06
Position 512: 4.246424030277676e-06
Position 562: 4.237713447647696e-06
Position 1134: 4.182192921318882e-06
Position 557: 4.067715228943822e-06
Position 1999: 3.4089641529467e-06
Position 2449: 3.1516339632235855e-06
Position 2104: 2.899919680445075e-06
Position 2027: 2.889003552929693e-06
Position 1192: 2.680575381183163e-06
Position 2295: 2.596968277100984e-06
Position 767: 2.3560597837866023e-06
Position 500: 2.239513753955103e-06
Position 2692: 2.0635662146773935e-06
Position 2512: 1.9644202520558038e-06
Position 1538: 1.5226601062624641e-06
