Gene = Samuel
index = 1468
Annotated 5SS: [10587 11676 31483 36334 37056 38004]
Annotated 3SS: [11518 30728 35862 36574 37310 52345]
SMsplice 5SS: [  454 11676 31483 36334 37056 38004]
SMsplice 3SS: [11518 30728 35862 36574 37310 52345]
top_k =  1000
Partition function (log Z): -6.783897019068368

Sorted 5' Splice Sites (High to Low Probability):
Position 11676: 0.9996579061850852
Position 36334: 0.9439302122675332
Position 38004: 0.92332778798847
Position 31483: 0.8551414319432922
Position 37056: 0.8167693384907172
Position 2077: 0.8110293966702108
Position 2925: 0.5810745693968573
Position 1762: 0.5002833314593708
Position 2600: 0.4951201555205526
Position 454: 0.47041161453513913
Position 1208: 0.4593077880766381
Position 95: 0.4189135974081706
Position 38138: 0.40790672020967406
Position 49857: 0.24703679189182876
Position 36810: 0.1290448651111498
Position 2819: 0.12188171908768625
Position 37236: 0.11658901850827867
Position 30932: 0.11411263372454027
Position 3436: 0.06641513862106932
Position 3739: 0.06638345928324116
Position 3849: 0.05178541221128936
Position 647: 0.04176682368727522
Position 17347: 0.04146184997676537
Position 867: 0.03649169926886615
Position 36415: 0.03497842426580171
Position 2507: 0.031899588623104595
Position 1100: 0.02865561036490096
Position 280: 0.02680334475725901
Position 233: 0.022738538824598465
Position 4228: 0.02268592953726874
Position 3369: 0.0188359826498268
Position 312: 0.017993087982365177
Position 722: 0.01624162152415401
Position 3853: 0.015403281520200396
Position 1500: 0.012922358559598205
Position 36310: 0.012327941399606763
Position 304: 0.012255086948070417
Position 643: 0.011060491354568587
Position 2366: 0.008331819391924285
Position 37187: 0.007827885686460314
Position 2337: 0.007338615564354278
Position 316: 0.007240207325189372
Position 5052: 0.006956954750697711
Position 276: 0.006811977352023288
Position 37858: 0.0062336777184844715
Position 272: 0.0058856770551004274
Position 2524: 0.005839645102040753
Position 274: 0.005549209611710729
Position 2056: 0.005347898854624612
Position 2480: 0.005035000316877053
Position 1944: 0.004192390922427928
Position 308: 0.004109438437537634
Position 954: 0.00408640627795306
Position 2489: 0.003473401685696447
Position 270: 0.003043067199922106
Position 37943: 0.002697163964043192
Position 1774: 0.0026412671216137474
Position 37932: 0.0021983061161749366
Position 12043: 0.002124912167069889
Position 36087: 0.001839530817627003
Position 4500: 0.0017086659365759633
Position 36532: 0.0017036662200484727
Position 1368: 0.0016799971697786062
Position 3254: 0.001601243986278589
Position 36832: 0.0014094922541613324
Position 1987: 0.0013824806400290434
Position 36819: 0.0010990526466500105
Position 2604: 0.0010785199494351126
Position 1038: 0.0010530577666826339
Position 979: 0.0009588723981327541
Position 2355: 0.0009443121976344366
Position 243: 0.0009412720628036432
Position 1784: 0.0008837156045677444
Position 811: 0.0008768401643831763
Position 595: 0.0008576625301434384
Position 813: 0.0007543081344942624
Position 752: 0.0007104297371558816
Position 37968: 0.000566797854005313
Position 2241: 0.0004929605580674878
Position 800: 0.0004921730376335362
Position 2457: 0.0004891478709327703
Position 36834: 0.00047739854956038355
Position 526: 0.00047007591333431484
Position 37073: 0.0004649494869995108
Position 258: 0.0004385649623726936
Position 37956: 0.00038722179352366197
Position 2334: 0.0003578633621395906
Position 165: 0.0003113223116452761
Position 607: 0.00028439163688429226
Position 37958: 0.00023037782294856545
Position 36868: 0.000216617240604712
Position 1076: 0.00020758632315988056
Position 37158: 0.0001891308838047514
Position 310: 0.00017874283923012256
Position 1456: 0.00017301871178051058
Position 1017: 0.00016420895695126863
Position 973: 0.00016337977038498382
Position 2466: 0.000155635258423571
Position 4420: 0.00014972681510834558
Position 278: 0.00014785779780109016
Position 36786: 0.00014067759532096627
Position 284: 0.0001387270749696742
Position 1238: 0.00011160156990768329
Position 653: 0.00011077245321799885
Position 1766: 0.00010604061619054608
Position 4317: 9.71473046549269e-05
Position 743: 9.482933497447742e-05
Position 3125: 8.923170973334116e-05
Position 36790: 8.515730653991e-05
Position 36961: 7.749981561927847e-05
Position 1322: 7.589872758007037e-05
Position 775: 7.401718286906895e-05
Position 1485: 7.027789482721145e-05
Position 26: 6.752969192620172e-05
Position 206: 6.71284814198737e-05
Position 695: 5.76305651608363e-05
Position 726: 5.625095240312021e-05
Position 4270: 4.259327552914786e-05
Position 2837: 4.1924771293991905e-05
Position 4468: 4.1665140939823324e-05
Position 2513: 3.7730366729157e-05
Position 37372: 3.562895058958287e-05
Position 198: 3.3562398519044765e-05
Position 1399: 3.232985546142521e-05
Position 61: 3.220265768710354e-05
Position 4265: 3.20959164946085e-05
Position 350: 3.184863965106768e-05
Position 45013: 2.8856645257332967e-05
Position 4261: 2.880556889534872e-05
Position 46431: 2.068938501076394e-05
Position 885: 2.0135565845139817e-05
Position 1042: 1.8923578546574212e-05
Position 302: 1.8530486310888352e-05
Position 833: 1.7376597234018294e-05
Position 1029: 1.6654843318036538e-05
Position 2032: 1.5124672367045403e-05
Position 38161: 1.3089383190656177e-05
Position 45713: 1.2029476495377654e-05
Position 139: 1.1656429856617208e-05
Position 32: 9.929420248560319e-06
Position 4: 8.646350028929945e-06
Position 2104: 7.459367627143947e-06
Position 38517: 7.3861188431765955e-06
Position 40073: 6.945690272963266e-06
Position 183: 2.591118068327243e-06
Position 43920: 2.5089613767632247e-06
Position 40033: 1.930859652784744e-06
Position 169: 1.5241280839931223e-06
