Gene = Cpr65Av
index = 1099
Annotated 5SS: [259]
Annotated 3SS: [368]
SMsplice 5SS: [259]
SMsplice 3SS: [368]
top_k =  1000
Partition function (log Z): -2.364787288048549

Sorted 5' Splice Sites (High to Low Probability):
Position 259: 0.9982877291937432
Position 14: 0.01444323201153578
Position 559: 0.005434337199795819
Position 577: 0.005309791518242265
Position 608: 0.004628956045946672
Position 310: 0.0015492241353711545
Position 28: 0.0009193510601026245
Position 630: 0.0007995845086553742
Position 593: 0.000367585372855642
Position 574: 0.0002745800892333679
Position 521: 0.00021376369066253826
Position 622: 0.0001541197311174733
Position 118: 0.00015137431511510953
Position 640: 0.00010041144745643112
Position 581: 7.86356857175649e-05
Position 45: 7.306705494204149e-05
Position 469: 6.18332313440413e-05
Position 263: 4.6232438175784096e-05
Position 412: 4.3450080502484025e-05
Position 448: 4.2076756789226096e-05
Position 425: 2.6720062064906466e-05
Position 84: 2.6514781733351934e-05
Position 572: 2.100004381890435e-05
Position 460: 1.9453799088074324e-05
Position 308: 1.7619197645278136e-05
Position 446: 1.3352907824600855e-05
Position 18: 1.1883809942229297e-05
Position 455: 4.521248987647402e-06
Position 677: 2.7530116163033127e-06
Position 132: 3.5254633153174907e-07
Position 349: 1.910388034577208e-08
Position 134: 1.4620964865764804e-08
Position 380: 8.880301891853812e-09
Position 388: 9.007155035778214e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 368: 0.9930078174132565
Position 677: 0.00653072815422875
Position 698: 0.005772034218269771
Position 118: 0.0046185716308373
Position 174: 0.003761581034344461
Position 333: 0.003685596558254489
Position 66: 0.0035078930771338898
Position 620: 0.002999166173973335
Position 744: 0.0023775038713253396
Position 94: 0.0021237333087556036
Position 330: 0.0016842312234828308
Position 70: 0.001211057209399491
Position 399: 0.00046755357068798434
Position 347: 0.00043397153853931965
Position 577: 0.00022353176699911755
Position 126: 0.0001964418942642009
Position 84: 0.00012918583259520798
Position 438: 0.00010529839289546094
Position 375: 8.075237990153172e-05
Position 630: 5.116302813798308e-05
Position 464: 4.122725979892523e-05
Position 405: 3.800544483268757e-05
Position 402: 2.305797205024243e-05
Position 380: 1.7294071935868514e-05
Position 581: 1.1624707602738159e-05
Position 435: 7.490330913672712e-06
Position 216: 7.225319024712563e-06
Position 486: 4.169086274020049e-06
Position 349: 2.2730170863484643e-06
Position 528: 8.794283127432945e-07
Position 534: 8.163240445740918e-07
Position 559: 6.184680285839939e-07
Position 411: 5.802551624476848e-07
Position 593: 3.908390604205985e-07
Position 446: 3.1168236268652825e-08
Position 388: 2.0016515222593916e-08
Position 417: 1.9622531032668832e-08
Position 590: 1.3047782499832185e-08
Position 266: 6.339508480575342e-10
Position 294: 3.6520354514826475e-10
Position 516: 1.455799044787529e-11
Position 270: 8.632970601371649e-13
Position 263: 5.253065363142781e-13
