Gene = r2d2
index = 1853
Annotated 5SS: [106 501]
Annotated 3SS: [198 573]
SMsplice 5SS: [501]
SMsplice 3SS: [573]
top_k =  1000
Partition function (log Z): -4.242406208544968

Sorted 5' Splice Sites (High to Low Probability):
Position 501: 0.757797713654726
Position 106: 0.326638365106448
Position 454: 0.23832734580782952
Position 774: 0.015404846134741274
Position 97: 0.009569732708614762
Position 1197: 0.008235982918897175
Position 1622: 0.007345630706354538
Position 89: 0.005225828578270682
Position 1368: 0.004743325621796265
Position 672: 0.0040873043546352
Position 1871: 0.0031452983412578223
Position 20: 0.0029965156861759606
Position 1405: 0.002433298447073486
Position 462: 0.001855778813729168
Position 717: 0.001388048127412063
Position 122: 0.0010944384221428139
Position 239: 0.001016155998176941
Position 840: 0.0007086700437183794
Position 367: 0.0004453603452536978
Position 1485: 0.00044280186018930704
Position 951: 0.0004029929520688055
Position 152: 0.0003988011501922296
Position 271: 0.00037485776546384957
Position 320: 0.00034257915729602237
Position 1355: 0.00034068775848051526
Position 1583: 0.00032808055502033575
Position 1250: 0.00027651668048965023
Position 1686: 0.0002310792983548578
Position 303: 0.00020581313888660112
Position 4: 0.00018463696215055176
Position 1592: 0.0001526021852095329
Position 1702: 0.0001389898918184728
Position 207: 0.0001271832283160422
Position 467: 0.00010595781499849059
Position 854: 9.714921688299029e-05
Position 458: 8.854798707126594e-05
Position 374: 8.71882326504073e-05
Position 1691: 7.989466105507113e-05
Position 676: 7.921173843736998e-05
Position 1481: 7.82306116953695e-05
Position 36: 7.71574329784341e-05
Position 248: 7.081688457621896e-05
Position 228: 5.541217356955005e-05
Position 975: 5.171995335644136e-05
Position 741: 4.675090776898717e-05
Position 1269: 4.297032511526599e-05
Position 1596: 4.172164448963854e-05
Position 1065: 3.665539916199513e-05
Position 1296: 2.4612097278287792e-05
Position 1514: 2.2270697567847657e-05
Position 877: 2.1312729496038113e-05
Position 777: 1.904781532021466e-05
Position 1669: 1.4760051479327892e-05
Position 9: 1.4089593592617893e-05
Position 11: 1.0672337281538452e-05
Position 201: 9.362170973156674e-06
Position 429: 8.449989233901847e-06
Position 116: 7.870954628999539e-06
Position 730: 7.4615118570787255e-06
Position 1231: 7.218449256108406e-06
Position 1282: 6.0298333643191635e-06
Position 1293: 4.7533834542529406e-06
Position 328: 4.751861291952183e-06
Position 622: 4.515305914470352e-06
Position 1413: 4.414374728811646e-06
Position 1816: 2.6274474434399988e-06
Position 335: 1.8811775435106972e-06
Position 313: 5.664829082753237e-07
Position 1236: 5.052323896787096e-07
Position 1254: 3.4677957726397256e-07
Position 391: 2.2177069527027245e-07
Position 1715: 1.1866911592475192e-07
Position 1046: 8.067538556706583e-08
Position 934: 8.002139394562443e-08
Position 396: 6.647800991033783e-08
Position 820: 4.92425997832596e-10
Position 586: 1.7260948578041918e-10
Position 540: 2.7156497573540474e-11
Position 577: 2.43708816045689e-11
Position 828: 7.322381157577396e-13
Position 813: 6.084506607982628e-13
Position 978: 1.0385204261968999e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 573: 0.9971293961066753
Position 198: 0.30721880439425947
Position 271: 0.020110223166010778
Position 1484: 0.011325368293876991
Position 324: 0.00877034168611655
Position 174: 0.007335347602540343
Position 840: 0.007232068767210618
Position 1430: 0.00718332713970589
Position 1267: 0.007005560089669998
Position 1936: 0.004026235653482247
Position 1773: 0.003096681521946937
Position 1513: 0.003039136616238504
Position 1691: 0.002825424299192079
Position 429: 0.001587011839992653
Position 1807: 0.0015262535036797043
Position 1746: 0.0008211441699971141
Position 1927: 0.0007913347156872433
Position 388: 0.000739090762136762
Position 1393: 0.0006845967481167782
Position 89: 0.0006082420403055615
Position 279: 0.0005370377093518352
Position 367: 0.00045858241430227854
Position 1522: 0.0004234388398236225
Position 1559: 0.0004031881495482901
Position 1904: 0.0003237543303984845
Position 916: 0.00026963874531935197
Position 409: 0.0002648967702227142
Position 1214: 0.0002399023127473262
Position 212: 0.00023541638862294636
Position 1021: 0.00021163934780797959
Position 1136: 0.00019169730368141484
Position 1161: 0.00017921653765869282
Position 1112: 0.00013334544863957633
Position 371: 0.00013137689088722862
Position 1555: 9.749938702151687e-05
Position 391: 8.211346481306855e-05
Position 1575: 7.785287728293419e-05
Position 1231: 4.939640986122886e-05
Position 773: 4.2572235517433435e-05
Position 1621: 3.498839170377706e-05
Position 610: 3.49595115596237e-05
Position 777: 2.9202660643646443e-05
Position 782: 2.5465088488011417e-05
Position 725: 1.8057650137260457e-05
Position 1338: 1.653757982076218e-05
Position 1310: 1.558777082008309e-05
Position 1274: 1.1971672821432289e-05
Position 64: 1.0440428618303036e-05
Position 722: 9.470501982094168e-06
Position 1139: 9.448132665670076e-06
Position 446: 7.169493072038313e-06
Position 662: 6.5985736847865045e-06
Position 990: 3.410061668424619e-06
Position 1052: 2.473570593632473e-06
Position 102: 1.8973548064447547e-07
Position 97: 1.2926276768213727e-07
Position 1077: 1.0434105153383699e-07
Position 1046: 7.145855049558501e-08
Position 954: 7.069473203074234e-08
Position 105: 4.772933965802147e-08
Position 584: 4.349627472236565e-08
Position 485: 4.02845576714792e-08
Position 1010: 3.3412866035569573e-08
Position 467: 3.316537380302999e-08
Position 1001: 2.5944896911521488e-08
Position 452: 6.559918638246615e-09
Position 481: 2.7446895118924553e-09
Position 752: 5.821961641963088e-10
Position 799: 2.7673023451300124e-10
Position 787: 2.2853646710082823e-10
Position 854: 1.9296646087414269e-10
Position 487: 1.1462945105257735e-10
