Gene = verm
index = 1925
Annotated 5SS: [  96  288 2278 2996 3452]
Annotated 3SS: [ 217 2165 2882 3301 3603]
SMsplice 5SS: [ 288 2278 2540 2996 3452]
SMsplice 3SS: [2165 2408 2882 3301 3603]
top_k =  1000
Partition function (log Z): 7.197674485125136

Sorted 5' Splice Sites (High to Low Probability):
Position 3452: 0.9954202886646089
Position 2996: 0.9819062439711846
Position 2278: 0.9768023707867831
Position 2540: 0.7101624234394723
Position 288: 0.5465189263487852
Position 96: 0.49786409136737925
Position 1178: 0.1754998234544778
Position 570: 0.15321400006259553
Position 941: 0.10811086644170008
Position 2100: 0.10364514022180893
Position 2056: 0.10019553995616566
Position 1761: 0.04872855725141085
Position 9: 0.03253275302799042
Position 1559: 0.03200470063524566
Position 318: 0.0284640311467188
Position 2092: 0.01733906494228249
Position 314: 0.016719874172727658
Position 3779: 0.015509353709948314
Position 3194: 0.014875899098451665
Position 165: 0.012638149013900939
Position 34: 0.010738188753884397
Position 1340: 0.009794158004645807
Position 100: 0.008867195583389232
Position 322: 0.006274406048121108
Position 4809: 0.005295239479512234
Position 885: 0.005293248235941831
Position 156: 0.005060307564993969
Position 2829: 0.0040856818673193
Position 1983: 0.003969772484427108
Position 3857: 0.003062649439076308
Position 4115: 0.0029491676292250787
Position 3720: 0.002866682319896559
Position 4527: 0.0027801962506549278
Position 467: 0.002550294388547276
Position 2052: 0.002364068601817465
Position 3115: 0.002127998034823798
Position 1696: 0.002037682908051689
Position 2821: 0.0019469866052285677
Position 115: 0.00192739992524127
Position 1202: 0.0017446327529539085
Position 2971: 0.001690153873955697
Position 2670: 0.001392423947365595
Position 3095: 0.0012448582496046657
Position 3356: 0.001151596031404785
Position 758: 0.001067921757133299
Position 140: 0.0009430140774728362
Position 2698: 0.0007560062274683547
Position 1881: 0.0006601651559680587
Position 2700: 0.0006530381148563666
Position 768: 0.000648068523557515
Position 2270: 0.0006304504787619607
Position 565: 0.0005938358332785654
Position 3000: 0.0005634964510900542
Position 741: 0.0005382780724250592
Position 2702: 0.0005345364008089495
Position 175: 0.00051908513171239
Position 2704: 0.00046293332771417276
Position 3876: 0.0004346143201955056
Position 344: 0.0004157710901890775
Position 2696: 0.0004027753264611267
Position 2706: 0.00039460264708127786
Position 4812: 0.00038826624034255495
Position 3502: 0.0003723726202952537
Position 4824: 0.0003386568579253009
Position 2515: 0.00031049813680564074
Position 1075: 0.00028659467032153205
Position 477: 0.0002518174456202988
Position 147: 0.0002464614709037863
Position 243: 0.00024403842205497316
Position 576: 0.00023106722626917476
Position 284: 0.0002228522139321655
Position 4595: 0.00021816729940657206
Position 84: 0.00020988788785489856
Position 2544: 0.00020200197082940818
Position 776: 0.0002017719867096384
Position 1117: 0.00018318818392818993
Position 1251: 0.00018241539671088775
Position 2409: 0.00017479080276505552
Position 23: 0.00016774799642102942
Position 349: 0.00016555482088998166
Position 3414: 0.0001554125369008648
Position 796: 0.0001529261989232041
Position 3083: 0.0001492105694361813
Position 1830: 0.00014266642769628597
Position 2272: 0.000142459249282373
Position 1114: 0.00014150174785403007
Position 745: 0.00013303365186698217
Position 392: 0.0001259372554182897
Position 2710: 0.00011386679721896825
Position 3002: 0.00010450629535347993
Position 2736: 0.00010196125562752507
Position 2597: 9.530917418371294e-05
Position 2508: 9.291685300992584e-05
Position 4906: 8.979513851520207e-05
Position 182: 8.643763328936435e-05
Position 508: 8.112454126412935e-05
Position 4845: 7.880601620666758e-05
Position 750: 7.704124099759839e-05
Position 2310: 7.491082773146055e-05
Position 678: 6.072362071565297e-05
Position 3521: 5.135019856549848e-05
Position 2207: 5.1305711995048535e-05
Position 4332: 4.9611553303477874e-05
Position 2738: 4.910212977182254e-05
Position 2321: 4.698720735704492e-05
Position 353: 4.4806797779449955e-05
Position 3456: 4.479634488264205e-05
Position 3554: 4.462337453415939e-05
Position 292: 4.222259367971236e-05
Position 3086: 4.055960610098845e-05
Position 1064: 3.968717992196815e-05
Position 105: 3.7928376706063024e-05
Position 4085: 3.041214076701691e-05
Position 247: 3.0300815940758624e-05
Position 3074: 2.5144610261736783e-05
Position 4908: 2.511571791613299e-05
Position 4889: 2.4281267383332537e-05
Position 3029: 2.372606584079655e-05
Position 263: 2.3695946786235274e-05
Position 2530: 2.2595463724507297e-05
Position 4314: 1.9059500273238737e-05
Position 1103: 1.8232710543165275e-05
Position 996: 1.6745564368577252e-05
Position 2714: 1.3905470216461601e-05
Position 3650: 1.3851825865027576e-05
Position 332: 1.3639308617660952e-05
Position 2282: 9.621626149586687e-06
Position 2482: 9.204800712855761e-06
Position 15: 8.92367021190298e-06
Position 7: 6.478336078482417e-06
Position 43: 5.658980529184983e-06
Position 734: 2.8733510628244816e-06
Position 366: 2.0549821455083626e-06
Position 2897: 1.501971449453819e-06
Position 299: 1.487341587408595e-06
Position 21: 1.3645929808817113e-06
Position 821: 1.1281821339994787e-06
Position 266: 1.1166474775343063e-06
Position 335: 8.722006039321333e-07
Position 268: 5.873965837606705e-07
Position 3848: 3.7078919061618287e-08
Position 3892: 2.009003804520467e-08
Position 184: 1.524488767448538e-08
Position 514: 1.1406315861745088e-08
Position 3381: 8.702341739245552e-09
Position 2520: 4.098311391808545e-09
Position 1032: 8.491704833171164e-10
Position 581: 3.50093478137093e-10
Position 3762: 3.043581771856507e-11
Position 186: 1.6217671002284653e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2882: 0.9734549143965184
Position 2165: 0.9717279843185843
Position 3301: 0.9701439440351349
Position 3603: 0.9138342107199864
Position 2408: 0.6509823248782932
Position 217: 0.4519618999321569
Position 1921: 0.11823125701857178
Position 1051: 0.1023043486880445
Position 1884: 0.05333960281380844
Position 1688: 0.04457523011368681
Position 2326: 0.04332818334946363
Position 5090: 0.03307377974543695
Position 156: 0.03208981833073155
Position 3547: 0.028190628336701967
Position 391: 0.021750399207857696
Position 1395: 0.01952733500716704
Position 1621: 0.012884666952246963
Position 2134: 0.012155128497275363
Position 2363: 0.012131710196114743
Position 3258: 0.011478383272657383
Position 4876: 0.009947824437643015
Position 991: 0.00975158989096369
Position 1830: 0.009739095780213432
Position 1727: 0.009729967923876015
Position 3220: 0.00946383933539145
Position 3574: 0.008700624774927211
Position 69: 0.00868781050774824
Position 1559: 0.00661035998011568
Position 342: 0.006608535338361799
Position 4794: 0.006249303954848996
Position 5068: 0.005832096046462711
Position 1447: 0.0058098551314956825
Position 3060: 0.005465053278884345
Position 3255: 0.005370974493708331
Position 971: 0.0051616224335511995
Position 3650: 0.005046798187242867
Position 2417: 0.00452302192915157
Position 420: 0.004171890213457738
Position 3932: 0.003626638842267997
Position 3118: 0.0033037272258296516
Position 1530: 0.0031870478013515235
Position 165: 0.003103072314377692
Position 82: 0.0030665152734466535
Position 3535: 0.0029610834835813223
Position 889: 0.0028532407675919166
Position 4580: 0.0027772979908301547
Position 4526: 0.0027627610721881403
Position 945: 0.002690934713724735
Position 1607: 0.002427300001398379
Position 2604: 0.002336546790889149
Position 3857: 0.002318713295329662
Position 2913: 0.0022223199577478714
Position 2095: 0.001996091310793649
Position 1618: 0.0017902879341750641
Position 761: 0.0017576365621443382
Position 794: 0.0017526842854339098
Position 2360: 0.0017049024228944544
Position 3086: 0.0016560364373340351
Position 3083: 0.0016330722652154728
Position 643: 0.0015390121822784779
Position 3571: 0.00152785865449143
Position 915: 0.0013722606995405313
Position 981: 0.001355503322122205
Position 1424: 0.0013208819129154237
Position 1243: 0.001264216434835196
Position 349: 0.0011356723790177103
Position 4654: 0.0007558926980913433
Position 3881: 0.000692198273074204
Position 4193: 0.0006311461691091801
Position 3719: 0.0005737369008543883
Position 650: 0.0005429705538575482
Position 3147: 0.0005159372243995809
Position 3271: 0.0004792130789627955
Position 3510: 0.0004686855594562785
Position 182: 0.0004584853112919743
Position 3961: 0.00043531236446392663
Position 4755: 0.0003983606428765317
Position 2892: 0.0003838051431848096
Position 5106: 0.00033929176443028754
Position 2905: 0.00032127348734660254
Position 2829: 0.00031612264818383604
Position 723: 0.00030567349016707345
Position 2861: 0.0002947920019564108
Position 2949: 0.0002683565614188335
Position 2837: 0.0002613504926258602
Position 4393: 0.0002356195914330917
Position 448: 0.00021825212008668132
Position 2176: 0.00021102576412817774
Position 1114: 0.00019949522545082744
Position 2428: 0.00018073317387060653
Position 700: 0.0001717268606992956
Position 401: 0.00015815326126253088
Position 508: 0.00015765795838845184
Position 3833: 0.00014250961264716716
Position 2841: 0.000141894065337211
Position 467: 0.00013441626335669338
Position 2331: 0.0001266409233322662
Position 4851: 0.0001186761183076544
Position 3330: 8.913089250260171e-05
Position 4335: 8.726049198115746e-05
Position 3360: 8.390658891925927e-05
Position 2020: 7.602455640411463e-05
Position 2946: 7.576190763249357e-05
Position 3554: 6.628901926155354e-05
Position 1201: 5.276804316536686e-05
Position 3303: 4.979148254476074e-05
Position 1313: 4.683234519142008e-05
Position 615: 4.366386466146244e-05
Position 2566: 4.346597165504911e-05
Position 3312: 4.276464019615449e-05
Position 314: 3.6744075261891506e-05
Position 2065: 3.637739969134424e-05
Position 1111: 3.566903887446366e-05
Position 2629: 3.4345156629279985e-05
Position 2575: 2.7741455128706476e-05
Position 1983: 2.1856425787677162e-05
Position 3803: 2.1185985078458052e-05
Position 3480: 2.0281825841034258e-05
Position 96: 1.905725186338804e-05
Position 3614: 1.8059873592087908e-05
Position 3728: 1.4058483248669664e-05
Position 2557: 1.2625639773609351e-05
Position 3785: 1.1890872543659208e-05
Position 3414: 1.1121792514080827e-05
Position 3809: 9.868797325643976e-06
Position 2610: 9.474309808994017e-06
Position 2508: 9.410396402666246e-06
Position 596: 9.261966302661874e-06
Position 344: 9.16049933778726e-06
Position 1397: 8.976729279415001e-06
Position 663: 5.743825836121361e-06
Position 321: 5.160871801525896e-06
Position 3354: 3.139983429934525e-06
Position 3426: 2.448150528865689e-06
Position 332: 2.038113130456481e-06
Position 2970: 1.5972743974282765e-06
