Gene = CSN8
index = 1046
Annotated 5SS: [125 250 474]
Annotated 3SS: [184 297 533]
SMsplice 5SS: [125 250 474]
SMsplice 3SS: [184 297 533]
top_k =  1000
Partition function (log Z): -1.9927534016166955

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.8941221565342411
Position 125: 0.8628715577310236
Position 474: 0.3326395326200638
Position 427: 0.1793901234481386
Position 446: 0.168923912063741
Position 522: 0.0037312866578217956
Position 436: 0.002224079728190253
Position 92: 0.0005886856991726348
Position 254: 0.0004955555607181112
Position 451: 0.0004399879635431925
Position 433: 0.0002724980053701192
Position 206: 0.00019923493326247393
Position 458: 0.00014811877529328382
Position 704: 0.00014681086913157193
Position 87: 0.0001170223127017206
Position 686: 0.00011350227415221829
Position 188: 2.461159863807751e-05
Position 95: 1.6171545603485346e-05
Position 129: 1.511574613361449e-05
Position 29: 1.1380630377934354e-05
Position 310: 6.0976861873569135e-06
Position 326: 4.777150848614061e-06
Position 726: 2.0949878568665035e-06
Position 678: 1.6462918720936911e-06
Position 135: 1.4180804857899938e-06
Position 313: 7.400158185939315e-07
Position 316: 6.395483901161962e-07
Position 40: 5.663932543656264e-07
Position 645: 3.5668444864106876e-07
Position 619: 5.66602181095967e-08
Position 742: 1.5397284319479864e-08
Position 289: 6.5803827304955126e-09
Position 553: 1.9320486069669138e-12
Position 580: 2.7412337126655817e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.9704150151187353
Position 184: 0.7640670838237081
Position 533: 0.5064083625372375
Position 592: 0.18026829864273775
Position 188: 0.013036141907309893
Position 570: 0.0053861744150831385
Position 391: 0.002485836642284546
Position 492: 0.0013773027585517524
Position 154: 0.0007000565896627267
Position 310: 0.0005477428639841859
Position 625: 0.0005230715212575806
Position 538: 0.0003393906530291623
Position 332: 0.0003274055676429578
Position 776: 0.00029640774868900434
Position 427: 5.765936415435938e-05
Position 548: 5.3745883279472493e-05
Position 342: 4.915023075708576e-05
Position 697: 3.862556515252645e-05
Position 364: 2.9347438547355574e-05
Position 269: 2.4870828609776768e-05
Position 352: 1.6188994227504665e-05
Position 742: 1.2622969355978005e-05
Position 703: 1.2160024233684208e-05
Position 87: 1.004059244303335e-05
Position 214: 8.469576466938022e-06
Position 166: 5.443489335522921e-06
Position 254: 3.175193393164236e-06
Position 206: 2.3195333724138268e-06
Position 474: 1.81986713107593e-06
Position 785: 1.7816576685105226e-06
Position 751: 1.5763872419584367e-06
Position 709: 1.0285995336106244e-06
Position 778: 6.725441344395638e-07
Position 324: 3.2656537595828887e-07
Position 667: 2.4469018323683907e-07
Position 95: 7.379933847224369e-08
Position 550: 5.939473562862795e-08
Position 722: 3.8057940601794836e-08
Position 200: 1.128936235444193e-08
Position 444: 4.670296287222307e-09
Position 92: 4.462934758041599e-09
Position 451: 2.547055202266749e-09
Position 463: 1.946925292184139e-09
Position 326: 1.833752688668292e-09
Position 433: 8.40394340898512e-10
Position 115: 2.1910174805810608e-10
Position 446: 2.040985879919175e-10
Position 124: 5.248018068751504e-11
Position 109: 3.4478148507950984e-11
Position 129: 3.229954111933869e-11
Position 100: 6.6199827176978024e-12
