Gene = cmb
index = 1650
Annotated 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
Annotated 3SS: [ 705 1094 1618 1773 3417 3747 4679 5848]
SMsplice 5SS: [ 395  863 1493 1712 3305 3687 4290 5791]
SMsplice 3SS: [ 705 1094 1618 1773 3414 3747 4679 5848]
top_k =  1000
Partition function (log Z): 15.087875094316955

Sorted 5' Splice Sites (High to Low Probability):
Position 1712: 0.9966499092680251
Position 3687: 0.9963775127708359
Position 5791: 0.9885695502648805
Position 395: 0.9690863546570812
Position 1493: 0.9042683168654937
Position 863: 0.875491636801782
Position 3305: 0.8442307379237963
Position 4290: 0.8339237002767298
Position 3046: 0.24686752789369326
Position 5632: 0.20408103108435563
Position 2050: 0.14461308823423508
Position 5155: 0.1291144609305108
Position 1525: 0.084202045469686
Position 4408: 0.05796870262786478
Position 2210: 0.051095165945558185
Position 4223: 0.04596539137872332
Position 4091: 0.0340838668011924
Position 1250: 0.025294527140845367
Position 4814: 0.018115678579906792
Position 1024: 0.012903938624412548
Position 2074: 0.010161362814688133
Position 6011: 0.009525214982240508
Position 3227: 0.009454896432673748
Position 5116: 0.009176206222676174
Position 3926: 0.006054245466431407
Position 6437: 0.004874732591356692
Position 3300: 0.004472716120952369
Position 4990: 0.004321319441982877
Position 4811: 0.004267955751094947
Position 3116: 0.004252059813757526
Position 203: 0.004243552737217374
Position 4516: 0.00414405711828282
Position 2131: 0.003926128932771472
Position 824: 0.0032581821735321245
Position 2518: 0.0028664233047203543
Position 5941: 0.0019902043473269894
Position 3839: 0.0016947477207458293
Position 1254: 0.0016871790412179846
Position 2786: 0.0016775264366745723
Position 4327: 0.0016388532916363052
Position 2696: 0.001584225061639624
Position 6209: 0.0015813237505012737
Position 963: 0.001529887150042482
Position 1039: 0.0014002300525418547
Position 399: 0.0013514056416425839
Position 45: 0.0012327457676655465
Position 3823: 0.001226083094258732
Position 219: 0.0012041958485740994
Position 1720: 0.0011627688747503284
Position 2975: 0.0010040338902535706
Position 1476: 0.0009537313831238623
Position 4243: 0.0008907455411286875
Position 4085: 0.0008137607833882934
Position 2383: 0.0007930922908392014
Position 3033: 0.0007533422470763285
Position 2037: 0.0007499666823294653
Position 3905: 0.0006974710788682204
Position 1716: 0.0006641474032122554
Position 4808: 0.0005452578538609766
Position 1218: 0.0004757352997610075
Position 2573: 0.0004312172119322957
Position 3264: 0.0004038423996576239
Position 224: 0.0003768850994371921
Position 4482: 0.0003678399846544648
Position 3309: 0.0003628040445823027
Position 4458: 0.0003557416695794611
Position 23: 0.000347049709742354
Position 2511: 0.0003336985629066098
Position 2570: 0.0003259589816218805
Position 2230: 0.0003113012467275178
Position 245: 0.0003076169046872242
Position 2537: 0.00030689013518528873
Position 3202: 0.0003050737456186448
Position 2255: 0.000275843470024926
Position 5132: 0.00027354730761965795
Position 1860: 0.00026594604893052487
Position 1027: 0.0002576616556429475
Position 3371: 0.00019493533218332339
Position 1415: 0.00015577289902667083
Position 2008: 0.0001549341344233987
Position 1355: 0.00014625059574569911
Position 4345: 0.0001422902739925428
Position 1532: 0.0001365646914029652
Position 3050: 0.00013486454693302085
Position 1484: 0.00013340360858039946
Position 2626: 0.00013271299144088677
Position 1401: 0.00013046343446790446
Position 5699: 0.00011121556276437096
Position 786: 0.00010988824352215927
Position 1224: 0.00010932996230427931
Position 2910: 9.643363921207618e-05
Position 4309: 9.634017994950739e-05
Position 3097: 9.05157769606158e-05
Position 4217: 8.912333231980654e-05
Position 935: 8.442213472613187e-05
Position 4589: 8.368125989801506e-05
Position 828: 7.850209127162229e-05
Position 95: 7.824555251398847e-05
Position 1926: 7.548397559491373e-05
Position 2690: 7.506607124662962e-05
Position 2067: 6.989550680148176e-05
Position 3950: 6.769326358040937e-05
Position 51: 6.745858420139663e-05
Position 6441: 5.878725644308877e-05
Position 4502: 5.8667165574261454e-05
Position 2370: 5.864817507514321e-05
Position 1371: 5.8166945045721426e-05
Position 881: 5.282867628979759e-05
Position 4: 4.5443922494630996e-05
Position 1487: 4.421961573385516e-05
Position 4493: 4.1315228447192105e-05
Position 3872: 4.124404731309689e-05
Position 17: 3.933675631462732e-05
Position 143: 3.695949642354905e-05
Position 80: 3.595635694478675e-05
Position 4202: 2.9941293439788158e-05
Position 468: 2.9299175770119985e-05
Position 2356: 2.927707841750042e-05
Position 6252: 2.7685731674786632e-05
Position 2278: 2.60206745192123e-05
Position 1171: 2.5709279223217258e-05
Position 3100: 2.2383264585746473e-05
Position 1497: 2.209221761712148e-05
Position 3858: 2.1759653943876568e-05
Position 870: 2.1366474784730078e-05
Position 1151: 1.891383204408629e-05
Position 1373: 1.824339681669462e-05
Position 512: 1.753858162796837e-05
Position 6139: 1.6989982422006186e-05
Position 2963: 1.6823526674854832e-05
Position 6254: 1.606879731667666e-05
Position 6505: 1.5338906043167167e-05
Position 415: 1.4213044057682887e-05
Position 3289: 1.381787383180169e-05
Position 1662: 1.349768153142543e-05
Position 262: 1.3313095797858915e-05
Position 2752: 1.2855576480469023e-05
Position 977: 1.2602725246086145e-05
Position 2354: 1.0538695891305761e-05
Position 2590: 1.0118516174280361e-05
Position 3494: 9.878324816138973e-06
Position 2644: 8.814582719295557e-06
Position 2359: 8.537538924551524e-06
Position 971: 8.496754329486534e-06
Position 528: 7.771393902981485e-06
Position 2041: 7.313451855619057e-06
Position 295: 6.923211872161656e-06
Position 410: 6.780102160284869e-06
Position 4835: 6.05752794793835e-06
Position 2848: 5.820558097134861e-06
Position 85: 5.376648975060892e-06
Position 2968: 4.9197402649668695e-06
Position 3130: 4.550218749142611e-06
Position 1421: 4.530930885478223e-06
Position 1302: 4.3042825768985765e-06
Position 1511: 3.9891954017967e-06
Position 4544: 3.6976107703502188e-06
Position 1259: 3.2809693268982504e-06
Position 4412: 3.0379275346226974e-06
Position 1133: 2.960712875366604e-06
Position 66: 2.5730153797716413e-06
Position 1423: 2.3749598262497187e-06
Position 1256: 1.9267047380156135e-06
Position 2365: 1.4883086665260408e-06
Position 3615: 1.197196756768969e-06
Position 1670: 1.1542850796682557e-06
Position 350: 1.1021855959495533e-06
Position 273: 1.0898565317462863e-06
Position 281: 7.172866473059585e-07
Position 268: 6.800374325822659e-07
Position 1673: 6.491266365026956e-07
Position 4384: 6.062932989876143e-07
Position 4311: 5.511659168968394e-07
Position 4542: 3.7042228444577627e-07
Position 88: 3.1586235801423963e-07
Position 1736: 3.1385077228758353e-07
Position 4451: 2.553254313713608e-07
Position 1509: 1.878024562117978e-07
Position 768: 1.581392813381216e-07
Position 1697: 8.857772050294584e-08
Position 664: 8.00999941747025e-08
Position 3466: 6.142776409037982e-08
Position 146: 3.842821580077184e-08
Position 670: 3.212719388895944e-08
Position 1578: 2.488016109549274e-08
Position 5984: 2.226812285997853e-08
Position 5747: 1.7830396343102993e-08
Position 1816: 1.0085045683769188e-08
Position 1748: 7.439992062604613e-09
Position 1631: 6.07815236006448e-09
Position 695: 5.583867427818778e-09
Position 1763: 2.095110684584288e-09
Position 1803: 5.541660619254673e-10
Position 3581: 4.598714603708876e-10
Position 149: 2.580854139973645e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1773: 0.9983175070109587
Position 5848: 0.9862659637876794
Position 1618: 0.9795776469878641
Position 1094: 0.9512589032887486
Position 3747: 0.9197799692426957
Position 705: 0.7656422970021637
