Gene = hale
index = 1722
Annotated 5SS: [314]
Annotated 3SS: [372]
SMsplice 5SS: [314]
SMsplice 3SS: [372]
top_k =  1000
Partition function (log Z): -4.966687134086142

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9879196065368477
Position 489: 0.47579777062747997
Position 989: 0.017661027220484685
Position 307: 0.007979557618712642
Position 504: 0.0037014230456977955
Position 723: 0.002358954677693351
Position 994: 0.0011694385243515234
Position 877: 0.0010500411599701162
Position 785: 0.0010255813287401827
Position 462: 0.0006215156310620778
Position 976: 0.0005980244543514088
Position 510: 0.00038115855993496616
Position 58: 0.0002440221697182239
Position 258: 0.00019029769724880757
Position 498: 0.0001441102137559187
Position 516: 0.00010092600494258829
Position 872: 9.490159273790789e-05
Position 112: 8.278357265504579e-05
Position 342: 7.391094536556651e-05
Position 936: 4.5033986234539416e-05
Position 775: 4.479504558567586e-05
Position 585: 3.767257378275324e-05
Position 931: 3.755115210448156e-05
Position 251: 3.635069692918715e-05
Position 764: 2.48491154480196e-05
Position 1017: 2.4075311279675334e-05
Position 661: 1.630843599042629e-05
Position 748: 1.1926786572322264e-05
Position 281: 1.1857335784459542e-05
Position 137: 1.0489736192059024e-05
Position 447: 9.119974673402656e-06
Position 166: 7.916949391153314e-06
Position 740: 4.9506002801277375e-06
Position 37: 4.762772182377784e-06
Position 859: 4.7059236472377435e-06
Position 588: 4.432141280802356e-06
Position 714: 4.109101918148374e-06
Position 597: 3.91111955780712e-06
Position 298: 3.7317320448001933e-06
Position 1343: 3.4548988543342214e-06
Position 296: 2.885469316333438e-06
Position 454: 2.697157812553764e-06
Position 79: 2.681780223618002e-06
Position 3: 1.3276266204397223e-06
Position 25: 1.2446571941257605e-06
Position 386: 9.515166139894747e-07
Position 288: 9.002750930800483e-07
Position 76: 4.1410837354773404e-07
Position 86: 3.3405384899907937e-07
Position 203: 2.754010858516712e-07
Position 240: 8.235847791129519e-08
Position 583: 3.9798708533009866e-08
Position 179: 3.972582073681282e-08
Position 95: 3.3118387899470044e-08
Position 62: 2.5282101332937603e-08
Position 212: 1.2331757881140293e-08
Position 49: 7.765412557982967e-09
Position 227: 6.846094528678757e-09
Position 939: 1.2467355313318959e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 372: 0.9720409659574409
Position 556: 0.25658579746018056
Position 570: 0.1841299491548052
Position 844: 0.030840443075300275
Position 1052: 0.020059854621949768
Position 1070: 0.008098845512193413
Position 753: 0.0055073154543457785
Position 1112: 0.004158194582134452
Position 625: 0.003930575838345812
Position 593: 0.0023530280875307123
Position 865: 0.0020209392949540146
Position 583: 0.001947444421293037
Position 444: 0.0012759016270205792
Position 973: 0.0012214636429967217
Position 474: 0.0011125359843195508
Position 823: 0.0008075428759785258
Position 805: 0.0007352881791155349
Position 764: 0.0007287689791665464
Position 454: 0.0006946797758185178
Position 652: 0.0006642043048470258
Position 736: 0.0005738746558189211
Position 714: 0.0005606805210257698
Position 949: 0.0003849722173792987
Position 639: 0.00021990081138175622
Position 993: 0.00020727424792548195
Position 853: 0.00010774804033116
Position 107: 8.964944102032743e-05
Position 1001: 8.952235451353184e-05
Position 179: 7.520829668987893e-05
Position 197: 4.830366847588181e-05
Position 691: 4.3401182623616696e-05
Position 820: 3.432244213945107e-05
Position 185: 2.641442526296053e-05
Position 671: 2.452810542862057e-05
Position 146: 2.3908127028953646e-05
Position 877: 1.913371048563996e-05
Position 958: 1.3348787001543034e-05
Position 1206: 1.155833426214269e-05
Position 484: 1.0859602149361345e-05
Position 1017: 1.0820665089381113e-05
Position 1432: 9.535630352911337e-06
Position 1279: 6.6662915317771535e-06
Position 674: 6.44793195534629e-06
Position 1010: 6.044999995832066e-06
Position 203: 5.6309508033248095e-06
Position 1158: 5.213692457086172e-06
Position 1165: 4.099149993298851e-06
Position 251: 3.5389037410929187e-06
Position 84: 3.2749148066253474e-06
Position 1223: 2.6999047453940587e-06
Position 1192: 2.4092917843833254e-06
Position 516: 2.2818335711900113e-06
Position 680: 1.7876874673167459e-06
Position 1170: 1.6834262460787948e-06
Position 494: 1.6701534410876267e-06
Position 342: 1.6629477786271907e-06
Position 1411: 1.1877275340958937e-06
Position 488: 1.1158569768188458e-06
Position 62: 1.094397350371394e-06
Position 1006: 8.789633589216757e-07
Position 257: 8.123646645059598e-07
Position 919: 8.020440769097836e-07
Position 1408: 6.294044500796269e-07
Position 86: 3.828055022821837e-07
Position 303: 1.4672079635270956e-07
Position 92: 1.3976552576723668e-07
Position 313: 9.55793597321367e-09
Position 109: 2.528167244575735e-10
Position 305: 1.1056620800966457e-10
Position 296: 6.403691444344704e-11
Position 116: 4.150387355350176e-11
Position 504: 1.7432174752168876e-12
Position 510: 1.6159389143552492e-12
