Gene = Rcd4
index = 1413
Annotated 5SS: [410]
Annotated 3SS: [473]
SMsplice 5SS: [410]
SMsplice 3SS: [473]
top_k =  1000
Partition function (log Z): -6.129376799300263

Sorted 5' Splice Sites (High to Low Probability):
Position 410: 0.9744809859965569
Position 420: 0.016502926600878876
Position 295: 0.004073958657647846
Position 261: 0.003393666741282686
Position 63: 0.0019058534978822412
Position 323: 0.0006681676290629115
Position 108: 0.0006361207030547248
Position 61: 0.00037455987160366804
Position 16: 0.00017989587442916735
Position 243: 0.00015802838576404256
Position 231: 7.289483418884007e-05
Position 213: 4.71164451333801e-05
Position 657: 4.247773198369062e-05
Position 84: 2.592323572103049e-05
Position 27: 2.453198603162048e-05
Position 191: 1.791545064858052e-05
Position 302: 1.7379395362453758e-05
Position 32: 1.1772581915161169e-05
Position 155: 1.091610036762801e-05
Position 119: 1.0780353020814478e-05
Position 197: 9.814483096612231e-06
Position 37: 5.7202803194900835e-06
Position 678: 5.1055785988834185e-06
Position 25: 4.833112199143239e-06
Position 8: 4.361338297179449e-06
Position 432: 3.91206927274405e-06
Position 175: 2.1662921142693686e-06
Position 525: 2.090477061512274e-06
Position 555: 1.7598753635437195e-06
Position 690: 8.041153974040437e-07
Position 510: 3.336957641795009e-07
Position 172: 3.179609107564682e-07
Position 537: 2.4289945594097215e-07
Position 3: 1.917513635728796e-07
Position 507: 1.8674647680380536e-07
Position 439: 8.544570536258718e-08
Position 505: 5.885735045414055e-08
Position 519: 4.757972798480573e-08
Position 549: 4.5591101073077996e-08
Position 459: 2.0188962182271796e-08
Position 161: 1.7792682509707377e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9928798205864366
Position 485: 0.004152514923258214
Position 409: 0.0028516310613545706
Position 111: 0.001697044951706956
Position 146: 0.0004359314490464725
Position 135: 0.0002337231253068594
Position 364: 8.719660366088785e-05
Position 334: 8.70019108026848e-05
Position 568: 7.018219246866744e-05
Position 231: 5.3926004807595496e-05
Position 243: 4.7347772069131086e-05
Position 714: 2.924977107726209e-05
Position 742: 2.1709391012205485e-05
Position 587: 1.9122705679554794e-05
Position 299: 6.800564322766862e-06
Position 331: 4.035175919053226e-06
Position 600: 3.774096036960493e-06
Position 295: 3.6231243491106744e-06
Position 625: 2.5304844598190794e-06
Position 617: 2.4220738513465146e-06
Position 385: 1.7105456053733498e-06
Position 683: 1.4020966229726286e-06
Position 660: 1.0048490385744384e-06
Position 758: 9.188291609433009e-07
Position 251: 6.750024705675863e-07
Position 260: 6.030546053196736e-07
Position 639: 4.758836260719018e-07
Position 340: 3.4077351767672813e-07
Position 289: 2.8650393098017186e-07
Position 745: 2.5917708911694523e-07
Position 257: 2.4178905268563246e-07
Position 61: 1.6818660283106932e-07
Position 635: 1.604671117847622e-07
Position 419: 7.384988181194462e-08
Position 84: 2.3160679886467173e-08
Position 788: 1.8878725955107878e-08
Position 48: 1.106688433405178e-08
Position 690: 1.0759325116531173e-08
Position 50: 6.664028792538917e-09
Position 657: 5.429069822303911e-09
Position 119: 2.9696802297963572e-09
Position 760: 2.9941937018182275e-10
