Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  1000
Partition function (log Z): 0.4193219191354839

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9931385612784501
Position 1370: 0.8502796909146141
Position 566: 0.07924757669773372
Position 1292: 0.043202160529503625
Position 330: 0.034921946230033515
Position 194: 0.004864648745843225
Position 379: 0.0044648911080052405
Position 1010: 0.0038721825867207007
Position 580: 0.002260750754624537
Position 427: 0.0018032191192949205
Position 1093: 0.0012620080433079744
Position 1596: 0.0011073296785310835
Position 343: 0.0007391169972805739
Position 653: 0.0006530820273271226
Position 876: 0.0006241953030379862
Position 489: 0.0005926502249163093
Position 683: 0.0005373246864314411
Position 325: 0.00046507658152971683
Position 525: 0.00041326541265597065
Position 671: 0.00030394232886603924
Position 627: 0.0001942583865244852
Position 1300: 0.00015554871993169947
Position 1107: 0.00014899770031973845
Position 895: 0.00012734002924693832
Position 1636: 0.00010687287461174948
Position 922: 9.324588585277912e-05
Position 98: 7.680766222539988e-05
Position 189: 6.186048580107968e-05
Position 353: 5.979502954337506e-05
Position 692: 5.6024687920205105e-05
Position 1236: 5.505439179977959e-05
Position 890: 5.4539734472351286e-05
Position 622: 5.1311879845435045e-05
Position 1180: 4.441404816852142e-05
Position 1138: 3.483767825305812e-05
Position 619: 3.2055908765813175e-05
Position 1661: 2.1413833354127872e-05
Position 1410: 1.9017168457660596e-05
Position 376: 1.6851688507903493e-05
Position 171: 1.656262960978978e-05
Position 180: 1.2822062894896653e-05
Position 1005: 9.422492887124788e-06
Position 791: 7.009024406051866e-06
Position 30: 6.827271356578262e-06
Position 383: 6.2465584388236775e-06
Position 1052: 4.6476404487254045e-06
Position 796: 4.482047862191569e-06
Position 774: 4.2842701060804745e-06
Position 165: 2.283975672261683e-06
Position 699: 2.139075701077522e-06
Position 149: 2.025758103556871e-06
Position 1060: 1.951512473122084e-06
Position 468: 1.5098825141784294e-06
Position 1002: 1.4503853620895792e-06
Position 613: 1.3840973056043867e-06
Position 1503: 1.1273099096222052e-06
Position 1039: 8.580382723171103e-07
Position 1240: 7.80422401296691e-07
Position 334: 6.30176618593222e-07
Position 768: 5.327564633300865e-07
Position 1422: 3.9076579900248546e-07
Position 1672: 2.6748451062624117e-07
Position 747: 2.6482079064111105e-07
Position 710: 2.0289166167871292e-07
Position 1509: 1.8224714647045028e-07
Position 708: 1.7351422427860618e-07
Position 1428: 1.5747313355201892e-07
Position 1054: 4.511576725463521e-08
Position 940: 4.344563419407749e-08
Position 1494: 3.685957990357373e-08
Position 50: 6.639295026997626e-09
Position 229: 2.0645559107680475e-09
Position 279: 1.6825318536140056e-12
Position 276: 2.5014351133868127e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.9909992555327203
Position 1437: 0.9819385877321611
Position 1251: 0.007415699567333059
Position 791: 0.007201390035713064
Position 864: 0.006388388510626602
Position 1325: 0.006237842675240751
Position 1470: 0.005805364946870085
Position 1129: 0.005618096462004362
Position 1185: 0.00265624387698606
Position 1218: 0.0019854231854104405
Position 847: 0.0017084644137599747
Position 627: 0.0013360077503549613
Position 633: 0.0010338107979139628
Position 606: 0.0009817626018046774
Position 894: 0.0006295066477611678
Position 1691: 0.0006241739855004875
Position 447: 0.0005087508804755299
Position 298: 0.0004410879505952505
Position 1719: 0.0003924199334163815
Position 736: 0.0002788626364966997
Position 1334: 0.00023569120606328734
Position 870: 0.00020679556205305724
Position 744: 0.00019582062787660857
Position 686: 0.00018050163190238004
Position 402: 0.00016370967803128636
Position 1647: 0.0001590448121928255
Position 483: 0.00010174265980700755
Position 921: 9.278948639639923e-05
Position 450: 8.448237211842064e-05
Position 1509: 7.123784736200933e-05
Position 486: 6.279383762459263e-05
Position 149: 5.640054203501553e-05
Position 651: 5.573849034221003e-05
Position 1107: 4.2995186484336326e-05
Position 1672: 4.264665442921877e-05
Position 1708: 4.1791554687102565e-05
Position 534: 3.62386614223075e-05
Position 307: 3.184922320261673e-05
Position 825: 2.5780227961081185e-05
Position 539: 2.2754024132066865e-05
Position 829: 2.0094257321239855e-05
Position 1365: 1.592382163158843e-05
Position 1347: 1.528340540779708e-05
Position 768: 1.1829628700052335e-05
Position 861: 8.59502202331171e-06
Position 489: 8.228746246670465e-06
Position 229: 7.1899386251741485e-06
Position 579: 6.9754391448063405e-06
Position 1029: 6.677445516282184e-06
Position 1557: 6.532156267696437e-06
Position 80: 6.097909726590703e-06
Position 1290: 5.9538911149295835e-06
Position 576: 5.668395137468327e-06
Position 1481: 5.405982454333247e-06
Position 666: 5.187738103124683e-06
Position 570: 4.732752923580762e-06
Position 1607: 4.70017837847721e-06
Position 909: 4.6274621369251785e-06
Position 699: 3.494531610057149e-06
Position 525: 3.421411720941739e-06
Position 683: 3.3810955913357434e-06
Position 1562: 6.580782106146618e-07
Position 1377: 3.8257853492614265e-07
Position 1604: 3.701434220026959e-07
Position 353: 2.2802985591548275e-07
Position 313: 1.750707160250121e-07
Position 101: 1.325145260808263e-07
Position 87: 1.183139632726589e-07
Position 919: 1.0882692764759373e-07
Position 350: 8.916908584988742e-08
Position 660: 8.657860663913654e-08
Position 1574: 6.770893290555695e-08
Position 1725: 6.263744881266709e-08
Position 1374: 5.2294232378423734e-08
Position 480: 3.5407094640771475e-08
Position 111: 3.4332319205600365e-08
Position 1693: 2.8402238749221515e-08
Position 318: 2.068270056494979e-08
Position 165: 1.0508948299264453e-08
Position 84: 5.7743882081875245e-09
Position 494: 2.963945650820988e-09
Position 900: 9.336062626724087e-10
Position 178: 7.372551229145282e-10
Position 324: 3.1132054354488344e-10
Position 218: 1.2006664730083084e-10
Position 342: 1.6231394732053493e-11
Position 360: 9.456151379923922e-13
Position 180: 3.5654541170355034e-13
Position 189: 2.101387267300665e-13
Position 465: 6.8361181828766175e-15
Position 198: 2.3989334797195717e-16
Position 201: 1.4784150762818273e-17
Position 203: 1.6048817851607636e-22
