Gene = sstn
index = 1894
Annotated 5SS: [251 472]
Annotated 3SS: [ 370 1394]
SMsplice 5SS: [472]
SMsplice 3SS: [1394]
top_k =  1000
Partition function (log Z): -10.159554225863898

Sorted 5' Splice Sites (High to Low Probability):
Position 472: 0.9577569458790434
Position 251: 0.3771937453380427
Position 3374: 0.08784241469500588
Position 306: 0.028657573952976013
Position 983: 0.02011155074612812
Position 3377: 0.004599508547898842
Position 1028: 0.002644107397849351
Position 3121: 0.0025989444372169802
Position 843: 0.0024373840069943694
Position 1629: 0.0016339252553447137
Position 144: 0.0014899499047836243
Position 18: 0.0014578756934472963
Position 1119: 0.0011727951683506036
Position 1155: 0.0006833177061260471
Position 253: 0.0005606724849716282
Position 150: 0.0005179702312915567
Position 766: 0.0004547703377650943
Position 1317: 0.0004489242200842172
Position 580: 0.0004057386127209784
Position 967: 0.00035853805616049085
Position 999: 0.0003273188209861412
Position 1858: 0.00028358907179818214
Position 626: 0.0002554839108502783
Position 1032: 0.0002307364512852874
Position 166: 0.00020726260586181354
Position 2362: 0.000177673525064596
Position 118: 0.00016104889180848078
Position 461: 0.00014154847832136084
Position 1876: 0.0001311223259945012
Position 1293: 0.00012581604380987313
Position 476: 9.775884852164246e-05
Position 40: 9.713465937530067e-05
Position 632: 9.265568642319026e-05
Position 955: 8.270101908314619e-05
Position 974: 5.749677751718668e-05
Position 198: 3.219049958977047e-05
Position 309: 2.5941694002832766e-05
Position 613: 2.5762203382145796e-05
Position 171: 1.986592775579876e-05
Position 90: 1.8977749237031637e-05
Position 926: 1.6063071727547325e-05
Position 69: 1.405040164007358e-05
Position 866: 9.82911701242562e-06
Position 483: 9.133477325432029e-06
Position 1995: 8.709596051200397e-06
Position 7: 8.568160004978285e-06
Position 74: 3.925636436730917e-06
Position 35: 2.041654353129388e-06
Position 616: 1.509876153109073e-06
Position 743: 1.3793774540786822e-06
Position 677: 7.232976351249493e-07
Position 389: 6.390883022775514e-07
Position 500: 4.754545585909754e-07
Position 492: 4.56101659500819e-07
Position 524: 3.47442162141946e-07
Position 423: 3.467873147304532e-07
Position 573: 3.265012829046521e-07
Position 738: 2.737132981069375e-07
Position 535: 2.5982265230165595e-07
Position 557: 2.2665242333472602e-07
Position 395: 1.999860132221464e-07
Position 797: 1.2624662485917693e-07
Position 174: 1.1052136496837936e-07
Position 486: 1.0806587365984052e-07
Position 507: 9.003195805465471e-08
Position 809: 5.8487863535997314e-08
Position 620: 5.332158022004852e-08
Position 1312: 4.971849180761023e-08
Position 987: 4.7176642033241184e-08
Position 446: 4.692969569445416e-08
Position 977: 3.969501750113877e-08
Position 518: 3.555718203305976e-08
Position 604: 2.7368697786550796e-08
Position 932: 2.6070257957042387e-08
Position 1272: 2.219450355767558e-08
Position 636: 2.1778502541119384e-08
Position 467: 1.7256180505532613e-08
Position 630: 7.70602271700834e-09
Position 527: 2.2786226886861476e-09
Position 919: 1.929063606266194e-09
Position 530: 9.053859395689595e-10
Position 671: 3.0002780069295734e-10
Position 538: 5.579379833536602e-11
Position 399: 8.579598550319496e-12
Position 638: 3.890627769564617e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 370: 0.39861326144621007
Position 3434: 0.23652040777909314
Position 1394: 0.19711745787200324
Position 3168: 0.12730436949992607
Position 3617: 0.08134476973913508
Position 671: 0.07906234900628765
Position 3631: 0.055721230532484026
Position 2411: 0.03017664835427438
Position 604: 0.02397954387653456
Position 1359: 0.022569208066271877
Position 3493: 0.02182084788507627
Position 809: 0.02001241191703836
Position 2884: 0.013574476082138387
Position 1782: 0.013359296235964817
Position 1588: 0.012310235262109056
Position 1175: 0.011334990864673843
Position 1591: 0.009153237451983886
Position 932: 0.008890563989179342
Position 676: 0.008555158085678896
Position 1362: 0.007336261144271183
Position 3838: 0.006458783760121558
Position 2861: 0.006223300933181388
Position 1628: 0.005013443652523276
Position 1939: 0.004981267532423548
Position 1275: 0.004915125342364519
Position 3514: 0.004370578071091589
Position 2443: 0.003912071834198446
Position 1070: 0.003646596469931528
Position 1916: 0.0036087154246475365
Position 1221: 0.0033118400747233143
Position 3373: 0.0030298545447920997
Position 719: 0.0028839774778603557
