Gene = BtbVII
index = 56
Annotated 5SS: [  42 1508 2197 2527 2727 8496]
Annotated 3SS: [ 981 1568 2281 2617 7311 8553]
SMsplice 5SS: [1508 2197 2527 2727 8496]
SMsplice 3SS: [1568 2281 2617 7311 8553]
top_k =  1000
Partition function (log Z): 9.470780970257302

Sorted 5' Splice Sites (High to Low Probability):
Position 8496: 0.9993252067468336
Position 1508: 0.9982592405315046
Position 2727: 0.9838460410238978
Position 2197: 0.9558662670723198
Position 6098: 0.6532333097262182
Position 2527: 0.4851574250216589
Position 42: 0.19545972170015408
Position 5103: 0.10322609674445861
Position 5371: 0.1005850500305365
Position 924: 0.06777142366005212
Position 8865: 0.06427100358673865
Position 5142: 0.059779231271342534
Position 515: 0.05879168523485729
Position 4799: 0.050331915382054705
Position 7447: 0.05014528258646872
Position 4372: 0.0411564224734954
Position 2212: 0.036566433409225
Position 702: 0.027561303873131444
Position 722: 0.023480019254741205
Position 743: 0.016093498854569524
Position 6115: 0.01605750695582187
Position 2553: 0.016052051098687275
Position 749: 0.015071353106926902
Position 3745: 0.014647626972800613
Position 1671: 0.014378704713186866
Position 747: 0.01349903699958926
Position 745: 0.013225629451532469
Position 8203: 0.010861331419313763
Position 2544: 0.01073529892482464
Position 7512: 0.010484799016331965
Position 585: 0.009922383491886719
Position 6559: 0.009547243111237237
Position 5881: 0.009533293012087392
Position 35: 0.009346408885046053
Position 910: 0.008746424228468198
Position 2789: 0.008493920626547843
Position 741: 0.008467678518490736
Position 123: 0.007492117555313734
Position 6964: 0.007446619547364987
Position 523: 0.007436606279844068
Position 3758: 0.0063434425177831925
Position 511: 0.005593044894611286
Position 8903: 0.005493701495001295
Position 1115: 0.005038542867394814
Position 2809: 0.004888237856584805
Position 834: 0.004627544717012809
Position 4385: 0.004126299654152503
Position 5341: 0.0038969537830951992
Position 555: 0.003692428977371198
Position 922: 0.0034460842948707136
Position 488: 0.0033590542572665967
Position 907: 0.003317086351709473
Position 276: 0.0032976822857590697
Position 4834: 0.0032190305947939796
Position 4327: 0.003204528868301209
Position 4306: 0.003158592828222961
Position 102: 0.003151558772386114
Position 623: 0.0030749340788800176
Position 9001: 0.0027337514835293216
