Gene = ckd
index = 1649
Annotated 5SS: [  68 8837 9410 9670]
Annotated 3SS: [8524 9242 9546 9730]
SMsplice 5SS: [ 778 8837 9410 9670]
SMsplice 3SS: [8524 9242 9546 9730]
top_k =  1000
Partition function (log Z): -1.796852740938074

Sorted 5' Splice Sites (High to Low Probability):
Position 9670: 0.9988642301042086
Position 9410: 0.9601236861812151
Position 8837: 0.390471461634097
Position 778: 0.3837545131807214
Position 68: 0.21630483736386757
Position 9138: 0.1736911947739407
Position 121: 0.16202048669525265
Position 397: 0.15508881253188755
Position 8729: 0.09892228011516946
Position 9128: 0.07634927565919974
Position 393: 0.03813549964383322
Position 8137: 0.03675608283332782
Position 391: 0.031865365558118704
Position 1152: 0.025171434671256054
Position 1910: 0.020417693978154933
Position 976: 0.01532532751940012
Position 9828: 0.01416149164440734
Position 8909: 0.01333420675992686
Position 1923: 0.011942852397018103
Position 6671: 0.005698616170059728
Position 1111: 0.005657865907106847
Position 9161: 0.005216016166713196
Position 306: 0.004078023116637663
Position 9426: 0.0029007856106435244
Position 1158: 0.002819877325146257
Position 8176: 0.002399019822040633
Position 4620: 0.002284633650061677
Position 3079: 0.00204411885146028
Position 8201: 0.0018803891864212616
Position 3777: 0.0018654584353613253
Position 1684: 0.0018472854480805915
Position 1374: 0.0017088351849178307
Position 9891: 0.0017002562807228552
Position 8210: 0.0013980981640322127
Position 1819: 0.001361766772748308
Position 8677: 0.001360282956281042
Position 2220: 0.0012018152179672304
Position 5142: 0.0010669770249469369
Position 8642: 0.0009157838447970651
Position 9869: 0.0008996341546275593
Position 8695: 0.0008144441009173629
Position 8163: 0.0007956439663112677
Position 403: 0.0007625247279040963
Position 5736: 0.0007552642264980178
Position 2416: 0.0007145987726329517
Position 7598: 0.0006758561568569257
Position 8011: 0.0006740492845989436
Position 826: 0.0006160084352460626
Position 9935: 0.0005762505138423018
Position 8794: 0.000520951081211884
Position 2224: 0.000501899342958783
Position 395: 0.00045370745804287167
Position 9885: 0.00044295763142799855
Position 6618: 0.000436694795217188
Position 794: 0.00042780808904183397
Position 6583: 0.0003817653941782045
Position 2693: 0.00036665151760470195
Position 262: 0.00030415551833070596
Position 9397: 0.00026594223065810093
Position 9674: 0.0001560902060464444
Position 9420: 0.00013792997453414608
Position 251: 9.252686841949457e-05
Position 9923: 7.185547468380102e-05
Position 244: 6.957505333582605e-05
Position 249: 6.327361267705749e-05
Position 10004: 5.173364582261191e-05
Position 1656: 4.676579789459998e-05
Position 10017: 4.471665947254329e-05
Position 555: 4.470035884596843e-05
Position 9925: 4.445053297756306e-05
Position 1658: 4.3791617132425574e-05
Position 10012: 3.8929644522507264e-05
Position 9832: 3.273718534128409e-05
Position 1062: 3.1477283367428816e-05
Position 9621: 3.0369486943359594e-05
Position 9632: 2.725458319143068e-05
Position 1067: 2.5674216526837244e-05
Position 828: 2.391871317670996e-05
Position 9830: 2.0798556514787734e-05
Position 10166: 2.006035994491657e-05
Position 273: 1.89130183207266e-05
Position 401: 1.8132527202253487e-05
Position 518: 1.8097142994124943e-05
Position 3: 1.3294093041387019e-05
Position 10020: 8.88451171674293e-06
Position 583: 8.84487940187599e-06
Position 1360: 8.736830955263163e-06
Position 9736: 8.336115963501278e-06
Position 668: 8.151685486683308e-06
Position 1213: 7.971218830641887e-06
Position 173: 7.703223339612396e-06
Position 1497: 7.570457029270158e-06
Position 25: 5.474311439531231e-06
Position 1119: 4.862584432789329e-06
Position 1617: 3.319368483181436e-06
Position 1549: 2.847589079831371e-06
Position 9994: 2.4328140603883244e-06
Position 799: 2.3365038201471807e-06
Position 9663: 1.8416972560621865e-06
Position 530: 1.8240752533175056e-06
Position 1007: 1.7991337892289402e-06
Position 491: 1.7570603808766136e-06
Position 336: 1.7121852142077442e-06
Position 1019: 1.5508919857626495e-06
Position 830: 1.3541653759811638e-06
Position 1691: 1.331898855641971e-06
Position 33: 1.0892746991945951e-06
Position 541: 8.398923681663613e-07
Position 10067: 7.910113695367711e-07
Position 282: 6.607065193716961e-07
Position 1607: 5.040675471283125e-07
Position 1626: 4.896861195612516e-07
Position 686: 4.710727182497576e-07
Position 215: 4.1573106869898126e-07
Position 1327: 4.151995530678046e-07
Position 10058: 3.1023218552930097e-07
Position 671: 3.039997269168344e-07
Position 9989: 2.935696654930484e-07
Position 162: 2.111848538923454e-07
Position 376: 1.3526590164402115e-07
Position 678: 1.3317518942341319e-07
Position 10053: 1.2513489905943177e-07
Position 539: 8.354805203574489e-08
Position 317: 5.897918189909014e-08
Position 623: 4.324346141959592e-08
Position 309: 2.0692126137526405e-08
Position 479: 1.9989449913331303e-08
Position 832: 1.4480968303857595e-08
Position 9591: 9.24281772941571e-10
Position 759: 4.205225595901885e-10
Position 725: 1.3413029292728047e-10
Position 1261: 1.2816229220861868e-10
Position 999: 7.134928186347152e-11
Position 1307: 2.1651406096049258e-11
Position 10037: 7.864326629716983e-12
Position 2736: 6.096321437404737e-13
Position 2698: 3.5866160496409657e-13
Position 2301: 3.448543639254606e-13
Position 2602: 2.737621526139661e-13
Position 2000: 2.7020295854424767e-13
Position 2738: 2.4235911032484713e-13
Position 2420: 1.9053214260732268e-13
Position 2548: 1.6991845110828875e-13
Position 473: 2.705155141921689e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9730: 0.9826699965431521
Position 9546: 0.9478397022092672
Position 9242: 0.9309071457718084
Position 8524: 0.5095338342373014
Position 8541: 0.20283853018074063
Position 7930: 0.0411774082068643
Position 173: 0.03451525961020208
Position 9452: 0.03114519227106631
Position 8872: 0.028740419754839184
Position 1735: 0.02608496661855789
Position 10020: 0.019724510933940256
Position 8588: 0.018626170571573123
Position 8484: 0.014430591221874019
Position 9767: 0.012783006298339285
Position 8836: 0.012697688144270579
Position 8943: 0.010757636614694324
Position 9506: 0.008947467456717649
Position 325: 0.006478783673971896
Position 6108: 0.006332926279184705
Position 7957: 0.005640127346949576
Position 1433: 0.004665829878241942
Position 1462: 0.00412921766698872
Position 9209: 0.0017677521206623113
Position 2820: 0.0017387475604294512
Position 539: 0.0016760678513797036
Position 4516: 0.0013835629375112514
Position 9187: 0.0012641434569545917
Position 641: 0.0012360009340879022
Position 8801: 0.0010749138718816424
Position 4969: 0.0009967014853572845
Position 3435: 0.0009689603203830292
Position 10074: 0.0009523976727171766
Position 499: 0.0008986090016250703
Position 1655: 0.0007538997177160701
Position 600: 0.0007335413486080769
Position 725: 0.0006298421912982775
Position 8807: 0.0005868144709116022
Position 6360: 0.0005372313899470624
Position 524: 0.0004965690523668828
Position 5041: 0.000438220299178372
Position 7415: 0.0003824451771491329
Position 919: 0.0003679149030981785
Position 4375: 0.0003267921932394869
Position 9923: 0.0003225888124096529
Position 9901: 0.00031728341840393787
Position 6386: 0.00030537112543274863
Position 1183: 0.00027191705507519093
Position 1818: 0.00027061937483392214
Position 9514: 0.00022066765343491153
Position 9970: 0.00018508594856576557
Position 1253: 0.00018297797153328012
Position 4338: 0.00017962124952282803
Position 5638: 0.0001679136124578654
Position 10087: 0.00016642024495829992
Position 3187: 0.00015539616398605615
Position 1537: 0.0001463277753046348
Position 1603: 0.0001300827464631778
Position 5159: 0.00012441790468115788
Position 3142: 0.0001235663378850918
Position 3827: 0.00011706260809688898
Position 5962: 0.00010771066091299967
Position 9567: 0.00010300017242470189
Position 10213: 9.809366639221196e-05
Position 678: 9.407679774408796e-05
Position 2108: 8.829087962815986e-05
Position 1019: 7.71801701289972e-05
Position 3958: 6.973068637389085e-05
Position 3455: 6.765766587439643e-05
Position 555: 6.758212507914643e-05
Position 3646: 6.30133615566967e-05
Position 3154: 6.111524209665017e-05
Position 530: 6.048220307476983e-05
Position 2274: 5.116723885180218e-05
Position 5388: 5.046024478706112e-05
Position 5182: 4.347412385284012e-05
Position 2963: 4.2844823380085364e-05
Position 1074: 4.1198639713075854e-05
Position 9618: 3.9256023985867056e-05
Position 9935: 3.699462797693256e-05
Position 3459: 3.374672953756421e-05
Position 9776: 2.8028492361988884e-05
Position 244: 2.5810675138177957e-05
Position 604: 2.5428135339129783e-05
Position 505: 2.479601223440018e-05
Position 647: 2.322675434938087e-05
Position 1632: 2.186229842759832e-05
Position 9661: 1.454716444896225e-05
Position 2004: 1.2375537871138785e-05
Position 9842: 1.2340538973257162e-05
Position 9994: 1.069003832093477e-05
Position 1497: 7.378960110099302e-06
Position 1348: 4.736130234719424e-06
Position 1587: 4.417969567336928e-06
Position 1547: 2.2965758945231836e-06
Position 1304: 1.4066218645217915e-06
Position 5654: 1.0722319809157848e-06
Position 759: 9.8329682683483e-07
Position 9885: 7.590876950419279e-07
Position 967: 7.497243124317947e-07
Position 777: 6.492374845646309e-07
Position 664: 4.330029452855222e-07
Position 126: 4.236117388112496e-07
Position 996: 3.9621120376674624e-07
Position 10048: 3.7313914859113444e-07
Position 686: 3.525017652247431e-07
Position 753: 3.3503045718197737e-07
Position 668: 2.426286591419655e-07
Position 980: 1.4391472392008814e-07
Position 4019: 1.1597289151853745e-07
Position 262: 7.938589712348106e-08
Position 249: 7.471672388119804e-08
Position 1004: 6.739286581903165e-08
Position 121: 3.905872651915527e-08
Position 1105: 9.250169757358282e-09
Position 781: 8.168367512645766e-09
Position 1111: 1.2208694890048713e-09
Position 799: 7.985544125060098e-10
Position 72: 4.098335588790425e-10
Position 2941: 3.540247159565428e-12
Position 2667: 3.1893960975264055e-12
Position 3587: 2.30571578373641e-12
Position 2113: 3.3930439931837207e-13
Position 2085: 2.8154396370992577e-13
Position 2585: 1.0803484592114467e-13
Position 2498: 7.745657638470226e-14
Position 1661: 6.078811467909141e-14
Position 1622: 3.250023222342865e-14
Position 1740: 6.977616367680841e-15
