Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179 5890]
SMsplice 3SS: [ 5835 11067]
top_k =  1000
Partition function (log Z): -3.8273306317077256

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9952519314579416
Position 5890: 0.5648681516884669
Position 104: 0.12921739674251823
Position 100: 0.10353792059772246
Position 198: 0.06996808748029865
Position 6779: 0.03855528966546258
Position 10571: 0.03153783921739624
Position 1602: 0.02903772941829205
Position 151: 0.024401562549409495
Position 6538: 0.022518252369779626
Position 5753: 0.019332139028945556
Position 9442: 0.018164241296428577
Position 189: 0.011394934882253552
Position 6534: 0.010874285732426181
Position 1969: 0.009998649526545228
Position 6858: 0.009678001101639255
Position 2541: 0.00907543582688007
Position 8200: 0.007704628745163983
Position 1850: 0.007180636469780077
Position 7666: 0.006665160125196571
Position 6: 0.005265171479323431
Position 6132: 0.004525328251561772
Position 2029: 0.004382473557669887
Position 2495: 0.0032126576140238386
Position 8196: 0.0024475320966968308
Position 6448: 0.002350705253808859
Position 11658: 0.0022659974338713105
Position 2017: 0.001902647639446118
Position 2632: 0.001842353530370805
Position 7122: 0.0015035991355606968
Position 5908: 0.0014602854192095303
Position 7516: 0.001454509523082264
Position 11214: 0.0013897366781715588
Position 1791: 0.0013614857509365098
Position 380: 0.0012807364866734212
Position 6906: 0.0012230200559883444
Position 9127: 0.001220316285887855
Position 1953: 0.001213726907549928
Position 2051: 0.0011478795511283147
Position 11649: 0.0010811668916597384
Position 2681: 0.001004468818711747
Position 5946: 0.0009293049481364616
Position 5457: 0.00083086150980332
Position 10332: 0.0008013668715568435
Position 7192: 0.0007222787162877178
Position 10345: 0.0006591750058524163
Position 5542: 0.0006473088739520608
Position 9668: 0.0006433650725239887
Position 568: 0.0006063918501900506
Position 11681: 0.0005679653478709484
Position 906: 0.0005564133098652832
Position 7067: 0.0005484140188378615
Position 867: 0.0005206814179610197
Position 12339: 0.00040738707839752973
Position 12123: 0.00040602803056417755
Position 4418: 0.0003838637999926535
Position 10239: 0.0003728437972092522
Position 1091: 0.000362614078096872
Position 284: 0.00034676767017795425
Position 9817: 0.0002859555884092591
Position 11640: 0.0002778332064650664
Position 67: 0.00026402802023127426
Position 8357: 0.0002614900737576024
Position 1938: 0.000260622234776292
Position 5279: 0.0002516144748333118
Position 7862: 0.00023297084708933128
Position 9281: 0.00019400111321494769
Position 6566: 0.00017824987648568864
Position 4099: 0.00017564310516270194
Position 1845: 0.00017226729803949798
Position 4023: 0.00017074800049048688
Position 148: 0.00015557633384554552
Position 8361: 0.00015265501924649133
Position 5869: 0.00014725098673344674
Position 6542: 0.00014090179101113032
Position 8407: 0.00012922600366644437
Position 774: 0.00012094335211868444
Position 4890: 0.00010155314517875921
Position 1886: 9.99610917844884e-05
Position 2071: 9.289723526274994e-05
Position 161: 8.77160728431507e-05
Position 1236: 8.65443586531237e-05
Position 7111: 7.475231114343544e-05
Position 5045: 6.895473150615939e-05
Position 11269: 6.285591644902445e-05
Position 4037: 5.3171348826955964e-05
Position 1630: 5.168778326515739e-05
Position 2416: 5.019605142405666e-05
Position 2916: 4.872648869183964e-05
Position 12: 4.000161266182643e-05
Position 4212: 3.102954337732992e-05
Position 155: 2.9557958429778953e-05
Position 1651: 2.775732065632601e-05
