Gene = Dim1
index = 1136
Annotated 5SS: [164]
Annotated 3SS: [262]
SMsplice 5SS: [164]
SMsplice 3SS: [262]
top_k =  1000
Partition function (log Z): -7.30250419556409

Sorted 5' Splice Sites (High to Low Probability):
Position 615: 0.68132651603211
Position 164: 0.6294358456088345
Position 400: 0.06846340683503316
Position 263: 0.041746120910280994
Position 601: 0.03900837855002255
Position 380: 0.03131462998819749
Position 338: 0.018282955256017152
Position 7: 0.008382893338232056
Position 555: 0.005843121047869252
Position 168: 0.005549056669449759
Position 158: 0.0032485278383930075
Position 177: 0.0028488477424144054
Position 59: 0.00260598078612679
Position 216: 0.0025425537523630537
Position 26: 0.002158520512537317
Position 201: 0.0015216889663063969
Position 181: 0.0012037667187473748
Position 572: 0.0008264148567078916
Position 161: 0.0005364699851910171
Position 624: 0.0005044564628126181
Position 549: 0.00046764947861319784
Position 125: 0.0002149560118361003
Position 409: 0.00018167624015091155
Position 11: 0.00015252612624558261
Position 406: 0.0001443276869042825
Position 319: 0.00011022523889021037
Position 365: 0.0001102191183393609
Position 425: 9.278936774520726e-05
Position 539: 7.791473157184145e-05
Position 567: 5.391376793014221e-05
Position 619: 3.876882060102992e-05
Position 91: 9.232835388894164e-06
Position 564: 7.722404033446799e-06
Position 276: 6.706529189977366e-06
Position 314: 6.130775589114615e-06
Position 640: 5.48199909216341e-06
Position 530: 3.586964611248093e-06
Position 36: 2.0691614476536134e-06
Position 353: 1.5854896043349218e-06
Position 541: 1.302534485595678e-06
Position 430: 1.2877338197924164e-06
Position 575: 9.928714435781613e-07
Position 42: 9.233750083930724e-07
Position 250: 6.038663360215211e-07
Position 270: 1.4835709978054536e-07
Position 88: 7.773049986253628e-08
Position 647: 7.28447485627927e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.5486231468611191
Position 686: 0.44104379793241866
Position 659: 0.2818027108267625
Position 448: 0.16310509447612742
Position 231: 0.07047755016276573
Position 324: 0.0292324333236434
Position 689: 0.008101438372324332
Position 84: 0.002399153222290644
Position 124: 0.001741782469086002
Position 337: 0.0012114806347248536
Position 487: 0.0005744523918805964
Position 245: 0.00034402679813803596
Position 606: 0.0001210425600580526
Position 397: 0.00010318866660730332
Position 313: 5.8032676045867924e-05
Position 505: 3.259430139992243e-05
Position 511: 1.9865407677827417e-05
Position 640: 1.771912749856919e-05
Position 343: 5.234967616956267e-06
Position 514: 4.560332051827086e-06
Position 614: 4.270810818454672e-06
Position 575: 4.054482792008062e-06
Position 601: 3.256313858447819e-06
Position 379: 2.6803140670352047e-06
Position 406: 2.0405296117141273e-06
Position 177: 1.412037522701866e-06
Position 559: 1.3182028354999575e-06
Position 133: 1.2895182562495798e-06
Position 586: 1.02417245932576e-06
Position 190: 7.020059384277666e-07
Position 187: 5.556133751746435e-07
Position 148: 5.459969754157635e-07
Position 334: 4.450843930783282e-07
Position 151: 7.433839134686395e-08
Position 517: 6.859274868732631e-08
Position 161: 2.2862217977435524e-10
Position 206: 9.655964850668736e-11
Position 168: 5.795908686003244e-11
Position 158: 1.1451769904935015e-11
