Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  1000
Partition function (log Z): 10.574101237363742

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.9992785609039823
Position 9677: 0.998752174936549
Position 6533: 0.9931698569349098
Position 7202: 0.9593453019580981
Position 5397: 0.9059314519516274
Position 119: 0.6685868133244659
Position 1794: 0.23839388583969215
Position 5768: 0.13936412878233373
Position 1944: 0.0951379319192815
Position 333: 0.08478065737055296
Position 7916: 0.07932311553063838
Position 1788: 0.07118513428434693
Position 8678: 0.06908156242013822
Position 87: 0.0627264309745029
Position 9816: 0.06256142245563309
Position 10607: 0.055197591719159465
Position 10431: 0.05166416493822454
Position 329: 0.04641252467501467
Position 9153: 0.0418823251747339
Position 1585: 0.026541015843836863
Position 1403: 0.024018044207281306
Position 5788: 0.023931385135903517
Position 2284: 0.02281800194264343
Position 309: 0.021977334873654907
Position 1732: 0.02160331300740432
Position 726: 0.017917385587485245
Position 10642: 0.01579693732032623
Position 5934: 0.014914488978279338
Position 520: 0.014206679996230718
Position 10687: 0.013639139736886753
Position 2710: 0.01320472597510576
Position 9819: 0.013043236348645395
Position 10404: 0.009909982935257656
Position 5659: 0.007767092327307771
Position 4475: 0.007608790157166548
Position 8193: 0.007062195509663175
Position 7198: 0.006256378182732011
Position 7823: 0.0059428093601174145
Position 10783: 0.005730993191032086
Position 8991: 0.005714383663484742
Position 6886: 0.0055811895035248115
Position 2030: 0.005512806294707301
Position 1017: 0.005408575232387703
Position 7254: 0.005308871486338416
Position 9949: 0.004926964493039443
Position 576: 0.004856565900552263
Position 560: 0.004668535744524771
Position 9138: 0.004208418091338553
Position 8908: 0.00409840031458944
Position 9072: 0.004080144186659363
Position 992: 0.004060459946652646
Position 911: 0.0038986556629856863
Position 1374: 0.003262651138477623
Position 243: 0.0030415130428505053
Position 11093: 0.002970686039245146
Position 245: 0.0027840036215736347
Position 457: 0.0027701924201906365
Position 247: 0.0025853280593130757
Position 239: 0.0020712126594750993
Position 249: 0.0020129031537192543
Position 2523: 0.0018168830156970316
Position 461: 0.0017230586680566087
Position 8099: 0.0017061229125279137
Position 8453: 0.0016700933769807727
Position 10059: 0.0016680158114929086
Position 5913: 0.0015282830542722287
Position 10422: 0.0015142933798133616
Position 241: 0.0013993287800037632
Position 8740: 0.00123420820317676
Position 313: 0.0012172230942453029
Position 7221: 0.0011986650501468524
Position 3849: 0.0011463727424119866
Position 5812: 0.0010649205266595762
Position 880: 0.0010621793157683263
Position 188: 0.001043456498484473
Position 39: 0.0008533679402946844
Position 1407: 0.0008514698897255597
Position 9091: 0.0008161291731324653
Position 10877: 0.0007805675861956723
Position 8956: 0.0006690453883781812
Position 10881: 0.0005416975257436883
Position 9686: 0.0005402498333630252
Position 7790: 0.0005114519418487928
Position 6980: 0.0004921618209449955
Position 10780: 0.0004684411945960148
Position 918: 0.0004633629313782042
Position 6707: 0.0004555580595878623
Position 7117: 0.0004126687925136087
Position 2033: 0.00040442816134827846
Position 7000: 0.0004017230066113251
Position 6673: 0.00040029693275228943
Position 6727: 0.0003920295573520727
Position 1365: 0.00038749109849687944
Position 10254: 0.00036092809437130883
Position 9882: 0.000337589005747633
Position 231: 0.0003290477038059095
Position 1144: 0.0002920564273694359
Position 10989: 0.00025563407826737286
Position 7179: 0.00022866590520331193
Position 419: 0.00021196706842990668
Position 7261: 0.00020288104461276378
Position 10413: 0.00020005840467153164
Position 1189: 0.00017147014151984528
Position 8727: 0.0001681758814279247
Position 6518: 0.00016303203039660295
Position 6858: 0.00015700551222388954
Position 6855: 0.00015693017695129837
Position 10714: 0.00015457490359940847
Position 3548: 0.00015055200114516548
Position 10176: 0.00014582758527743246
Position 7395: 0.00014346249549421398
Position 6982: 0.00014292058126066356
Position 6811: 0.00012836314392466048
Position 1536: 0.00012438038545364215
Position 8177: 0.00011877032873205826
Position 315: 0.00010414843559190623
Position 8015: 0.00010413358756283088
Position 489: 9.311182371440347e-05
Position 8857: 8.886627650208483e-05
Position 1069: 8.783714982522565e-05
Position 9964: 8.673604293649409e-05
Position 581: 8.218887097608286e-05
Position 6744: 7.704654923480761e-05
Position 196: 7.659697069954007e-05
Position 565: 6.770107445176163e-05
Position 10984: 6.690239334440664e-05
Position 6828: 6.584902827031809e-05
Position 251: 5.830318852478514e-05
Position 6987: 5.79914276272634e-05
Position 42: 5.588105181293764e-05
Position 502: 5.420864321757573e-05
Position 656: 5.3252420586702866e-05
Position 10408: 5.1461515411265846e-05
Position 948: 5.12333219199079e-05
Position 11187: 5.033620595088485e-05
Position 7214: 4.482127298344225e-05
Position 105: 4.4555393408318274e-05
Position 478: 4.399780730058851e-05
Position 7244: 4.2967687414173365e-05
Position 6767: 4.12624809275538e-05
Position 2270: 3.8867702727439253e-05
Position 7009: 3.885721667118773e-05
Position 1284: 3.740646564694087e-05
Position 7582: 3.590549612178859e-05
Position 6825: 3.4789409889567866e-05
Position 175: 3.4398393498173246e-05
Position 7123: 3.086785294741545e-05
Position 331: 3.0406459879512726e-05
Position 9691: 2.9894876839352447e-05
Position 2665: 2.937264001370013e-05
Position 6809: 2.8970597150136853e-05
Position 1398: 2.824597225244953e-05
Position 123: 2.7933881335561252e-05
Position 1353: 2.6395288460650695e-05
Position 504: 2.0507085803470603e-05
Position 606: 2.038036027014266e-05
Position 11226: 1.6396721116178235e-05
Position 1879: 1.5534956891646866e-05
Position 650: 1.5478890380242903e-05
Position 7206: 1.3018141331526504e-05
Position 7379: 1.2883979294190333e-05
Position 5819: 1.1784419749631294e-05
Position 271: 1.0994930540202485e-05
Position 481: 1.0833460688886036e-05
Position 620: 7.395301534507048e-06
Position 11211: 7.300982436369836e-06
Position 9350: 7.206814681977987e-06
Position 626: 5.555103378762426e-06
Position 9484: 5.267067410168469e-06
Position 5654: 4.506243613163804e-06
Position 10261: 3.960723570775315e-06
Position 253: 3.14878239503937e-06
Position 10416: 3.1147975883290227e-06
Position 9628: 3.11162584962031e-06
Position 9853: 2.214557371742852e-06
Position 10444: 2.203035256735757e-06
Position 10180: 1.8071288485229593e-06
Position 9433: 1.3841884113888404e-06
Position 10524: 1.0983315546330248e-06
Position 10459: 1.0630735952900134e-06
Position 8258: 7.669481992055928e-07
Position 10500: 7.579796593748161e-07
Position 9570: 6.944976412411887e-07
Position 996: 6.607827483583422e-07
Position 653: 5.79490391663123e-07
Position 10353: 4.910003800575476e-07
Position 628: 4.900162370881181e-07
Position 10190: 3.9233908124707806e-07
Position 10822: 3.813302539666791e-07
Position 2686: 3.5637284485417497e-07
Position 9398: 2.8606856571491577e-07
Position 10572: 1.8614875424226684e-07
Position 10566: 1.3963811225517527e-07
Position 10335: 1.1652265370399157e-07
Position 10709: 9.329576549563249e-08
Position 465: 9.04602865479167e-08
Position 337: 8.222687928423593e-08
Position 298: 7.354443631129282e-08
