Gene = Drep4
index = 1138
Annotated 5SS: [293 768]
Annotated 3SS: [643 821]
SMsplice 5SS: [293 768]
SMsplice 3SS: [643 821]
top_k =  1000
Partition function (log Z): -2.276076270924735

Sorted 5' Splice Sites (High to Low Probability):
Position 768: 0.9966158802013187
Position 293: 0.9214934435844897
Position 1814: 0.26862756490664413
Position 1325: 0.25948629505259385
Position 1574: 0.1703750770199023
Position 2018: 0.05413441821096426
Position 2028: 0.037334566855311266
Position 448: 0.011790147023723442
Position 1818: 0.010963392726398003
Position 381: 0.010458894211654572
Position 1395: 0.010057943766829072
Position 2230: 0.008333552997857584
Position 152: 0.008158546882561655
Position 1160: 0.006310589753477507
Position 206: 0.0046750704559675735
Position 585: 0.003698967057290376
Position 476: 0.0035357188564244194
Position 1790: 0.002798911485966634
Position 2242: 0.001884177953849132
Position 419: 0.001684339012578176
Position 872: 0.0014441089237416924
Position 1132: 0.0012893840560962583
Position 937: 0.0012114663848207903
Position 1336: 0.001150296589103518
Position 2036: 0.0011396624611635672
Position 1203: 0.0009095634663365417
Position 536: 0.0008669239719990835
Position 183: 0.0007852346642227304
Position 1856: 0.0007780705040173632
Position 1080: 0.0007155869884357003
Position 1476: 0.0007093847795679029
Position 1616: 0.0006629810572212398
Position 471: 0.0006210548805514394
Position 1499: 0.00040825769383637554
Position 1082: 0.0003745108514071276
Position 1015: 0.0003536848117918445
Position 1183: 0.00029957016363752744
Position 1465: 0.00021997584076751815
Position 1369: 0.00021814178454779187
Position 1619: 0.00014678238260447586
Position 1878: 0.0001456753500020872
Position 916: 0.00011916304195493009
Position 1639: 0.00010296382312891882
Position 2141: 0.00010232112129786021
Position 1012: 0.00010158460384484504
Position 423: 9.7016218706893e-05
Position 1007: 8.640772880163678e-05
Position 1596: 8.55246646987247e-05
Position 1797: 8.44878259220779e-05
Position 1594: 7.243885398820807e-05
Position 286: 6.742196335088759e-05
Position 353: 6.462273612972404e-05
Position 2406: 4.9547705410349e-05
Position 324: 4.824185842210326e-05
Position 755: 3.747980538178496e-05
Position 1578: 2.3983520752837252e-05
Position 2256: 2.2862363849019817e-05
Position 1225: 2.1783977323918068e-05
Position 1835: 1.8075265679211685e-05
Position 28: 1.7387494485283674e-05
Position 601: 1.723612766824421e-05
Position 140: 1.614935457421641e-05
Position 368: 1.5736784961671824e-05
Position 492: 1.530568525096426e-05
Position 1068: 1.5059692316299096e-05
Position 835: 1.4038767411566077e-05
Position 1381: 1.297326044278105e-05
Position 408: 1.0092941262614178e-05
Position 1631: 9.755788470849006e-06
Position 1172: 6.125857679263063e-06
Position 1528: 4.616274067267656e-06
Position 503: 2.821950661418599e-06
Position 739: 2.7294884996346125e-06
Position 195: 1.1861082490748378e-06
Position 778: 1.165208740829097e-06
Position 2011: 1.1103228757703373e-06
Position 737: 4.700853915602964e-07
Position 661: 4.643498127102414e-07
Position 466: 4.50052881494177e-07
Position 398: 4.284628797808861e-07
Position 962: 2.9086024425761044e-07
Position 2120: 8.695810058165786e-08
Position 730: 5.7765491057378186e-08
Position 624: 5.6589998494186284e-08
Position 810: 2.6751865316964226e-08
Position 1562: 2.6242527343009278e-08
Position 686: 1.5070633279309907e-08
Position 82: 1.4383107129905792e-08
Position 700: 1.3023218459542099e-08
Position 688: 1.001755551349721e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 821: 0.9141369159799236
Position 643: 0.710752805375071
Position 1498: 0.24370950868661664
Position 356: 0.23778520506524267
Position 1925: 0.20545790037233316
Position 2080: 0.09562835550278409
Position 1666: 0.0877141032852778
Position 2132: 0.058893661496602474
Position 1649: 0.05166954661764414
Position 904: 0.03877075928986449
Position 871: 0.02334320462290717
Position 1679: 0.01846512236986588
Position 2524: 0.012318619823485068
Position 2283: 0.012259885038450071
Position 1411: 0.011933109546431295
Position 2164: 0.011886754731516192
Position 1702: 0.00950215738993006
Position 448: 0.006420169903888307
Position 1933: 0.005334992192213498
Position 2103: 0.005249468018091721
Position 2292: 0.005076403787120718
Position 844: 0.004970602342973676
Position 1588: 0.004889653653605
Position 205: 0.004025860802701392
Position 2161: 0.003452803963459875
Position 1631: 0.002313660312929689
Position 2242: 0.0022916734463451385
Position 392: 0.0021734226083401534
Position 2017: 0.0021259705222479255
Position 2178: 0.0018468882407078851
Position 551: 0.00136177076100307
Position 2328: 0.0011195424984016737
Position 1708: 0.0009441296179756108
Position 476: 0.0008587021654840287
Position 529: 0.0008555179202044952
Position 479: 0.000818633069631587
Position 1267: 0.0006447286198979088
Position 1243: 0.0006316399867554136
Position 955: 0.0006092924670987733
Position 2482: 0.0005731393285320242
Position 2134: 0.0005499664690775114
Position 724: 0.0005017519775248788
Position 1888: 0.0004872059506083889
Position 1639: 0.000408593747625473
Position 1264: 0.0003813900794304321
Position 2141: 0.00029553590091878595
Position 2145: 0.00021490841054747897
Position 606: 0.00018543478951684895
Position 2360: 0.00018534183466379755
Position 841: 0.0001699272488532228
Position 2199: 0.00016930817718683894
Position 835: 0.00015496140836682292
Position 408: 0.00014435384775319144
Position 1450: 0.00014196196924278352
Position 1183: 0.00013853439761638483
Position 1437: 0.00012195607037966103
Position 1249: 0.00011988835245273036
Position 952: 0.00011250668317819405
Position 1965: 0.00010582571597321097
Position 531: 0.00010140697929491186
Position 975: 9.638605802814247e-05
Position 1612: 9.47478638519922e-05
Position 269: 8.488500519392839e-05
Position 564: 6.217542224829893e-05
Position 1699: 4.899791917183708e-05
Position 2028: 4.8537205017922947e-05
Position 997: 4.182690902775106e-05
Position 700: 3.751395323572391e-05
Position 368: 3.683125399127702e-05
Position 1075: 2.2327915110205896e-05
Position 711: 2.1666274826855798e-05
Position 1447: 1.834944802445724e-05
Position 1568: 1.2839700628563999e-05
Position 990: 1.2111456547521803e-05
Position 220: 1.1838059056071754e-05
Position 1609: 1.0805757672796269e-05
Position 652: 9.879181286480797e-06
Position 99: 7.122465664352942e-06
Position 1180: 6.848828466170683e-06
Position 685: 6.644704479843522e-06
Position 1594: 6.528038111329838e-06
Position 916: 6.228835653286996e-06
Position 310: 3.224449119779772e-06
Position 1150: 2.9629046053482353e-06
Position 102: 2.3377762344886777e-06
Position 979: 2.331996685221114e-06
Position 1102: 2.0692909184392994e-06
Position 330: 1.967127692241175e-06
Position 737: 1.8840884894241214e-06
Position 1299: 1.769157579965726e-06
Position 1051: 1.7288425643919032e-06
Position 755: 1.6737679894450087e-06
Position 1048: 1.2957045367896933e-06
Position 1108: 7.015117043940634e-07
Position 1003: 6.844881534765131e-07
Position 123: 5.86907841687799e-07
Position 274: 5.661930971872153e-07
Position 171: 5.241857643985085e-07
Position 297: 3.2767530064392856e-07
Position 282: 2.35387208112403e-07
Position 120: 2.185060785433372e-07
Position 134: 1.4540467944784953e-07
Position 286: 1.230586514988173e-07
Position 179: 6.66478975590684e-08
Position 228: 5.542490758893796e-08
Position 115: 9.177606404747196e-09
Position 148: 8.14562995697806e-09
Position 182: 5.031198195496512e-09
Position 1160: 3.7609246679061836e-09
Position 140: 2.579849414246118e-09
Position 245: 9.066076048152166e-10
Position 127: 5.013288441219022e-10
Position 71: 1.0869002979024241e-10
Position 767: 2.304579383409696e-11
Position 156: 1.5330285904332484e-16
