Gene = Sap130
index = 1469
Annotated 5SS: [ 153  436 1929 2575 4762 5687 5985 6319 6549 6715]
Annotated 3SS: [ 337  965 1983 4303 4825 5745 6047 6377 6606 6777]
SMsplice 5SS: [ 436 1929 2575 4762 5687 5985 6319 6549 6715]
SMsplice 3SS: [1190 1983 4303 4825 5745 6047 6377 6606 6777]
top_k =  1000
Partition function (log Z): 31.085427409966787

Sorted 5' Splice Sites (High to Low Probability):
Position 6715: 0.9995491974564266
Position 4762: 0.9980587561360944
Position 6549: 0.9978685596849519
Position 436: 0.9966169211149934
Position 6319: 0.9962026227122962
Position 1929: 0.9901250144856901
Position 2575: 0.9896344105565957
Position 5687: 0.9719873409321959
Position 5985: 0.939357783320894
Position 5265: 0.31845007883528714
Position 1292: 0.1772564803807336
Position 4222: 0.16907574173821358
Position 3488: 0.15478438957673377
Position 4099: 0.10713265636970122
Position 1727: 0.0641600686626298
Position 2238: 0.05707985498788821
Position 1109: 0.05275293251284392
Position 93: 0.04973539219456341
Position 17: 0.014563425034446515
Position 5927: 0.014301562560740529
Position 5646: 0.013771072262514655
Position 6930: 0.013308889207621641
Position 1242: 0.01135455732103277
Position 3979: 0.00981219761648609
Position 273: 0.00705961746484982
Position 7041: 0.007043141549000462
Position 3713: 0.006996344694992419
Position 1297: 0.006318594056184086
Position 3008: 0.0056757956162173835
Position 6959: 0.005302396860245105
Position 275: 0.004464964785637681
Position 2579: 0.004341816741826513
Position 270: 0.004333330171239201
Position 3128: 0.003614270490962831
Position 180: 0.0033079842662212255
Position 1415: 0.003288126320228022
Position 5921: 0.0030600771285229037
Position 3147: 0.002853780044628202
Position 4949: 0.0025095641285329995
Position 3621: 0.0025043379141236385
Position 879: 0.0021448275644753443
Position 1401: 0.002054087763120895
Position 5717: 0.002033155254823695
Position 4577: 0.0019408467965285883
Position 3637: 0.0017764830384972737
Position 3005: 0.0015646791980881859
Position 128: 0.001448069153432344
Position 5912: 0.0012267294944754384
Position 1310: 0.0012161174713372956
Position 207: 0.001213697385217434
Position 5881: 0.0011916483758610552
Position 5869: 0.0011098140217978348
Position 1145: 0.0010890119901876185
Position 85: 0.001000002996378671
Position 2134: 0.0008711074960186074
Position 4976: 0.0008027260634447023
Position 3229: 0.0007346840973796409
Position 1024: 0.0007022993601274799
Position 5691: 0.000679601638947013
Position 2067: 0.0006662284573958633
Position 1895: 0.0006119277921757227
Position 2223: 0.0005487665207857571
Position 1820: 0.0005233589724626622
Position 130: 0.0005218518198541066
Position 3692: 0.00051957135267223
Position 3277: 0.0005140029027090375
Position 107: 0.0005134435338819199
Position 415: 0.0004612504375425452
Position 6330: 0.00045237520147842436
Position 1016: 0.0003884311087525696
Position 241: 0.00029270865509546635
Position 1794: 0.00027736948114014326
Position 2358: 0.00024755626377510176
Position 4766: 0.0002415287295358387
Position 625: 0.00023804199760090838
Position 5054: 0.00023037094069018802
Position 402: 0.0002141156102085473
Position 293: 0.0002125052075539494
Position 520: 0.00019562038475564022
Position 5420: 0.000192358526984951
Position 248: 0.0001863989173162475
Position 157: 0.00017282125615105352
Position 6135: 0.00015984395258432152
Position 75: 0.00015749460628972022
Position 3472: 0.00015695430104899793
Position 3991: 0.00015674898815228752
