Gene = spict
index = 1887
Annotated 5SS: [368]
Annotated 3SS: [865]
SMsplice 5SS: [368]
SMsplice 3SS: [865]
top_k =  1000
Partition function (log Z): -4.304706670509336

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9472052050728077
Position 793: 0.42598746480233546
Position 115: 0.2276288536762136
Position 541: 0.05918900345674091
Position 109: 0.007116419993749159
Position 133: 0.005534583008200224
Position 348: 0.0021140575441316416
Position 688: 0.0020227138617614467
Position 291: 0.00164943653884398
Position 1204: 0.0014442890630748137
Position 1128: 0.0013797419171769794
Position 1409: 0.0006342893991756747
Position 1414: 0.000609733608889268
Position 1497: 0.0005681346040198454
Position 432: 0.0004826683238878269
Position 492: 0.00034875653711114563
Position 460: 0.00031261695939318235
Position 1781: 0.0003009443205476933
Position 560: 0.00028640190409819316
Position 1048: 0.0002802755786382867
Position 80: 0.00024768066718513766
Position 1329: 0.00024578772376372817
Position 1201: 0.00022944697779260184
Position 451: 0.00021318086454077563
Position 184: 0.00020476431673526353
Position 372: 0.00019315031717456385
Position 186: 0.00015653322277557613
Position 301: 0.00015538255166194654
Position 1425: 0.00015449049067078544
Position 636: 0.00015354660035115294
Position 1519: 0.00014510007683817786
Position 1156: 0.00013837479380678596
Position 1597: 0.00011585545410256577
Position 29: 8.402449883082015e-05
Position 119: 7.438767866026094e-05
Position 465: 6.66373184103158e-05
Position 436: 5.683077187712528e-05
Position 752: 5.5272050731575416e-05
Position 1521: 5.265975389887538e-05
Position 1144: 5.054161615286745e-05
Position 418: 4.6912996358651435e-05
Position 1432: 4.587923789074015e-05
Position 783: 4.083373081893328e-05
Position 420: 3.3552529686392214e-05
Position 865: 2.8988692436083956e-05
Position 1741: 2.0198079280565594e-05
Position 398: 1.9571727474634354e-05
Position 309: 6.724601639640393e-06
Position 1794: 5.697753964087463e-06
Position 620: 4.755294501151881e-06
Position 339: 4.197469749849434e-06
Position 211: 3.1343439823610773e-06
Position 582: 2.353258015539443e-06
Position 434: 1.8896572404012569e-06
Position 12: 9.78660550301909e-07
Position 245: 9.647861366942512e-07
Position 442: 3.661193593897172e-07
Position 4: 1.9852770534505306e-07
Position 524: 1.9671068441948892e-07
Position 1132: 3.007681717422004e-08
Position 1207: 2.8059113397523567e-08
Position 1158: 9.191045903785141e-09
Position 961: 3.4149286449414087e-09
Position 1023: 1.6200751681964262e-09
Position 946: 1.2306306525179511e-09
Position 1148: 9.055580227859426e-10
Position 1450: 8.602411167344897e-10
Position 869: 3.768632616008997e-10
Position 1246: 1.691089986250079e-10
Position 944: 7.300036092573411e-11
Position 930: 2.7645812651073985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.9126287002180654
Position 739: 0.32584085761205234
Position 251: 0.20737371415354752
Position 620: 0.09275503184524005
Position 418: 0.06752633016536047
Position 691: 0.04013260997639531
Position 540: 0.01427124948903508
Position 270: 0.005299214533388769
Position 769: 0.004415904148428574
Position 1479: 0.0031905782248078836
Position 1626: 0.001989144071197539
Position 651: 0.0018075402157847634
Position 1546: 0.0015112625664565834
Position 432: 0.0014043998966094197
Position 1260: 0.0010700651004197706
Position 290: 0.0009470475615748991
Position 1571: 0.0005909496095963708
Position 267: 0.0005606395420242475
Position 1761: 0.00045327733544583797
Position 483: 0.00043932319005743185
Position 1456: 0.0003677253714878056
Position 747: 0.00036585554824365273
Position 1900: 0.00032865655698691073
Position 460: 0.0002866420760703057
Position 752: 0.0002702408986196346
Position 791: 0.00026845028621272116
Position 1638: 0.00018544488223031305
Position 1066: 0.0001725511258789928
Position 804: 0.0001615182448847117
Position 180: 0.00015882461089024554
Position 507: 0.00014321873835135325
Position 1409: 0.00013933605677566535
Position 1207: 0.00013740306164310625
Position 1414: 0.00012139403252143751
Position 465: 0.00010741473407551617
Position 812: 8.864026314368996e-05
Position 958: 7.892401075837338e-05
Position 1650: 6.668254289299458e-05
Position 492: 6.643619333775097e-05
Position 1273: 4.632749425067097e-05
Position 1423: 4.010043408650806e-05
Position 880: 3.971537060157035e-05
Position 451: 3.4816690686832163e-05
Position 1284: 3.3267859486628636e-05
Position 99: 3.197710490965178e-05
Position 974: 3.0428683920114688e-05
Position 877: 2.8226701079228746e-05
Position 760: 2.4017146948743718e-05
Position 1919: 2.1264384162285918e-05
Position 139: 1.6293451973892626e-05
Position 990: 1.5888906575354132e-05
Position 1913: 1.4193491179247905e-05
Position 1071: 1.203148623669117e-05
Position 1368: 9.868988405178397e-06
Position 496: 8.087465577811847e-06
Position 1360: 7.703896414455774e-06
Position 1089: 7.340284172103228e-06
Position 1906: 5.260022829390053e-06
Position 136: 2.7090597760582422e-06
Position 501: 2.5500471234524288e-06
Position 108: 4.78182217331524e-07
Position 85: 1.7078450104507183e-07
Position 287: 1.4614697461874436e-07
Position 339: 1.4285820132151577e-07
Position 313: 1.2995527206461422e-07
Position 74: 1.153141251464146e-07
Position 372: 9.23623136685972e-08
Position 335: 9.181078813398691e-08
Position 389: 4.699412506687163e-08
Position 368: 8.754513736696865e-09
Position 319: 5.736009245322813e-09
Position 377: 5.2778665202398455e-09
Position 56: 2.8740963795674013e-09
Position 300: 2.606877920296323e-09
Position 64: 7.804923397410041e-10
