Gene = lok
index = 1759
Annotated 5SS: [ 299  642  884 1232 1750 2191]
Annotated 3SS: [ 359  725 1122 1311 1955 2249]
SMsplice 5SS: [ 591  884 1232 2191]
SMsplice 3SS: [ 725 1122 1955 2249]
top_k =  1000
Partition function (log Z): 10.529034749539553

Sorted 5' Splice Sites (High to Low Probability):
Position 2191: 0.9988857460742443
Position 591: 0.7869500945007202
Position 1232: 0.6992187392867836
Position 884: 0.587300144194244
Position 1011: 0.40010889566243585
Position 299: 0.26597775040708926
Position 1750: 0.21201643107190588
Position 1251: 0.1892841854366593
Position 1897: 0.12603161731997906
Position 1419: 0.09785742401339316
Position 642: 0.07990055800081937
Position 559: 0.06468318826707788
Position 827: 0.0470237680695415
Position 1826: 0.042694641594273885
Position 141: 0.025971356264194525
Position 2729: 0.022984053515696937
Position 1277: 0.01724331159998921
Position 322: 0.007317113160564918
Position 1409: 0.0071452338901357776
Position 97: 0.004995994314137662
Position 518: 0.004904760561647492
Position 1733: 0.0036163530755471476
Position 638: 0.003360796543592954
Position 333: 0.0030291927027481917
Position 1571: 0.0018737999323845888
Position 1201: 0.0018119087288813735
Position 2894: 0.0018094738424749399
Position 303: 0.0016066210888794378
Position 2864: 0.0012088012730184382
Position 132: 0.001139572098618106
Position 2046: 0.001059592386077337
Position 2325: 0.0010187952614111233
Position 211: 0.0010027388747298137
Position 1774: 0.0009931970008302466
Position 1383: 0.0008598729951389711
Position 888: 0.0006819013064736125
Position 1057: 0.000671967029974424
Position 319: 0.0006144830530059433
Position 597: 0.000572442348414892
Position 552: 0.0005658192353970952
Position 545: 0.0005352829248639557
Position 1623: 0.0004329701536346469
Position 1616: 0.00037305969225123314
Position 1454: 0.0003496171953955184
Position 2177: 0.00031200539183560624
Position 1428: 0.0003031766462849988
Position 195: 0.0002845824113336169
Position 2674: 0.00028396701592153556
Position 1068: 0.0002598513775262986
Position 112: 0.00018714399696468162
Position 1376: 0.00018211994474671045
Position 1578: 0.00017622263630942181
Position 1718: 0.00017111180493200768
Position 2875: 0.00016845068154402055
Position 2606: 0.00016803977275356237
Position 2554: 0.00016496470413164728
Position 1842: 0.00015565733782010955
Position 305: 0.00015040944291407204
Position 492: 0.0001503883814339367
Position 297: 0.00014855894396878223
Position 976: 0.00014462047612658592
Position 2584: 0.0001126244880672725
Position 660: 0.00010441544031809848
Position 1530: 9.875404918240747e-05
Position 1224: 9.363786699645549e-05
Position 2174: 8.89242459020911e-05
Position 151: 8.41903542616698e-05
Position 992: 6.306048577844955e-05
Position 2195: 6.0098951305534767e-05
Position 1504: 5.976837057135922e-05
Position 1575: 5.581126388139461e-05
Position 1763: 5.234561687644003e-05
Position 1516: 5.1303549003985116e-05
Position 1470: 5.0000226216205675e-05
Position 894: 4.960300891694683e-05
Position 2690: 4.8813735136612766e-05
Position 678: 4.490599218702224e-05
Position 2280: 4.237301403935558e-05
Position 1078: 3.649515139819364e-05
Position 1631: 3.5277256566782286e-05
Position 987: 3.4521254489869435e-05
Position 387: 3.0712967958506026e-05
Position 2887: 2.9238914182561743e-05
Position 667: 2.9139340837481994e-05
Position 2870: 2.3611694018049588e-05
Position 2348: 2.3388289579273887e-05
Position 872: 2.3246057476985628e-05
Position 2702: 1.9861453867353848e-05
