Gene = Trpgamma
index = 1569
Annotated 5SS: [  131  1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052
 10346 10783 11360 11540]
Annotated 3SS: [ 1148  7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119
 10419 11083 11420 11590]
SMsplice 5SS: [ 1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052 10346
 10783 11360 11540]
SMsplice 3SS: [ 7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119 10416
 11083 11420 11590]
top_k =  1000
Partition function (log Z): 49.52082789382066

Sorted 5' Splice Sites (High to Low Probability):
Position 10052: 0.9993939784115967
Position 8266: 0.9980308165963214
Position 8021: 0.9969408512430376
Position 8559: 0.9938632294801967
Position 10783: 0.9874823125909417
Position 8924: 0.9847354095067078
Position 7203: 0.9803221515435175
Position 1279: 0.9764074547500083
Position 7632: 0.9698091640117461
Position 11360: 0.9674813975783799
Position 10346: 0.9527210807792064
Position 11540: 0.9486630351909565
Position 9786: 0.9428571471852294
Position 9249: 0.8702928229150133
Position 9534: 0.8693792960259067
Position 4933: 0.3302386536826999
Position 2767: 0.12619598736043638
Position 131: 0.08976792632680548
Position 607: 0.08096758511353692
Position 5891: 0.07023812064608582
Position 5645: 0.043250059820573464
Position 11003: 0.03613047505032051
Position 10343: 0.035572352599548156
Position 5742: 0.03341296293180539
Position 12437: 0.0329819904563333
Position 11749: 0.03045580783986877
Position 936: 0.02885057387654596
Position 11357: 0.02373850826689025
Position 4979: 0.019656261691387726
Position 7197: 0.017054562604301462
Position 5747: 0.015451593762723908
Position 1094: 0.014422071617061188
Position 312: 0.01440710903887084
Position 10959: 0.013964094165701537
Position 2510: 0.013888149053324842
Position 9565: 0.013219530879608322
Position 12302: 0.012526519205007787
Position 8881: 0.011757092581000713
Position 4966: 0.01012272661632427
Position 859: 0.009744707843552029
Position 11013: 0.008514616269906348
Position 9701: 0.007481262297579108
Position 9124: 0.006757604504918164
Position 4391: 0.006491204121770567
Position 2320: 0.006253934937376219
Position 12066: 0.00585800604865878
Position 617: 0.005219917862219468
Position 1289: 0.005072850714895736
Position 719: 0.0047987321692996064
Position 6529: 0.004508600026213443
Position 8582: 0.003915651153744733
Position 9169: 0.0037501834210990036
Position 9068: 0.0037202925399867975
Position 12894: 0.0036551979920367767
Position 5210: 0.0036006794687096556
Position 2076: 0.003486045990907127
Position 11811: 0.0034507152186187134
Position 171: 0.0033948894456480513
Position 11702: 0.0033598252863818803
Position 9729: 0.0031238020492739996
Position 179: 0.003117146807540652
Position 181: 0.0026693121161073413
Position 1108: 0.00260797337574041
Position 12853: 0.0025846207809448675
Position 9514: 0.002354478535785747
Position 8906: 0.002155895403435119
Position 893: 0.002135895727409226
Position 723: 0.00203635362547016
Position 8777: 0.0019705731318706756
Position 9417: 0.0018136370297620094
Position 9717: 0.0017753171849754245
Position 9246: 0.001692678028931685
Position 12180: 0.0016846911935203353
Position 9770: 0.0015724819298993775
Position 4960: 0.0015550316568996804
Position 10996: 0.0014848030585224777
Position 2081: 0.0013824415096037501
Position 9732: 0.0012867597300294424
Position 1957: 0.0012585123183630168
Position 3123: 0.0011954771392442606
Position 4594: 0.0011914713502926384
Position 4990: 0.001143330683980736
Position 175: 0.0011313135338682923
Position 10789: 0.0011165801431636344
Position 12016: 0.0010441400458300267
Position 1061: 0.0010296962575597473
Position 8407: 0.0009937253240496495
Position 11753: 0.0009171175575625485
Position 11688: 0.0008722273714277916
Position 4610: 0.0008678497599424561
Position 9240: 0.0008479594173905713
Position 10529: 0.0008446474919614283
Position 5164: 0.0008436175553113729
Position 11784: 0.0008365061606425055
Position 2477: 0.000825231816046171
Position 9186: 0.0008226367301637301
Position 10798: 0.0007945417404539194
Position 8592: 0.0007940863572543457
Position 8368: 0.0007611264298661204
Position 375: 0.0007593180228757672
Position 3569: 0.0007200084812228171
Position 12337: 0.000718266276260428
Position 11945: 0.0007013522148336803
Position 2209: 0.0006419386404198372
Position 4555: 0.0006419357765223406
Position 5391: 0.0006004820269545254
Position 7846: 0.0005729319240378901
Position 4078: 0.0005633199405233783
Position 10278: 0.0005553560365162554
Position 8563: 0.0005550493579649833
Position 11329: 0.0005500113334621846
Position 1612: 0.0005423189072108347
Position 474: 0.0005239168527984128
Position 9151: 0.000505218508137625
Position 10721: 0.0004915449822888347
Position 7584: 0.0004836973578768499
Position 9033: 0.00046092721308040995
Position 11034: 0.000443066633226853
Position 11299: 0.0004426646098611599
Position 9227: 0.0004311881492886776
Position 9109: 0.00040854756729548917
Position 513: 0.0004084768187429141
Position 511: 0.00040173921257027494
Position 12892: 0.00038394959664510064
Position 515: 0.0003803675644594612
Position 1835: 0.0003779137095926934
Position 1753: 0.0003763937582533406
Position 4248: 0.00036304209221253014
Position 9280: 0.0003531382130071637
Position 11789: 0.00034455659226554524
Position 517: 0.0003193516302039357
Position 11560: 0.0003178509933116324
Position 1765: 0.0003084159869735198
Position 9290: 0.0003046228761627648
Position 505: 0.0003034109817302349
Position 413: 0.0003006410760437603
Position 11448: 0.0002933683931636738
Position 509: 0.0002841937916296141
Position 5178: 0.00027680162474700106
Position 5033: 0.0002713486047733306
Position 4680: 0.00026693545097615946
Position 3294: 0.0002597856598917797
Position 5228: 0.0002594662948326259
Position 8801: 0.0002592935997407785
Position 2949: 0.00025824767435944017
Position 4138: 0.00025192737970506377
Position 5772: 0.0002502264570813023
Position 377: 0.00024785945272282566
Position 4180: 0.00023912353588476887
Position 519: 0.00023312424291061802
Position 503: 0.00023248301481362433
Position 10852: 0.00023227726712916232
Position 5649: 0.00023153502304601084
Position 507: 0.00023081080592658759
Position 9304: 0.00022753642083609264
Position 9213: 0.00022257022425174806
Position 3793: 0.00020899843424334843
Position 443: 0.00020712916624324979
Position 8909: 0.0002003127962322678
Position 9095: 0.0001933109216911389
Position 10618: 0.00018930367303142515
Position 10324: 0.00018886614741210037
Position 10056: 0.0001856172918866302
Position 7826: 0.0001668925229397727
Position 8270: 0.0001620782387878504
Position 11657: 0.00015727964123843182
Position 466: 0.00015543244894084343
Position 10787: 0.00014613823865177329
Position 12680: 0.00013442886159597213
Position 9230: 0.00012618391645335934
Position 10713: 0.00012544862462845585
Position 11947: 0.00012001590027485276
Position 432: 0.00011736909784071634
Position 10730: 0.00011736213606264067
Position 355: 0.00011685835369010455
Position 482: 0.00011537052022289787
Position 5513: 0.00011280896536723149
Position 12021: 0.00011044874029151147
Position 11155: 0.00010354531560198121
Position 164: 0.00010067298581526011
Position 9077: 0.00010042951460712229
Position 11296: 9.937086096416253e-05
Position 8855: 9.733180557945081e-05
Position 10069: 9.002085218233252e-05
Position 11203: 8.624052231712811e-05
Position 487: 8.573151942593871e-05
Position 9973: 8.478839532896645e-05
Position 8310: 7.47690566944795e-05
Position 1100: 7.063752382879496e-05
Position 3131: 6.857461729041475e-05
Position 478: 6.786344580528419e-05
Position 9382: 6.740087077580632e-05
Position 5563: 6.66033351377652e-05
Position 2717: 6.213596286417614e-05
Position 11787: 5.8135230264575085e-05
Position 731: 5.605308366591672e-05
Position 8894: 5.596185407102743e-05
