Gene = axed
index = 1618
Annotated 5SS: [ 184 7272 7991]
Annotated 3SS: [6572 7341 8442]
SMsplice 5SS: [ 184 7272 7991]
SMsplice 3SS: [6572 7341 8442]
top_k =  1000
Partition function (log Z): 4.9355743250892665

Sorted 5' Splice Sites (High to Low Probability):
Position 7272: 0.9995422031345634
Position 7991: 0.9934099295200027
Position 585: 0.4909850085427001
Position 8625: 0.4863673248271771
Position 184: 0.4118829357386029
Position 1181: 0.39449933816092025
Position 1924: 0.10975870600046625
Position 20: 0.08807656734537576
Position 2541: 0.06800831145059853
Position 6768: 0.034976739006082835
Position 2080: 0.028617898766338766
Position 6488: 0.01951977895881732
Position 9067: 0.01796622164050125
Position 8988: 0.014505911010573271
Position 6781: 0.013155290126562127
Position 6392: 0.012999861206222091
Position 4497: 0.011302589479425414
Position 8885: 0.010000595213602918
Position 5794: 0.00816636810149346
Position 6262: 0.007895258371004276
Position 8315: 0.0075159641494269985
Position 2096: 0.006915045540157719
Position 6910: 0.006418624223893853
Position 754: 0.006411887717217404
Position 1016: 0.006071942317679969
Position 9566: 0.005521086212000537
Position 4328: 0.005129686910941352
Position 7722: 0.003973964852104631
Position 1696: 0.002876867037289652
Position 5465: 0.0021957039305858608
Position 8019: 0.002193749447645499
Position 5471: 0.0019388432781302588
Position 9159: 0.0018663132100314665
Position 8363: 0.0016221312495798116
Position 2424: 0.0015266103544311711
Position 8292: 0.0014687282717365982
Position 774: 0.0014331612888785778
Position 760: 0.0013114629284818437
Position 8394: 0.0012546893481667314
Position 2362: 0.0012012141834609308
Position 8330: 0.0011594910564775899
Position 8014: 0.0010609499258339536
Position 750: 0.001012020168848755
Position 1901: 0.0009776054001098167
Position 746: 0.000943069562603627
Position 748: 0.0008990689588388323
Position 3465: 0.0008759834367903066
Position 4271: 0.0008285322711911259
Position 8998: 0.0008072811939301498
Position 8387: 0.000752900132141248
Position 5921: 0.000751631989555549
Position 7995: 0.0006394113535704205
Position 4550: 0.0006293047630590337
Position 2407: 0.0005255262924588056
Position 6000: 0.000490224080551222
Position 417: 0.0004724563840953638
Position 1909: 0.00042864078223320414
Position 7770: 0.00040132528183718115
Position 425: 0.00039134879120944835
Position 8921: 0.00038864345783725784
Position 1407: 0.0003768729631117309
Position 1628: 0.0003720855850682306
Position 7456: 0.00029280263550738396
Position 7712: 0.00024398527837066753
Position 8593: 0.00022681711395443604
Position 1349: 0.0002038130858030163
Position 9417: 0.00019895057038645206
Position 1385: 0.00018431235048916295
Position 804: 0.00018380289746123098
Position 782: 0.0001634212783583913
Position 8008: 0.00016173196656961658
Position 9106: 0.00015917883226929723
Position 1059: 0.00015681643230943334
Position 8079: 0.0001464092641218632
Position 9288: 0.00014388233227920625
Position 153: 0.00010923099296807754
Position 2168: 9.910441447042508e-05
Position 3246: 9.597319752086007e-05
Position 4377: 9.349411207774037e-05
Position 9221: 8.757559881946228e-05
Position 1323: 8.399111078536848e-05
Position 386: 8.187919976844858e-05
Position 2063: 8.07911010648219e-05
Position 8873: 8.030989100442251e-05
Position 7777: 7.655152807457798e-05
Position 9230: 7.327596950883361e-05
Position 5501: 7.22702763211555e-05
Position 7276: 6.603787926415724e-05
Position 106: 5.6782621604125255e-05
Position 4332: 5.649787540334522e-05
Position 158: 5.4288316890457064e-05
Position 7416: 4.9899879061995475e-05
Position 204: 4.9345976387593216e-05
Position 758: 4.713822590543507e-05
Position 8093: 4.700976163065759e-05
Position 780: 4.212541978445802e-05
Position 3851: 4.2094980868217026e-05
Position 7554: 3.829933803063032e-05
Position 128: 3.207489077240738e-05
Position 818: 3.199567895317608e-05
Position 864: 3.147972033582456e-05
Position 455: 3.144867257797193e-05
Position 752: 2.9579305179147963e-05
Position 8303: 2.920232728129556e-05
Position 2052: 2.305703735186332e-05
Position 597: 1.8584304536986774e-05
Position 8280: 1.8525362393823263e-05
Position 913: 1.767393609651289e-05
Position 48: 1.7376541281274384e-05
Position 8960: 1.5473176098578667e-05
Position 1252: 1.1776984487332007e-05
Position 589: 1.1369533085919812e-05
Position 7413: 1.0898068016089686e-05
Position 792: 1.050333696279999e-05
Position 1985: 1.0289631097520577e-05
Position 772: 1.0030652086690525e-05
Position 554: 9.123267499879195e-06
Position 857: 8.883588047714487e-06
Position 1127: 8.544615382582943e-06
Position 8017: 8.154906155786781e-06
Position 8042: 6.919578302231568e-06
Position 8221: 6.882000364412813e-06
Position 740: 6.68551123970955e-06
Position 723: 6.538171705476365e-06
Position 503: 6.256442818166196e-06
Position 8037: 5.587215924513845e-06
Position 510: 4.963388650157799e-06
Position 7818: 4.891976339344902e-06
Position 1865: 3.874040992629542e-06
Position 7892: 3.6769627697355647e-06
Position 632: 3.5075386358531336e-06
Position 1380: 3.1189514759433406e-06
Position 1931: 2.956860927219546e-06
Position 8551: 2.48726515930897e-06
Position 1334: 2.2498001417783026e-06
Position 7803: 1.997236522119825e-06
Position 7055: 1.8903757917516398e-06
Position 672: 1.8556254396433695e-06
Position 1132: 1.7365471085380436e-06
Position 7744: 1.721611596048304e-06
Position 6628: 1.5578705443303041e-06
Position 475: 1.246891107781566e-06
Position 252: 1.142238807489376e-06
Position 8889: 1.1168396394824324e-06
Position 8409: 1.0588273191105804e-06
Position 8827: 9.774345980572784e-07
Position 808: 9.061237202854951e-07
Position 238: 8.769736486731082e-07
Position 7785: 7.353758970058505e-07
Position 810: 6.732690316800276e-07
Position 7856: 6.723156669287194e-07
Position 8915: 6.129711589602006e-07
Position 2068: 6.073530579458842e-07
Position 6711: 5.939780127842497e-07
Position 7871: 5.144426207199269e-07
Position 1063: 4.315573380127473e-07
Position 8938: 3.5127954017110905e-07
Position 670: 3.462858214889721e-07
Position 8990: 3.255846699343607e-07
Position 1050: 2.807379480017688e-07
Position 9036: 2.6392894417657576e-07
Position 7639: 2.5817989104839303e-07
Position 249: 2.033270891298542e-07
Position 188: 1.9982020594342718e-07
Position 208: 1.9395201255948033e-07
Position 8992: 1.651866092308066e-07
Position 2070: 1.5923120517235096e-07
Position 7808: 1.0880078090874911e-07
Position 293: 5.086639906419764e-08
Position 1264: 4.3004611701811854e-08
Position 8506: 3.018463304186547e-08
Position 8678: 2.6848218366063738e-08
Position 595: 2.1731140922254634e-08
Position 199: 2.0179061939590204e-08
Position 9050: 1.384122099915371e-08
Position 9030: 1.33233229388781e-08
Position 318: 1.193146231181704e-08
Position 284: 9.596591652546121e-09
Position 3232: 7.463383721524307e-09
Position 296: 5.8238132766992194e-09
Position 290: 5.528274163375315e-09
Position 6843: 4.890128314260568e-09
Position 7102: 4.832008859156779e-09
Position 1947: 4.819294086105754e-09
Position 802: 4.7963628775112755e-09
Position 8492: 4.181128411930036e-09
Position 795: 3.624724322841906e-09
Position 287: 3.100711971907459e-09
Position 6973: 1.66501237234508e-10
Position 711: 2.4940048667167217e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8442: 0.9982943752424386
Position 7341: 0.9635469545549915
Position 6572: 0.9180936363378847
Position 8678: 0.3016481477287748
Position 643: 0.10235178285361261
Position 891: 0.0940546616803266
Position 1036: 0.0932296995784841
Position 1491: 0.07518299481300385
Position 1079: 0.05589248457161887
Position 9050: 0.045142488196767055
Position 9174: 0.0436932901299793
Position 827: 0.042560261895793705
Position 2259: 0.04060163867813865
Position 8978: 0.03330801851876888
Position 7373: 0.033113641159109974
Position 6972: 0.03300635618363788
Position 6297: 0.031716992171990144
Position 91: 0.028076929918947682
Position 9202: 0.02427597882629127
Position 6580: 0.01794704916431378
Position 7042: 0.014474270610611115
Position 4181: 0.014189789873716507
Position 7139: 0.013891941629974145
Position 6487: 0.012338403614661412
Position 6523: 0.01194517753933791
Position 1985: 0.011491926209609154
Position 1959: 0.01077257538066307
Position 7002: 0.010585985420565346
Position 8675: 0.010502945677137375
Position 9428: 0.01039647665917657
Position 5219: 0.009925197259355067
Position 8690: 0.00969949947631188
Position 9700: 0.009375217536344788
Position 6201: 0.007855389699545245
Position 8181: 0.007067962129138919
Position 2146: 0.0065871104735987585
Position 8997: 0.006521168052783853
Position 9109: 0.0065135861125782965
Position 475: 0.006332692868527846
Position 329: 0.006033439285433436
Position 6838: 0.006010837130023698
Position 948: 0.005906961160039574
Position 9641: 0.005492665692591473
Position 8871: 0.005348288402390438
Position 1480: 0.005339330058043716
Position 2211: 0.004315413366412772
Position 7764: 0.004311440797822452
Position 1130: 0.004077407086364184
Position 9612: 0.0039062450936320596
Position 9630: 0.0037931016557813933
Position 9254: 0.0036793445352749344
Position 462: 0.003597706747391323
Position 8696: 0.0034083312473957594
Position 6033: 0.0032643401221711136
Position 4422: 0.0032258803187248746
Position 6605: 0.0032182115289037033
Position 690: 0.0032089441663857546
Position 4898: 0.0030715946554098193
Position 2005: 0.00276086810121305
Position 8037: 0.002596973480595226
Position 9536: 0.002392521895383073
Position 6655: 0.002377912896330942
Position 2471: 0.0023741543237407485
Position 1795: 0.0022512641435899453
Position 808: 0.002101362819267764
Position 5603: 0.002001958588160262
Position 1159: 0.0019074877468236119
Position 5570: 0.0018738537051332241
Position 8202: 0.0018380121380946362
Position 6893: 0.0017154752965934073
Position 100: 0.0016805410949642366
Position 110: 0.0016545031667403213
Position 8224: 0.0015665531165647093
Position 9221: 0.0013978241742301034
Position 1758: 0.001379631466002433
Position 8921: 0.0013645266163657464
Position 482: 0.001346563794823767
Position 9367: 0.0013141139490147574
Position 6114: 0.0012290216639360124
Position 1369: 0.0011764452310327768
Position 1784: 0.0011739768713955776
Position 3300: 0.0008932238669036672
Position 9674: 0.0008824135231466061
Position 9159: 0.0008366050060623271
Position 8280: 0.0007770105247514069
Position 1574: 0.0007626939390059887
Position 8693: 0.0007186646446289543
Position 4390: 0.0007127784443977092
Position 8471: 0.0006649696373459065
Position 7630: 0.0006417554578566504
Position 2474: 0.0006259073155328271
Position 610: 0.0006122982211799122
Position 8847: 0.0005974140714947809
Position 281: 0.0005917119442325964
Position 7684: 0.0005805186182667073
Position 2177: 0.0005326441841925339
Position 1616: 0.0005136593220815477
Position 552: 0.0005070232680339517
Position 1010: 0.0005053011438042932
Position 2318: 0.0004895847283886423
Position 8935: 0.00046606068406106747
Position 1993: 0.00045697324781555167
Position 5636: 0.00044072531620384153
Position 9181: 0.00040665554469009296
Position 1015: 0.0004033162370979294
Position 519: 0.0003907873718862561
Position 8889: 0.000344673717093928
Position 1743: 0.0003399275994972961
Position 4084: 0.00032516074764864006
Position 2274: 0.00031070148551792505
Position 9450: 0.0003083618166232744
Position 5909: 0.00023098830887883012
Position 7446: 0.0002261064981208271
Position 8932: 0.00020538656635926456
Position 7851: 0.0002045678903024324
Position 2218: 0.00019896867744416993
Position 2195: 0.00019049639801794547
Position 7425: 0.00018041232514460725
Position 7769: 0.00017829886704318632
Position 3275: 0.00014774531152775568
Position 718: 0.000139648811053972
Position 1291: 0.00013221751592066124
Position 8474: 0.00013021633860885005
Position 5434: 0.00012384323892744554
Position 1244: 0.00012372468355023095
Position 276: 0.00011801084118891006
Position 9578: 0.00011223085754029859
Position 9506: 0.00010999467339812679
Position 1406: 0.00010639861825958317
Position 1372: 9.082395498957614e-05
Position 9498: 8.908680529597562e-05
Position 871: 8.200407208205583e-05
Position 9710: 8.110308566611445e-05
Position 7470: 7.187815124493494e-05
Position 7382: 7.178746984214754e-05
Position 5807: 7.037943856835885e-05
Position 8699: 6.639980819394569e-05
Position 5108: 6.530076474581308e-05
Position 9570: 6.494164021868068e-05
Position 792: 5.6898872828282675e-05
Position 957: 5.5183802825814606e-05
Position 3334: 5.371596649712084e-05
Position 9719: 5.354020664346294e-05
Position 5286: 5.297113631799416e-05
Position 5198: 5.1881804878276557e-05
Position 4825: 5.1361236205943136e-05
Position 9541: 4.943086757376933e-05
Position 5386: 4.767822333291527e-05
Position 7830: 4.688325941781737e-05
Position 8206: 4.50541115884052e-05
Position 7408: 4.477843248614088e-05
Position 922: 3.9709343273344844e-05
Position 8042: 3.175534111976872e-05
Position 3048: 2.8478100754934378e-05
Position 496: 2.8390133873443412e-05
Position 8822: 2.792282866901435e-05
Position 1901: 2.6024026055401482e-05
Position 3136: 2.5949050913635756e-05
Position 3673: 2.273303481383885e-05
Position 8122: 1.986250545019063e-05
Position 1768: 1.9479999772786637e-05
Position 645: 1.585104622024335e-05
Position 3016: 1.4711591294986453e-05
Position 9773: 1.415322217153545e-05
Position 510: 1.3937743314433414e-05
Position 7791: 1.3451073417630262e-05
Position 7665: 1.3326960221652532e-05
Position 1645: 1.2670769051000519e-05
Position 1650: 1.024731244870269e-05
