Gene = Thor
index = 1559
Annotated 5SS: [327]
Annotated 3SS: [750]
SMsplice 5SS: [327]
SMsplice 3SS: [750]
top_k =  1000
Partition function (log Z): -4.042668103944726

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9969938996064278
Position 95: 0.0535403648480251
Position 89: 0.015009597005130564
Position 619: 0.007662840070033739
Position 26: 0.00466762540693317
Position 956: 0.004563496113396759
Position 672: 0.0034566619512521437
Position 126: 0.00229731115423109
Position 875: 0.0011667686079547105
Position 963: 0.0006955128785883882
Position 128: 0.0006931289812841175
Position 93: 0.0005598412270642687
Position 633: 0.0004087914303939558
Position 583: 0.00039974017926445717
Position 245: 0.0002941718360757428
Position 651: 0.00026044721243903866
Position 387: 0.00024621410010937253
Position 460: 0.0002450212559826665
Position 363: 0.00021487912585732756
Position 150: 0.00020598043228009047
Position 392: 0.0001696335597121389
Position 278: 0.0001646528467141815
Position 579: 0.00012977016503388028
Position 331: 8.914277240076155e-05
Position 972: 8.03165207629585e-05
Position 528: 4.716222394503274e-05
Position 1007: 4.2764780389688905e-05
Position 1049: 4.0676566575679454e-05
Position 280: 2.484481724363568e-05
Position 1091: 2.2544239121455546e-05
Position 509: 2.04033082372415e-05
Position 1104: 1.791448172080509e-05
Position 373: 1.6465124602343376e-05
Position 623: 1.398306999213422e-05
Position 941: 1.261732824717463e-05
Position 467: 1.13647472258163e-05
Position 138: 9.7551695902109e-06
Position 184: 6.603723957379613e-06
Position 1071: 6.093786597644343e-06
Position 970: 5.979671668559496e-06
Position 611: 5.787655833444087e-06
Position 914: 5.669425457299851e-06
Position 503: 4.606899521639903e-06
Position 1078: 3.130022966873243e-06
Position 859: 2.694061238107717e-06
Position 587: 2.565288607998803e-06
Position 1047: 2.4122078428531187e-06
Position 512: 2.1029859000118713e-06
Position 110: 1.7304582285975916e-06
Position 835: 6.00633771586515e-07
Position 828: 4.839718933659998e-07
Position 1095: 3.733326116458041e-07
Position 204: 3.7151613310507177e-07
Position 885: 2.5306213882058296e-07
Position 1118: 1.4288326988900305e-07
Position 879: 1.3591603669520127e-07
Position 965: 1.1132386699469256e-07
Position 248: 1.5037987144692743e-10
Position 821: 6.042873917985513e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9721714234336623
Position 176: 0.07220640744471298
Position 410: 0.025440939562982642
Position 619: 0.006445776426312174
Position 1137: 0.003876849992705377
Position 707: 0.0031204693921534814
Position 1165: 0.0021014508755208315
Position 209: 0.0015317431132295227
Position 143: 0.0013215995760444729
Position 1014: 0.001067340867471464
Position 181: 0.000663772630149519
Position 497: 0.0006364667257278698
Position 1063: 0.0005509116470939169
Position 423: 0.00035399279942648467
Position 1007: 0.0002807999312081073
Position 460: 0.00027913590989794233
Position 240: 0.00026463128422409633
Position 89: 0.00026160974731744203
Position 220: 0.00025002978438245463
Position 387: 0.00022179701648725427
Position 785: 0.0002110514563746536
Position 835: 0.00018855097115486614
Position 1042: 0.0001655716246765
Position 268: 0.00016201227538792666
Position 631: 0.00013625438446643337
Position 875: 8.938180021232978e-05
Position 1047: 8.635196957458545e-05
Position 116: 7.142505349745312e-05
Position 373: 6.157253503174368e-05
Position 150: 5.973278114126568e-05
Position 1078: 5.763201174250464e-05
Position 959: 3.0186394848799292e-05
Position 935: 2.8947214507762084e-05
Position 908: 2.3755392529338063e-05
Position 587: 2.2720029219370405e-05
Position 660: 2.0623660592779482e-05
Position 636: 1.585487119206729e-05
Position 583: 1.1762580588683424e-05
Position 672: 9.045591034902623e-06
Position 941: 6.561957557494331e-06
Position 770: 6.474407687123402e-06
Position 987: 5.599229340292911e-06
Position 509: 5.494687090247242e-06
Position 244: 5.353172363012622e-06
Position 1145: 3.6534839458020415e-06
Position 905: 3.5534314574659365e-06
Position 605: 3.3960533603753586e-06
Position 923: 3.2638587969904947e-06
Position 1071: 1.8333076480924385e-06
Position 594: 1.2071822318118625e-06
Position 808: 8.820570365316868e-07
Position 914: 7.11261253910649e-07
Position 126: 3.995309305013733e-07
Position 633: 1.0297126595405803e-07
Position 277: 5.596400505364519e-08
Position 347: 1.2388933709302865e-08
Position 392: 8.83707554681796e-09
Position 326: 7.565271569601831e-09
Position 331: 2.067375877055998e-09
Position 579: 9.472653312301367e-12
Position 352: 5.777923878584254e-15
Position 363: 8.549919512581355e-17
