Gene = BG642163
index = 42
Annotated 5SS: [95]
Annotated 3SS: [152]
SMsplice 5SS: [95]
SMsplice 3SS: [519]
top_k =  1000
Partition function (log Z): -8.151162562701728

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.6548709324918761
Position 306: 0.18468002335853667
Position 838: 0.17755297270048906
Position 190: 0.09522250030693714
Position 589: 0.08880834502129539
Position 712: 0.0657268373485623
Position 133: 0.048925362811255535
Position 114: 0.027575035263298006
Position 1261: 0.017031032841947135
Position 182: 0.010476070176308232
Position 227: 0.005667578912905739
Position 1344: 0.005016909102745889
Position 697: 0.004351239448370685
Position 663: 0.004009394066856779
Position 1323: 0.0035257320230198718
Position 976: 0.0024003891010971876
Position 658: 0.002283900706188793
Position 284: 0.0014464268830781956
Position 1117: 0.0014273361956880482
Position 408: 0.001287979642203259
Position 74: 0.0010173547231835877
Position 1141: 0.0006520652013969204
Position 917: 0.00033141249977927445
Position 1267: 0.00028337121704840186
Position 137: 0.0002720091865622892
Position 56: 0.00023159922315509177
Position 963: 0.00018089369889433558
Position 1417: 0.00015922396996471223
Position 25: 0.00015782331702869827
Position 1389: 0.00015435265065365673
Position 1084: 0.00010176971027140371
Position 595: 6.840274348750034e-05
Position 188: 5.28208595141615e-05
Position 19: 5.078018025770831e-05
Position 1384: 4.52277060642091e-05
Position 53: 4.202965449672831e-05
Position 293: 6.092600776404812e-06
Position 250: 3.530996822029045e-06
Position 544: 1.8792969529761709e-06
Position 844: 1.3067085800952655e-06
Position 1110: 1.131653548289325e-06
Position 928: 2.195705797654939e-07
Position 802: 4.2441348158721925e-08
Position 933: 6.908610462534878e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 519: 0.6692586120558288
Position 882: 0.11685838941592747
Position 483: 0.10862959236704982
Position 756: 0.10032097721752571
Position 152: 0.09113574211051964
Position 227: 0.0660647324334232
Position 1178: 0.06303249952283681
Position 711: 0.0467308026468375
Position 1242: 0.03327105786628447
Position 1059: 0.029532529068072806
Position 979: 0.013736879385863985
Position 1565: 0.013117061357232715
Position 1122: 0.010565800350922678
Position 1322: 0.007438392106485236
Position 1540: 0.005246955768639769
Position 1292: 0.005103743913902463
Position 1481: 0.004394914438929217
Position 588: 0.003854994572064263
Position 240: 0.0034027913661129556
Position 1017: 0.0026054860214084407
Position 368: 0.0018412508527126089
Position 963: 0.0016121264753482442
Position 633: 0.0015875829713154744
Position 330: 0.001182788572654168
Position 697: 0.0010578190486946078
Position 774: 0.0009908460515372095
Position 837: 0.0007142696639794015
Position 439: 0.0006348914286380498
Position 1341: 0.0004507644559556981
Position 1141: 0.00043314456593113545
Position 1019: 0.0002165015964993628
Position 309: 0.00019953824782307041
Position 917: 0.0001609079898699369
Position 154: 0.0001583529010661348
Position 1485: 0.00013416197875305117
Position 1068: 0.00011388703958283402
Position 644: 7.411705867817625e-05
Position 1376: 6.236941907525052e-05
Position 318: 4.615565359900288e-05
Position 666: 3.0133710299848637e-05
Position 779: 2.9031063867415493e-05
Position 1459: 2.2202872432243905e-05
Position 1400: 1.6169048341202915e-05
Position 1343: 1.608945718129763e-05
Position 110: 7.435304817948852e-06
Position 651: 4.7837514989272655e-06
Position 663: 1.0031592248895255e-06
Position 95: 5.190488416488117e-07
Position 726: 1.5405428752405772e-07
Position 99: 1.2495801171254787e-07
Position 658: 9.784993307790625e-08
Position 1078: 6.362585639136502e-08
Position 595: 6.278409189247781e-08
Position 114: 2.568558537842489e-08
Position 298: 7.857065755316638e-09
Position 66: 4.94631460222037e-09
Position 718: 2.924506932266158e-09
Position 74: 2.5163971974685048e-09
Position 62: 5.454994516157338e-10
